fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7.1,0.51,0.06,2.0,0.083,33.97,224.64,1.0,3.17,1.8,9.6,5
7.2,0.18,0.29,2.3,0.094,47.13,101.85,1.0,3.67,0.8,9.7,5
14.56,0.28,0.82,3.64,0.47,53.07,202.27,0.99845,3.75,0.71,9.6,5
7.85,0.7,0.56,2.6,0.086,20.0,44.0,1.0,3.42,0.59,14.28,6
13.9,1.2,0.8,2.09,0.25,10.23,15.0,0.9973,3.29,1.01,11.94,6
8.3,1.54,0.12,2.6,0.54,35.32,241.94,1.0,3.15,0.72,12.04,5
7.4,0.38,0.49,1.6,0.08,42.15,45.2,0.996,3.39,0.54,9.5,5
8.4,0.49,0.6,10.67,0.48,12.0,280.33,1.0,3.2,0.99,9.2,5
9.48,0.55,0.78,2.5,0.16,19.72,105.59,0.99,3.12,0.96,9.3,6
7.6,0.62,0.32,1.11,0.04,7.0,285.18,1.0,3.57,1.86,14.1,5
14.28,0.41,0.75,15.47,0.46,2.75,14.0,1.0,3.17,1.33,9.5,6
11.82,0.16,0.15,2.4,0.45,5.0,41.65,1.0,3.69,0.99,9.5,6
15.6,1.52,0.64,13.88,0.38,42.42,182.07,1.0,3.59,0.53,8.59,6
10.27,1.31,0.48,2.5,0.05,6.0,25.0,1.0,3.27,0.59,10.08,6
9.89,0.53,0.43,2.0,0.07200000000000001,63.26,105.0,0.996,3.84,0.54,11.77,6
12.08,0.48,0.31,15.44,0.093,66.58,98.0,0.99,3.32,1.7,10.46,6
12.93,1.13,0.4,9.14,0.39,70.05,274.34,0.9976,3.06,0.67,9.4,5
7.4,1.15,0.29,12.46,0.087,26.0,278.77,1.0,2.85,1.16,10.04,5
12.26,0.35,0.32,13.3,0.26,39.7,163.89,0.9962,3.52,0.65,14.88,6
15.8,0.56,0.23,8.83,0.1,37.0,249.58,0.9996,3.3,1.95,9.17,5
9.6,1.28,0.2,11.76,0.09,43.92,214.34,0.99865,3.92,1.43,11.6,6
6.86,1.52,0.35,10.56,0.083,21.0,194.89,0.99,2.88,1.97,11.43,7
5.27,1.35,0.12,2.9,0.08199999999999999,58.45,287.77,1.0,3.3,1.67,10.4,6
9.8,1.24,0.39,12.72,0.59,21.0,59.0,1.0,3.37,0.73,10.86,7
9.3,0.42,0.82,15.17,0.53,25.0,35.93,1.0,2.97,0.62,12.59,5
13.44,1.24,0.73,4.22,0.079,11.68,18.0,0.99735,3.29,0.63,9.3,5
6.99,0.27,0.42,1.32,0.09,35.0,123.41,0.99,3.08,0.57,12.61,6
10.0,0.35,0.93,13.47,0.11,55.55,74.59,1.0015,3.96,0.69,9.2,6
10.0,0.49,0.15,11.0,0.071,13.0,34.08,1.0,3.15,0.69,13.65,6
15.09,1.4,0.59,3.67,0.45,58.79,39.33,0.9978,3.09,1.94,11.5,7
7.35,0.23,0.5,4.5,0.57,16.04,79.4,1.0,2.75,1.44,13.85,5
13.4,0.62,0.26,11.95,0.13,52.03,196.8,1.0002,3.07,1.65,13.12,6
10.7,0.46,0.36,2.0,0.38,30.94,41.96,1.0,3.43,1.66,9.98,5
15.82,0.36,0.2,11.49,0.27,36.87,166.67,0.998,3.16,0.66,12.98,6
14.39,0.36,0.87,8.75,0.122,32.5,239.08,1.0,3.23,0.66,12.5,6
14.33,1.46,0.28,3.2,0.066,21.0,110.45,0.9973,3.48,0.34,9.08,6
5.42,0.97,0.71,2.1,0.105,16.0,44.0,0.99,3.72,1.32,8.54,5
7.9,0.65,0.01,2.5,0.078,50.32,38.0,1.0,2.79,0.37,10.05,7
9.41,1.32,0.76,12.39,0.42,7.0,97.92,1.0,3.17,0.84,12.84,7
12.39,0.34,0.16,1.9,0.52,6.0,285.95,0.9948,3.35,0.7,12.5,6
7.15,0.65,0.32,2.8,0.09,29.0,226.69,1.0,3.16,0.88,10.3,5
14.98,0.49,0.8,3.0,0.13,28.0,108.48,0.99,3.7,1.0,11.5,6
14.72,1.01,0.54,10.55,0.29,48.35,267.36,1.0,3.76,1.36,10.34,7
12.79,0.34,0.5,2.4,0.38,10.0,21.0,1.0,2.95,0.75,10.55,6
12.31,0.42,0.57,4.22,0.065,5.0,89.37,1.0,3.74,0.62,11.3,6
10.9,0.66,0.47,1.8,0.57,19.95,70.41,0.9982,3.3,0.75,9.8,6
10.9,0.52,0.93,13.58,0.42,44.58,138.95,1.0,3.21,1.81,9.8,6
13.35,0.97,0.5,2.6,0.08199999999999999,6.0,32.0,1.0,3.11,0.78,13.82,6
11.58,0.3,0.92,7.5,0.61,4.42,63.0,0.9979,3.6,1.15,9.94,5
6.6,0.815,1.0,2.71,0.5,49.88,34.0,0.9955,3.89,0.57,12.3,7
13.8,1.03,0.67,3.0,0.093,20.03,81.15,1.0,3.2,0.93,8.62,6
13.06,1.34,0.54,8.43,0.08900000000000001,15.0,201.78,1.0,3.11,0.92,12.41,6
9.1,1.43,0.68,6.32,0.093,11.0,22.28,1.0,3.36,0.86,14.85,6
9.14,0.69,0.13,2.7,0.33,17.0,36.71,1.0004,3.28,0.98,9.9,6
9.1,0.54,0.0,11.3,0.096,71.49,26.0,1.0,3.24,0.83,12.22,6
7.7,0.42,0.1,12.5,0.51,44.34,137.61,1.0,3.04,1.59,9.3,5
14.98,1.33,0.11,15.03,0.12,54.43,77.0,1.0,3.25,0.53,14.05,5
13.86,0.21,0.4,10.36,0.066,40.5,280.54,1.0,3.35,0.59,12.42,6
6.7,0.75,0.01,2.4,0.39,40.94,233.35,0.99,3.55,0.61,11.63,6
14.66,0.41,0.07,3.0,0.08,29.0,209.77,1.0001,2.92,0.39,12.03,5
15.77,0.42,0.66,5.43,0.12,12.0,29.0,0.997,3.24,0.42,9.54,7
11.9,0.43,0.66,3.1,0.56,55.13,15.17,1.0,3.41,0.85,11.26,7
12.6,1.06,0.66,10.74,0.3,23.15,41.0,1.0,3.17,0.91,9.74,6
5.32,0.7,0.23,2.0,0.099,28.99,21.88,0.9973,2.8,0.49,13.97,5
6.29,0.78,0.65,2.6,0.086,26.03,50.0,0.99,3.94,1.77,10.59,6
14.53,0.72,0.37,2.5,0.18,59.39,37.0,1.0,3.05,0.36,10.0,5
12.5,0.46,0.88,2.0,0.071,13.46,15.0,0.9988,2.89,1.45,12.89,5
12.8,0.18,0.73,4.67,0.53,62.55,42.0,1.0022,3.49,1.1,10.0,7
8.95,0.42,0.16,13.77,0.107,7.0,237.14,0.9979,3.81,0.93,12.48,6
12.8,1.11,0.66,1.18,0.47,56.7,42.0,0.99,3.07,0.73,11.35,7
10.4,0.21,0.29,2.6,0.41,2.24,8.58,1.0,3.16,0.77,14.74,5
10.3,0.58,0.52,2.8,0.159,15.0,119.88,1.0,3.43,0.87,9.4,5
14.4,0.53,0.9,2.4,0.07400000000000001,63.32,121.59,0.9962,3.75,1.13,8.68,7
6.9,1.15,0.02,4.43,0.21,6.19,225.42,0.9975,3.01,0.56,9.9,5
4.82,0.24,0.18,2.4,0.056,46.06,25.0,1.0,3.32,1.61,8.7,6
9.1,0.28,0.32,14.22,0.05,26.0,86.19,0.9967,3.1,1.04,14.67,6
7.4,0.69,0.42,7.61,0.106,42.2,72.0,0.9959,3.05,0.63,14.03,5
14.0,1.11,0.23,3.8,0.08900000000000001,41.91,83.12,1.0014,3.01,0.81,14.44,6
11.5,0.61,0.75,12.2,0.37,22.02,266.23,0.9984,3.01,0.49,10.66,7
9.02,0.49,0.76,1.54,0.34,68.2,47.0,1.0003,3.26,1.11,11.0,6
9.4,0.62,0.77,2.4,0.51,6.0,58.91,0.9962,2.82,1.79,11.68,7
11.4,0.47,0.66,6.2,0.49,49.37,221.47,0.99,2.77,1.08,13.3,6
8.3,0.42,0.75,14.86,0.09,10.07,138.72,0.9979,3.01,0.7,11.63,6
5.93,0.65,0.47,2.0,0.08,11.0,27.0,0.99,2.97,0.8,10.83,6
13.7,0.415,0.68,5.21,0.085,17.0,287.66,0.99,3.44,1.38,13.95,6
8.3,0.19,0.38,2.0,0.58,34.6,27.0,1.0,3.78,0.8,12.32,6
14.63,0.26,0.42,2.0,0.54,69.46,56.39,0.99,3.21,0.84,12.49,6
9.14,0.51,0.88,1.23,0.087,42.37,95.17,1.0,3.42,0.74,8.57,5
15.8,0.63,0.07,15.45,0.03,11.0,37.0,0.99,3.16,1.03,13.19,6
12.05,1.3,0.79,14.61,0.18,23.0,48.0,0.99,3.52,0.71,9.2,6
4.77,0.66,0.01,1.9,0.27,42.83,42.0,0.9972,3.31,0.54,9.6,6
15.67,0.46,0.97,3.12,0.08800000000000001,23.0,184.51,1.0,3.43,0.94,8.5,6
9.6,0.38,0.31,2.5,0.24,16.0,178.7,1.0,3.19,0.55,14.36,7
5.6,0.85,0.82,10.44,0.045,2.96,88.0,0.99,3.56,1.84,12.9,8
12.93,0.31,0.68,1.24,0.05,64.6,126.55,0.99,3.17,1.36,10.0,6
9.5,0.37,0.52,2.0,0.08199999999999999,21.7,163.54,0.998,3.18,0.51,13.5,5
15.08,1.03,0.9,2.0,0.112,48.55,77.14,1.0,2.85,1.01,9.1,5
12.7,1.36,0.5,11.79,0.063,6.0,91.41,0.9997,3.03,1.64,9.9,5
6.09,0.53,0.76,6.91,0.26,7.0,38.0,0.99,3.22,0.6,10.05,7
13.08,0.735,0.02,9.95,0.34,61.63,38.84,1.0,3.54,1.24,9.9,5
11.5,0.67,0.24,7.61,0.087,58.92,171.43,1.0,3.18,0.65,9.26,6
7.83,1.21,0.21,2.6,0.37,37.25,159.31,0.99,3.46,0.65,10.81,6
8.7,0.765,0.04,2.3,0.44,9.0,172.97,0.9963,3.1,0.55,9.4,5
6.6,1.28,0.02,7.9,0.11,41.96,124.0,1.0,3.47,1.99,12.64,5
7.7,0.68,0.73,12.12,0.13,5.5,184.83,0.9949,4.0,0.47,11.0,6
9.0,0.45,0.54,8.07,0.54,24.85,64.0,1.0,3.16,1.87,13.11,6
14.09,0.53,0.49,2.7,0.21,23.92,238.7,0.99,3.96,0.63,10.5,6
7.7,1.58,0.31,2.7,0.46,15.0,27.0,1.0,3.26,1.38,9.53,5
12.97,0.38,0.46,12.28,0.059,65.63,25.0,0.99,3.12,0.76,10.1,6
5.78,0.44,0.47,2.5,0.55,21.09,28.0,1.0,3.24,0.65,10.8,6
12.0,0.88,0.39,11.76,0.5,34.87,30.0,0.99,3.18,1.73,10.33,7
10.4,0.34,0.58,12.51,0.09,17.75,16.0,0.99,3.25,1.13,11.63,6
12.5,0.43,1.0,13.73,0.06,59.45,49.0,1.0,3.08,0.57,9.6,4
9.91,0.58,0.33,1.7,0.47,64.36,274.67,1.0,3.38,1.95,13.6,6
5.86,0.78,0.04,4.78,0.36,23.0,56.85,0.9987,3.62,0.62,9.5,5
7.1,0.735,0.22,13.87,0.06,15.0,29.57,0.9966,3.11,0.55,10.82,5
9.3,1.52,0.81,2.84,0.04,6.0,19.0,1.0,3.93,0.82,9.96,7
12.17,1.19,0.34,7.08,0.087,24.0,209.27,0.9982,3.82,1.79,9.5,5
13.81,0.75,0.33,8.37,0.51,12.06,273.67,0.99,3.99,1.07,8.55,5
15.01,0.98,0.78,1.31,0.111,45.97,20.0,0.99,3.26,1.12,9.27,6
7.0,0.58,0.03,9.35,0.091,51.73,124.0,0.9956,3.8,1.98,8.44,5
11.9,0.38,0.79,2.0,0.27,17.43,84.38,0.99,3.93,1.79,11.91,6
6.8,0.77,0.0,8.98,0.35,61.77,52.0,1.0,3.34,0.39,9.9,5
9.5,0.56,0.33,13.68,0.48,48.0,91.38,0.9972,3.28,0.37,11.8,7
6.6,0.84,0.03,2.3,0.26,23.82,184.41,0.99,3.24,0.56,14.46,7
7.36,0.33,0.33,12.8,0.61,15.0,78.67,1.0,3.36,1.08,14.05,5
10.5,0.74,0.53,11.52,0.56,38.97,31.06,0.9978,2.95,0.9,12.08,7
7.7,0.96,0.8,2.0,0.047,6.9,177.27,0.9955,3.6,0.35,10.9,5
9.1,0.84,0.03,2.3,0.04,32.0,228.14,0.9952,3.62,1.97,13.4,7
13.33,1.2,0.13,2.1,0.3,19.0,169.47,1.0,3.49,1.55,11.4,6
11.82,1.23,0.22,4.21,0.077,10.65,32.0,0.9988,3.17,1.74,9.85,6
14.8,0.52,0.19,1.3,0.07,31.69,30.0,0.9978,3.24,0.71,11.78,5
13.26,0.84,0.71,14.63,0.08800000000000001,26.0,35.0,0.9997,3.1,0.48,10.4,6
14.73,0.24,0.98,2.1,0.02,6.0,67.51,1.0,3.15,0.59,14.0,7
4.69,0.58,0.41,11.32,0.22,21.0,97.84,1.0,3.0,0.98,9.2,5
13.71,0.99,0.24,2.3,0.56,32.11,200.69,0.9958,3.0,1.06,13.78,6
9.77,0.39,0.63,12.21,0.091,6.0,18.0,0.99,3.16,1.85,11.6,5
10.92,1.34,0.55,15.48,0.36,22.0,20.55,0.9996,3.24,0.89,9.9,6
7.22,0.39,0.5,9.15,0.56,6.0,144.31,1.0,3.26,0.49,9.5,5
8.0,0.67,0.3,9.02,0.49,68.67,230.65,0.99,3.59,0.75,10.2,6
11.1,0.87,0.73,1.66,0.15,28.99,145.88,1.0,3.1,1.01,11.2,6
7.37,0.97,0.55,12.03,0.076,50.59,107.66,0.99,3.15,1.98,14.05,6
9.0,0.62,0.18,11.22,0.39,62.3,155.16,0.9951,2.77,0.6,13.74,5
13.86,0.31,0.72,2.98,0.07200000000000001,6.0,97.88,1.0,3.29,0.35,9.01,8
11.9,0.4,0.65,2.15,0.068,7.38,178.1,1.0,3.06,1.5,11.3,6
14.99,1.57,0.39,14.65,0.1,6.0,6.95,1.0032,3.42,0.68,10.22,7
8.28,1.23,0.49,13.14,0.27,11.0,19.0,0.99,3.23,1.65,12.03,7
6.19,1.52,0.19,1.7,0.53,38.25,13.63,1.0,3.57,1.13,9.42,7
14.03,0.52,0.01,2.1,0.27,29.85,149.49,0.9986,3.23,1.16,10.1,6
11.99,1.17,0.23,10.36,0.46,41.23,167.6,0.9996,3.99,0.73,10.5,5
9.3,1.45,0.1,9.92,0.09,6.0,16.0,0.9968,3.22,0.72,12.62,5
11.74,0.63,0.84,2.0,0.5,7.0,92.73,0.9967,3.31,0.56,9.81,6
11.9,0.39,0.7,5.18,0.25,69.74,92.8,1.0,3.26,0.61,10.8,6
5.98,0.39,0.69,12.93,0.095,31.84,105.01,0.9994,3.1,0.61,12.29,6
5.43,0.76,0.53,1.8,0.413,42.11,254.22,1.0,3.06,1.06,9.1,6
11.61,1.12,0.03,9.94,0.15,49.37,35.0,1.0,3.44,0.63,11.45,6
10.4,0.15,0.63,6.01,0.37,5.0,104.18,0.99,3.26,1.88,11.2,7
7.54,0.52,0.83,7.94,0.11,21.0,67.0,1.0,3.28,0.63,11.1,5
8.99,0.12,0.89,5.54,0.48,6.0,169.83,0.9988,3.23,0.82,14.75,8
10.74,1.38,0.59,2.58,0.41,56.73,22.0,1.0,3.86,0.58,14.05,5
8.72,0.63,0.21,4.25,0.097,32.38,156.4,0.99,3.28,1.07,9.6,5
10.4,0.33,0.43,2.8,0.26,56.27,100.67,1.0,2.85,1.72,11.2,7
6.79,0.58,0.82,3.9,0.09,30.03,98.45,0.99,3.78,0.81,13.42,3
9.2,1.31,0.51,2.3,0.35,53.6,142.21,1.0,3.14,1.93,14.31,6
8.62,1.13,0.22,6.41,0.33,47.48,19.0,0.9982,3.4,0.58,9.3,5
13.14,0.26,0.75,2.55,0.35,66.38,25.0,0.997,3.18,1.69,12.76,5
8.1,0.5,0.7,5.01,0.28,64.58,110.39,1.0,2.87,0.53,9.0,5
12.6,0.315,0.59,15.13,0.084,5.0,15.0,1.0,2.98,0.76,9.34,6
10.8,0.29,0.4,4.79,0.098,3.29,26.0,0.99,3.86,2.0,12.25,5
10.3,0.5,0.5,1.07,0.33,21.0,37.49,1.0,3.9,0.72,10.25,6
8.8,1.33,0.19,2.6,0.065,13.36,266.38,1.0,3.43,0.79,10.11,6
11.4,0.31,0.12,14.37,0.53,53.46,131.39,0.99,3.86,1.77,9.85,6
6.17,0.58,1.0,14.58,0.07,34.13,238.5,0.99,3.2,0.58,9.8,5
7.04,0.49,0.84,2.6,0.093,28.15,90.41,0.9996,3.41,0.61,10.6,5
13.63,1.39,0.49,2.4,0.081,47.85,35.63,1.0,3.2,1.5,9.05,6
12.5,1.49,0.95,12.17,0.39,44.82,285.64,1.0,3.95,1.39,14.29,6
9.9,0.35,0.55,12.31,0.32,5.0,14.0,0.99,2.75,0.79,14.31,5
14.77,0.28,0.38,2.1,0.52,10.0,163.36,1.0,2.9,0.89,14.15,6
9.6,0.17,0.88,1.73,0.087,27.7,226.66,0.9988,3.94,0.6,10.2,5
10.86,0.27,0.2,6.7,0.12,43.82,16.0,1.0,3.72,1.15,9.7,5
6.61,0.24,0.49,2.11,0.075,53.67,20.0,0.9977,3.52,0.79,11.0,6
11.31,1.23,0.77,2.2,0.31,43.18,50.45,0.9988,3.14,1.24,14.54,5
4.88,0.14,0.11,7.28,0.34,60.05,277.34,1.0,3.19,0.7,10.1,6
11.35,1.18,0.39,8.47,0.069,40.67,23.0,1.0,3.96,0.66,14.67,5
7.33,0.64,0.56,2.8,0.05,25.22,73.11,0.9964,2.98,0.69,14.8,8
10.6,0.84,0.59,6.85,0.152,22.08,286.57,1.0,3.25,0.78,12.01,5
5.35,0.98,0.69,2.2,0.41,20.65,163.9,0.9986,3.04,1.14,14.25,5
10.6,1.33,0.86,14.31,0.55,69.29,22.56,1.0,3.06,1.1,13.4,6
10.2,1.01,0.39,11.2,0.48,6.0,98.98,0.9976,3.72,0.65,12.84,5
9.13,1.34,0.73,1.9,0.49,50.55,188.22,0.9976,3.17,0.47,9.17,5
15.58,0.645,0.36,1.8,0.053,27.58,83.73,0.99,2.97,0.66,13.84,6
8.5,0.32,0.22,2.8,0.42,71.27,218.33,0.99,3.32,0.66,11.95,7
9.3,1.44,0.4,6.91,0.14,47.55,26.0,0.9984,3.34,0.76,14.78,6
9.3,0.775,0.14,2.8,0.37,25.23,218.78,0.9984,3.41,0.67,13.32,6
9.2,1.41,0.82,4.17,0.55,15.46,58.1,1.0,3.49,1.85,8.71,7
9.1,0.31,0.51,2.6,0.46,13.0,27.94,0.995,3.11,0.9,9.89,7
10.4,0.69,0.31,4.01,0.16,26.58,81.0,0.99,3.53,0.74,9.81,6
6.5,1.46,0.22,12.54,0.55,51.14,91.0,0.9952,3.44,0.48,8.58,6
5.51,0.35,0.53,1.59,0.07,5.0,161.62,0.99,3.38,0.71,12.17,8
7.8,0.52,0.25,3.23,0.2,67.37,38.0,1.0,3.97,0.65,9.0,6
15.13,1.43,0.86,5.17,0.41,43.0,113.0,0.9966,3.82,0.87,10.2,5
7.12,0.75,0.1,15.05,0.55,5.0,266.04,0.99,3.11,0.65,9.34,8
5.31,0.77,0.97,10.47,0.31,49.1,139.19,1.0002,3.96,0.74,13.66,6
9.34,1.56,0.71,4.74,0.081,14.28,188.98,1.0,3.18,0.96,9.0,6
10.69,1.34,0.73,12.5,0.5,43.55,135.09,0.999,3.07,0.78,12.0,7
7.68,0.44,0.03,6.55,0.45,50.45,87.62,1.0,3.17,1.59,12.0,7
10.5,0.16,0.47,9.9,0.14,6.0,126.53,0.9976,3.18,0.64,14.03,7
13.86,0.24,0.31,3.64,0.25,71.22,22.0,0.9976,3.36,1.05,9.29,7
12.36,1.39,0.63,2.9,0.26,10.0,7.27,1.0,3.1,1.49,11.68,7
15.6,0.24,0.46,8.38,0.075,36.27,21.0,0.9976,3.69,1.02,13.84,7
9.55,1.27,0.55,9.68,0.084,50.34,275.58,0.99,3.17,0.88,8.99,6
10.0,0.59,0.31,8.9,0.09,54.16,178.91,1.0,3.18,0.63,10.2,6
13.3,0.63,0.75,2.8,0.12,10.65,242.13,1.0,3.04,0.68,10.18,7
5.87,1.52,0.49,4.6,0.15,19.0,174.25,0.9978,3.02,0.61,11.77,5
11.83,0.59,0.31,10.1,0.09,22.48,209.44,0.99,3.18,0.42,10.2,6
6.79,0.91,0.76,12.54,0.125,15.0,16.17,1.0,2.8,0.97,9.7,6
12.29,0.51,0.98,3.31,0.12,62.69,124.55,0.9973,3.26,1.43,13.92,7
10.5,0.24,0.09,2.4,0.08,6.0,274.87,0.9973,3.16,0.66,13.64,7
11.67,0.655,0.49,9.7,0.33,55.65,260.74,0.99,3.31,1.93,14.76,5
11.63,1.23,0.49,8.7,0.07,5.0,147.72,1.0,3.25,0.44,11.9,6
11.61,0.8,0.39,15.14,0.02,5.0,178.13,0.9994,3.28,1.99,13.27,3
15.08,0.21,0.65,2.8,0.1,46.26,32.0,0.9972,3.22,0.6,11.7,6
7.3,0.365,0.49,2.5,0.08800000000000001,19.35,73.24,0.99,3.48,0.78,12.07,5
10.65,0.25,0.13,2.56,0.08800000000000001,15.0,33.0,0.9982,3.48,1.25,11.68,6
7.6,0.63,0.86,2.0,0.11,53.31,168.06,0.99,3.48,0.88,9.1,5
8.2,0.58,0.49,2.3,0.44,26.09,53.04,1.0,2.79,0.99,9.8,5
15.11,0.33,0.49,2.93,0.085,28.78,222.89,0.99,3.26,0.41,14.49,5
7.91,0.43,0.49,13.76,0.086,65.82,72.68,1.0,3.82,0.64,10.08,5
10.4,1.16,0.74,6.28,0.3,29.0,225.44,0.9998,2.86,0.67,9.9,5
7.3,0.38,0.49,2.5,0.22,68.94,106.0,0.9966,3.06,0.76,11.0,5
12.52,1.19,0.59,11.59,0.097,30.42,53.5,0.99,3.49,0.36,10.97,6
8.2,0.42,0.79,6.16,0.27,61.41,55.0,1.0,3.25,1.87,8.7,6
11.84,0.66,0.22,7.78,0.2,22.44,114.85,1.0,2.78,1.41,14.56,5
9.5,1.22,0.48,15.45,0.078,10.82,250.35,1.0,2.88,1.49,13.72,6
11.9,0.38,0.49,5.8,0.098,18.39,42.0,1.0004,3.03,0.91,10.3,5
10.42,0.5,0.92,14.26,0.12,12.0,143.9,1.0,3.16,1.17,10.13,5
10.3,1.28,0.24,5.24,0.31,34.97,107.04,1.0,3.22,0.66,8.56,6
11.07,0.48,0.11,10.64,0.11,13.0,77.29,1.0,3.87,0.56,9.5,6
10.34,1.5,0.18,4.09,0.078,1.0,97.83,0.999,3.41,0.44,10.3,6
10.49,0.63,0.92,2.4,0.077,6.0,90.82,1.0,3.45,0.69,11.56,5
7.77,0.825,0.24,2.1,0.51,3.74,197.35,1.0,3.34,1.69,10.7,6
12.9,0.35,0.49,2.72,0.066,28.66,35.0,1.0,3.2,0.66,13.65,7
11.2,1.44,0.3,13.41,0.49,5.0,168.01,0.9996,3.22,0.62,11.2,5
12.44,0.77,0.29,3.3,0.39,13.38,7.94,0.9988,3.26,0.81,9.96,5
13.28,1.07,0.01,6.3,0.064,49.54,82.5,1.0,3.21,0.93,9.0,6
15.27,0.715,0.24,1.48,0.12,41.24,20.0,0.9966,3.61,0.59,9.9,5
11.2,0.66,0.66,1.06,0.085,14.37,201.72,0.9993,3.51,1.89,14.43,6
11.86,0.31,0.59,1.8,0.52,14.77,148.71,1.0008,2.86,0.34,11.24,6
4.85,0.47,0.18,9.04,0.49,38.0,271.04,1.0,3.86,1.72,9.1,5
15.11,0.55,0.54,9.9,0.13,31.44,244.54,0.9983,3.45,0.35,9.5,6
12.53,0.31,0.49,4.04,0.31,6.0,56.95,1.0,3.26,1.59,9.21,6
15.39,1.33,0.49,2.6,0.079,54.35,249.83,1.0,3.5,0.92,10.4,6
9.63,1.34,0.16,1.9,0.15,15.51,25.0,0.99,3.27,0.85,8.78,6
6.8,1.18,0.18,13.44,0.04,30.25,25.0,1.0,3.82,1.4,10.73,6
5.84,1.35,0.59,5.08,0.16,62.99,170.18,1.0,3.03,1.26,10.54,6
9.5,0.46,0.24,5.01,0.55,68.51,280.0,1.0,3.37,1.19,10.0,6
5.0,0.57,0.87,1.6,0.05,43.18,35.68,0.99,3.74,1.43,11.5,5
15.5,0.72,0.49,11.42,0.55,59.9,146.2,0.99,3.43,1.63,11.1,5
12.0,0.22,0.49,4.2,0.24,10.0,23.0,1.0,3.91,0.99,10.25,5
10.9,0.53,0.49,4.6,0.57,10.0,53.95,1.0002,3.14,0.56,10.82,6
15.6,1.08,0.08,4.2,0.57,19.25,149.9,1.00315,2.98,1.1,8.56,5
9.87,0.53,0.65,4.6,0.6,48.66,208.42,1.0,3.87,1.53,11.7,6
13.25,1.44,0.49,1.55,0.085,2.57,47.0,1.0021,3.3,0.68,12.0,6
12.7,0.4,0.49,2.8,0.59,5.0,9.2,1.0,3.83,0.57,8.54,5
12.33,1.09,0.49,5.59,0.12,18.07,121.0,0.9978,3.23,1.83,9.2,5
9.0,0.9,0.53,14.67,0.49,41.0,246.29,0.9982,3.08,1.69,9.2,5
7.6,1.13,0.49,8.25,0.49,25.0,46.03,0.99,3.31,0.86,10.1,6
8.19,0.2,0.49,8.47,0.085,52.89,47.0,0.99,3.44,1.39,10.88,6
7.79,0.26,0.81,10.7,0.27,22.39,19.0,1.0,2.84,0.34,10.59,5
8.19,0.7,0.14,7.42,0.226,5.0,15.0,1.0,3.32,1.03,9.01,6
7.36,0.7,0.24,11.7,0.55,6.72,15.0,0.9991,2.89,1.57,9.0,6
5.78,0.91,0.05,7.46,0.25,64.24,20.0,1.0,3.31,0.79,9.18,6
12.83,0.23,0.85,12.4,0.095,63.82,42.0,0.99,3.85,0.57,14.5,6
11.5,0.35,0.28,3.3,0.3,10.0,37.0,0.99,3.32,0.91,10.26,6
11.6,0.47,0.14,2.2,0.095,19.0,42.0,0.9946,3.57,1.58,11.7,6
10.2,0.24,0.88,3.44,0.075,23.4,6.92,0.99,3.04,0.97,13.57,5
14.08,0.29,0.3,9.82,0.48,14.0,63.0,1.0,2.86,1.21,14.14,4
10.6,0.34,0.49,3.2,0.078,7.37,78.0,0.99,3.62,0.65,10.0,6
9.25,0.27,0.64,3.1,0.11,34.21,214.77,1.0,3.2,0.8,14.76,6
9.9,0.5,0.45,2.3,0.47,6.0,14.0,0.99,3.09,0.58,9.07,4
14.42,0.44,0.49,2.8,0.083,44.95,59.32,1.0,2.87,0.95,13.07,5
12.48,1.23,0.49,12.81,0.39,17.0,9.8,0.99,3.29,1.75,14.77,5
8.82,0.31,0.49,12.61,0.03,15.71,105.96,1.0,3.13,0.51,13.14,6
9.55,0.71,0.18,2.2,0.41,1.09,14.0,1.0002,3.49,0.6,9.6,5
12.3,0.38,0.93,2.88,0.21,42.44,190.88,0.99,3.19,0.44,9.6,5
14.77,0.31,0.89,2.2,0.09,32.56,15.0,0.99,3.19,1.27,11.6,5
12.0,0.28,0.4,14.49,0.44,10.0,158.72,1.0,2.94,0.78,10.04,7
11.8,0.33,0.08,14.64,0.13,52.57,100.83,1.0,3.69,0.84,9.17,7
13.92,0.51,0.24,5.27,0.091,8.0,235.59,0.998,3.47,1.08,11.9,6
8.51,1.12,0.49,5.3,0.094,10.03,224.7,0.9986,3.55,0.4,14.52,7
7.3,0.96,0.04,3.97,0.36,11.76,102.0,1.0,2.78,1.05,9.3,5
5.77,0.42,0.7,2.0,0.45,19.0,50.0,0.9917,3.21,1.25,12.97,8
8.57,0.78,0.38,2.29,0.37,5.0,238.12,0.9976,3.05,1.23,10.5,7
9.0,0.45,0.57,7.0,0.54,21.0,38.07,0.9987,3.35,0.57,12.63,5
10.71,0.96,0.49,8.94,0.45,66.46,70.44,0.9922,2.75,1.36,9.35,6
11.27,1.09,0.86,8.18,0.084,21.0,75.0,0.99,3.35,1.41,11.44,5
5.98,1.04,0.58,6.86,0.56,9.0,244.7,1.0,3.29,0.58,9.75,5
7.9,0.75,0.17,2.6,0.02,40.64,186.81,1.0,2.74,0.53,9.5,5
6.86,0.595,0.41,13.7,0.086,52.68,109.0,0.99,3.9,1.4,13.57,5
