fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
5.02,0.68,0.76,11.83,0.073,5.0,74.71,0.99,3.75,0.76,9.88,5
10.6,0.83,0.42,2.6,0.086,26.0,286.73,0.99,3.28,1.44,9.9,5
7.1,0.63,0.06,2.0,0.083,8.0,195.3,1.0,3.67,0.73,9.6,5
7.2,0.18,0.32,2.3,0.094,47.13,101.85,1.0,3.67,0.8,9.7,5
14.56,1.38,0.06,3.64,0.47,53.07,33.0,0.99845,3.35,0.71,9.6,5
7.85,1.24,0.56,2.6,0.086,20.0,44.0,1.0,3.38,0.59,14.28,6
11.1,0.18,0.8,1.5,0.35,23.24,15.0,0.9973,2.87,1.01,10.1,6
8.3,0.705,0.12,2.6,0.54,12.0,241.94,1.0,3.15,0.72,10.0,5
7.4,0.14,0.49,1.6,0.45,5.0,45.2,0.996,3.39,0.54,9.5,5
8.4,1.5,0.6,2.1,0.48,12.0,280.33,1.0,3.2,0.35,9.2,5
9.48,0.69,0.66,2.5,0.063,6.0,105.59,0.99,3.12,0.96,9.3,6
7.6,0.62,0.32,2.2,0.59,7.0,285.18,1.0,3.57,1.86,14.1,5
14.28,0.41,0.42,15.47,0.11,2.75,14.0,1.0,3.17,1.33,9.5,6
11.82,0.14,0.15,2.4,0.45,5.0,41.65,0.99,2.76,1.41,9.5,6
14.56,0.29,0.38,1.28,0.04,42.42,80.19,0.9968,3.59,0.53,11.92,6
10.3,1.31,0.48,2.5,0.063,6.0,25.0,0.9998,3.27,0.59,10.08,6
7.9,0.53,0.43,2.0,0.07200000000000001,63.26,105.0,0.996,3.27,0.54,9.4,6
9.0,0.46,0.31,15.44,0.093,66.58,98.0,0.99815,3.32,1.7,9.5,6
8.6,1.02,0.4,9.14,0.39,30.0,274.34,0.9976,3.31,0.67,9.4,5
7.4,1.51,0.29,2.6,0.087,26.0,278.77,1.0,3.39,1.49,11.0,5
12.26,0.35,0.32,2.5,0.26,39.7,163.89,0.9962,3.52,0.65,11.0,6
9.3,0.56,0.23,3.4,0.1,37.0,249.58,0.9996,3.3,0.65,9.17,5
9.6,1.28,0.12,11.76,0.09,43.92,74.0,0.99865,3.92,1.67,11.6,6
6.13,1.52,0.39,10.56,0.083,21.0,194.89,0.9989,3.23,0.71,11.43,7
5.27,0.77,0.12,2.9,0.08199999999999999,58.45,92.04,1.0,3.3,0.64,10.4,6
9.8,1.53,0.39,3.2,0.59,21.0,59.0,1.0,3.37,0.73,11.5,7
9.3,0.42,0.82,3.4,0.53,25.0,35.93,0.99975,2.97,0.62,9.7,5
11.18,1.24,0.05,4.22,0.079,6.0,18.0,0.99735,3.29,0.63,9.3,5
10.3,1.45,0.42,1.32,0.09,35.0,187.4,0.99,3.28,0.7,12.61,6
10.0,0.49,0.71,13.47,0.31,55.55,74.59,1.0015,3.16,0.69,9.2,6
10.0,0.49,0.2,11.0,0.071,13.0,22.28,1.0015,3.15,0.69,9.2,6
15.09,0.53,0.66,3.67,0.25,6.0,96.08,0.9978,3.09,1.94,11.5,7
10.43,0.23,0.5,4.5,0.57,16.04,13.0,1.0,3.28,1.44,13.85,5
13.4,1.18,0.26,10.72,0.22,52.03,21.0,1.0002,3.16,1.65,13.12,6
10.7,0.46,0.73,2.0,0.58,30.94,41.96,1.0,3.18,0.62,9.5,5
15.82,0.36,0.2,2.9,0.27,10.0,41.0,0.998,3.45,0.66,12.5,6
10.2,0.36,0.87,2.9,0.122,32.5,239.08,1.0,3.23,0.66,12.5,6
8.0,0.58,0.28,3.2,0.066,21.0,141.08,0.9973,3.22,0.34,9.08,6
5.42,0.97,0.71,2.1,0.105,16.0,44.0,0.9958,3.72,1.12,11.0,5
7.9,0.65,0.01,2.5,0.078,60.83,38.0,1.0,3.34,0.74,11.99,7
8.08,1.32,0.52,12.39,0.42,7.0,176.36,1.0,3.17,0.84,12.2,7
8.9,0.34,0.16,1.9,0.52,6.0,285.95,0.9948,3.35,0.7,12.5,6
7.15,0.43,0.32,2.8,0.19,29.0,171.93,1.0,3.31,1.21,10.3,5
12.4,0.49,0.8,3.0,0.18,28.0,108.48,0.99,3.16,1.0,11.5,6
13.32,1.01,0.54,2.3,0.08199999999999999,48.35,267.36,0.9997,3.76,1.36,8.64,7
12.79,0.34,0.5,2.4,0.46,10.0,21.0,0.99,2.95,1.18,10.55,6
14.11,0.42,0.48,4.22,0.065,5.0,89.37,1.0,3.79,0.87,11.3,6
10.9,0.39,0.47,1.8,0.14,19.95,90.01,0.9982,3.3,0.75,9.8,6
10.9,0.39,0.93,13.58,0.34,7.38,138.95,0.9982,3.21,1.81,9.8,6
13.35,0.97,0.5,2.6,0.08199999999999999,6.0,32.0,1.0,2.85,0.78,13.82,6
11.58,0.3,0.0,7.5,0.61,4.42,63.0,0.9979,3.6,1.94,9.94,5
6.6,0.815,1.0,2.7,0.5,49.88,34.0,0.9955,3.89,0.57,12.3,7
13.8,1.03,0.67,3.0,0.093,20.03,179.98,1.0,3.02,0.93,8.62,6
13.42,1.34,0.31,8.43,0.08900000000000001,15.0,204.89,0.99,3.11,0.92,10.0,6
9.1,1.43,0.0,6.32,0.093,11.0,102.32,1.0,3.36,0.86,14.85,6
4.86,0.48,0.22,2.7,0.33,17.0,34.0,1.0004,3.28,0.98,9.9,6
9.1,0.54,0.0,2.6,0.096,54.19,26.0,0.9994,3.24,0.83,9.4,6
7.7,0.42,0.0,2.4,0.16,16.5,19.0,0.9974,3.27,1.08,9.3,5
14.98,1.33,0.94,4.8,0.12,23.0,77.0,1.0,3.25,0.53,14.05,5
13.86,0.21,0.4,1.4,0.066,40.5,165.0,0.99,3.35,0.59,12.42,6
6.7,0.75,0.01,2.4,0.12,17.0,32.0,0.9955,3.55,0.61,11.63,6
14.66,0.41,0.07,3.0,0.08,29.0,55.0,1.0001,3.62,1.14,9.15,5
10.5,0.42,0.66,5.43,0.5,12.0,29.0,0.997,3.24,1.27,9.54,7
11.9,0.43,0.66,3.1,0.56,10.0,121.18,1.0,3.15,0.85,11.26,7
12.6,0.38,0.66,10.74,0.17,23.15,41.0,1.001,3.17,0.68,9.8,6
8.2,0.7,0.23,2.0,0.099,28.99,21.88,0.9973,2.8,0.7,13.97,5
10.72,1.38,0.65,2.6,0.086,26.03,50.0,0.99,3.94,1.77,11.02,6
14.53,0.72,0.66,2.5,0.07200000000000001,59.39,37.0,0.9992,3.05,0.44,10.0,5
12.5,0.46,0.63,2.0,0.071,44.09,15.0,0.9988,2.89,1.45,10.2,5
12.8,1.37,0.73,4.67,0.21,33.55,42.0,1.0022,3.49,1.1,10.0,7
10.0,0.42,0.52,13.77,0.107,7.0,237.14,0.9979,3.81,0.93,12.48,6
12.8,0.615,0.66,1.18,0.083,30.25,42.0,0.99,3.07,0.73,11.35,7
10.4,1.32,0.29,2.6,0.41,63.04,84.21,1.0,3.16,0.77,14.74,5
10.3,0.34,0.52,2.8,0.159,15.0,75.0,1.0,3.18,0.64,9.4,5
9.4,0.95,0.9,2.4,0.07400000000000001,63.32,121.59,0.9962,3.75,1.13,8.68,7
6.9,1.15,0.02,15.34,0.063,6.19,205.54,0.9975,2.78,0.56,9.9,5
4.82,0.24,0.4,2.4,0.056,11.0,25.0,0.9967,3.32,1.61,8.7,6
9.1,0.28,0.48,14.22,0.04,26.0,46.0,0.9967,3.1,1.04,12.48,6
7.4,0.69,0.22,2.2,0.106,12.0,72.0,0.9959,3.05,0.63,14.03,5
14.0,0.41,0.23,3.8,0.08900000000000001,20.1,83.12,1.0014,3.01,0.81,10.8,6
11.5,0.61,0.75,12.2,0.37,6.0,286.65,0.9984,3.01,0.49,10.66,7
13.37,0.45,0.44,2.5,0.34,22.95,47.0,1.0003,3.26,1.11,11.0,6
9.4,0.62,0.53,2.4,0.07400000000000001,6.0,58.91,0.9962,3.2,1.87,12.0,7
11.4,1.11,0.66,6.2,0.49,6.0,274.73,0.9988,3.81,0.99,13.3,6
8.3,0.42,0.38,2.5,0.34,10.07,60.0,0.9979,3.01,0.7,11.63,6
5.93,0.65,0.42,2.0,0.08,11.0,27.0,1.0,3.07,0.8,9.4,6
13.7,0.415,0.68,5.21,0.085,17.0,43.0,0.99,3.99,1.38,10.0,6
8.3,0.19,0.76,2.0,0.53,24.33,27.0,0.9974,3.78,0.8,12.32,6
14.63,0.26,0.42,2.0,0.47,44.56,56.39,0.99,3.21,1.29,9.4,6
14.86,0.51,0.28,1.23,0.087,23.0,95.17,1.0,3.42,0.74,8.57,5
14.4,0.63,0.07,15.45,0.03,11.0,37.0,0.99,3.16,0.76,13.19,6
12.05,1.3,0.79,12.83,0.08800000000000001,23.0,48.0,0.9981,3.41,0.71,9.2,6
4.77,0.66,0.01,1.9,0.27,42.83,42.0,0.9972,3.31,0.54,9.6,6
15.67,0.46,0.42,3.12,0.08800000000000001,23.0,177.07,1.0,3.43,0.94,9.2,6
9.6,0.38,0.31,2.5,0.096,16.0,178.7,0.99,3.19,0.55,10.0,7
5.6,0.85,0.82,1.4,0.045,27.36,88.0,0.99,3.56,0.82,12.9,8
4.77,0.415,0.68,2.9,0.05,64.6,43.0,0.99,3.17,1.36,10.0,6
9.5,0.37,0.52,2.0,0.08199999999999999,21.7,84.79,0.998,3.18,0.51,13.5,5
15.68,1.03,0.9,2.0,0.112,13.0,77.14,1.0,3.16,1.01,9.1,5
12.7,0.6,0.5,2.3,0.063,6.0,25.0,0.9997,3.03,1.64,9.9,5
12.0,0.93,0.76,4.2,0.066,7.0,38.0,0.99,3.22,0.6,13.0,7
13.08,0.735,0.02,9.95,0.34,68.0,38.84,0.99,3.47,0.53,9.9,5
11.5,0.67,0.24,2.6,0.087,58.92,171.43,1.0,3.18,0.65,11.0,6
11.5,1.21,0.21,2.6,0.37,37.25,159.31,1.0,3.46,0.65,11.0,6
8.7,0.765,0.04,2.3,0.44,9.0,42.0,0.9963,3.1,0.55,9.4,5
6.6,1.28,0.02,7.9,0.11,41.96,124.0,1.0,3.47,1.99,9.9,5
7.7,0.68,0.73,1.7,0.13,5.5,184.83,0.9949,3.29,0.47,11.0,6
9.0,0.45,0.54,8.07,0.54,19.0,64.0,1.0,3.16,0.61,10.5,6
11.4,0.53,0.49,2.7,0.17,23.92,41.0,0.99,3.13,0.63,10.5,6
7.7,0.95,0.31,2.7,0.075,15.0,27.0,1.0,3.26,1.78,9.53,5
12.92,1.17,0.46,12.28,0.059,65.63,25.0,0.99,3.12,0.76,10.1,6
9.8,0.44,0.47,2.5,0.063,5.43,28.0,0.9981,3.24,0.65,10.8,6
12.0,0.39,0.39,11.76,0.5,64.64,30.0,0.9996,3.18,0.63,10.33,7
10.4,0.34,0.58,12.51,0.174,17.75,16.0,0.99,3.25,1.13,11.63,6
12.5,0.43,1.0,4.5,0.06,25.52,49.0,0.9981,3.05,0.57,9.6,4
9.0,0.43,0.34,2.5,0.08,64.36,274.67,1.0,3.38,0.62,13.6,6
5.86,1.08,0.32,3.9,0.37,23.0,56.85,0.9987,3.59,0.62,9.5,5
7.1,0.735,0.22,13.87,0.1,15.0,29.57,0.9966,3.11,0.55,9.38,5
9.3,1.52,0.82,2.84,0.097,6.0,19.0,1.0,3.25,0.82,12.92,7
8.8,0.33,0.34,2.7,0.087,24.0,209.27,0.9982,3.82,1.79,9.5,5
13.14,0.75,0.67,8.37,0.29,12.06,273.67,0.99,3.32,1.07,8.55,5
8.13,0.98,0.89,1.31,0.111,45.97,20.0,0.99,3.26,1.12,9.27,6
7.0,0.58,0.12,1.75,0.091,44.79,124.0,0.9956,3.96,1.98,8.44,5
11.9,0.38,0.79,2.0,0.27,17.43,199.1,0.99,3.93,1.79,11.91,6
6.8,0.77,0.0,8.98,0.066,61.77,52.0,0.99,3.09,0.39,9.9,5
14.43,0.56,0.33,2.4,0.48,48.0,67.91,0.9972,3.28,0.67,11.8,7
6.6,0.84,0.03,2.3,0.26,24.66,48.0,0.99,3.52,0.56,12.3,7
11.23,0.33,0.2,12.8,0.22,15.0,60.0,1.0,3.36,1.08,10.9,5
10.5,0.24,0.53,11.52,0.15,70.1,275.2,0.9978,2.95,0.9,11.0,7
7.7,0.96,0.8,2.0,0.047,15.0,177.27,0.9955,3.6,0.35,10.9,5
9.1,0.84,0.03,2.3,0.04,32.0,48.0,0.9952,3.62,0.54,13.4,7
13.33,0.67,0.13,2.1,0.3,19.0,48.0,0.9949,3.49,0.55,11.4,6
11.82,1.23,0.22,4.21,0.077,6.0,32.0,0.9988,3.17,1.74,9.0,6
9.1,0.52,0.19,1.3,0.07,31.69,30.0,0.9978,3.24,0.71,11.78,5
11.71,0.84,0.63,13.31,0.08800000000000001,13.0,35.0,0.9997,3.1,0.48,10.4,6
14.73,0.24,0.06,2.1,0.02,6.0,67.51,1.0,3.15,0.9,11.0,7
4.69,0.58,0.35,11.32,0.07400000000000001,21.0,66.0,0.9974,3.75,0.64,9.2,5
11.9,0.37,0.24,2.3,0.56,32.11,137.94,0.9958,3.0,0.65,12.8,6
9.77,0.39,0.63,2.3,0.091,6.0,18.0,0.99,3.16,0.49,11.6,5
10.4,1.34,0.55,4.48,0.37,22.0,54.0,0.9996,3.69,0.89,9.9,6
7.22,0.39,0.63,9.15,0.56,6.0,18.0,1.0,3.16,0.49,9.5,5
8.0,0.67,0.3,2.0,0.49,68.67,62.0,0.99,3.26,0.56,10.2,6
11.1,1.16,0.73,1.66,0.15,28.99,145.88,1.0,3.17,0.66,11.2,6
10.4,0.97,0.55,12.03,0.076,50.59,54.0,0.99,3.15,1.98,14.05,6
14.74,0.62,0.18,14.68,0.39,7.0,155.16,0.9951,4.0,0.6,12.46,5
13.86,0.31,0.72,15.09,0.07200000000000001,6.0,29.0,1.0,3.29,0.82,9.8,8
11.9,0.4,0.65,2.15,0.068,22.76,178.1,1.0,3.06,1.61,11.3,6
15.48,0.685,0.39,14.65,0.1,6.0,196.0,1.0032,3.42,0.68,11.2,7
11.87,0.44,0.49,3.83,0.56,11.0,19.0,0.99,3.23,1.65,14.41,7
6.19,0.57,0.26,1.7,0.054000000000000006,5.0,101.34,1.0,3.57,1.13,12.5,7
11.37,0.35,0.01,2.1,0.06,29.85,51.71,0.9986,3.23,0.56,10.1,6
11.99,1.17,0.23,6.75,0.46,41.23,72.0,0.9996,3.86,0.73,10.5,5
9.3,1.45,0.1,9.92,0.09,6.0,16.0,0.9968,3.22,0.72,11.5,5
8.6,0.63,0.43,2.0,0.26,7.0,170.74,0.9967,3.31,0.56,9.81,6
11.9,0.39,0.7,5.18,0.095,3.44,264.7,0.9994,3.1,0.61,10.8,6
5.98,0.39,0.69,2.8,0.095,17.0,105.01,0.9994,3.1,0.61,10.8,6
5.43,0.76,0.53,1.8,0.413,9.0,254.22,1.0,3.06,1.06,9.1,6
11.61,1.12,0.03,5.25,0.15,18.0,35.0,0.99,3.44,0.63,10.0,6
10.4,0.15,0.63,6.01,0.084,5.0,22.0,1.0,3.26,1.88,11.2,7
7.54,0.52,0.4,1.88,0.11,21.0,67.0,1.0,3.5,0.63,11.1,5
8.99,0.62,0.88,5.54,0.086,6.0,27.41,0.9988,3.5,0.69,13.4,8
10.74,0.24,0.39,4.43,0.41,56.73,22.0,1.0,3.63,0.58,10.3,5
8.72,0.63,0.21,4.25,0.097,32.38,156.4,1.0,3.28,1.07,9.6,5
10.4,0.33,0.43,2.8,0.084,51.25,100.67,1.0,3.8,0.74,11.2,7
4.89,0.58,0.66,3.9,0.15,30.03,98.45,0.99,3.78,1.95,9.0,3
9.2,1.31,0.33,2.3,0.35,14.0,142.21,0.9976,3.35,1.93,14.31,6
6.29,0.615,0.22,6.41,0.087,47.48,19.0,0.9982,3.4,0.58,9.3,5
13.14,0.26,0.68,2.55,0.085,66.38,25.0,0.997,3.18,1.69,12.76,5
8.1,0.66,0.7,5.01,0.28,64.58,129.0,0.99,3.08,0.53,9.0,5
7.04,0.315,0.86,12.06,0.084,5.0,15.0,1.0,2.98,1.76,11.33,6
10.0,0.29,0.4,2.9,0.098,3.29,26.0,0.99,3.86,0.91,9.7,5
10.3,0.5,0.5,2.0,0.33,21.0,37.49,0.9982,3.9,0.72,10.25,6
8.8,1.2,0.44,2.6,0.065,13.36,207.95,1.0,3.43,0.79,10.11,6
11.4,0.31,0.69,14.37,0.09,6.0,131.39,0.99,3.17,0.62,9.2,6
6.17,0.82,0.6,2.23,0.07,34.13,48.0,1.0,3.2,0.58,9.8,5
7.04,0.49,0.84,2.6,0.093,28.15,47.0,0.9996,3.05,0.61,10.6,5
13.63,1.39,0.42,2.4,0.081,25.0,52.0,1.0,3.2,1.5,9.05,6
12.5,1.56,0.55,12.17,0.05,44.82,285.64,1.0,3.95,1.39,10.4,6
9.9,0.35,0.55,2.1,0.32,5.0,14.0,1.0,2.75,0.79,10.6,5
10.5,0.28,0.38,1.43,0.42,10.0,163.36,1.0,3.2,0.89,14.15,6
9.6,1.29,0.88,2.2,0.087,27.7,226.66,0.9988,3.14,0.6,10.2,5
10.86,0.27,0.18,6.7,0.12,43.82,16.0,1.0,3.21,0.7,9.7,5
6.61,0.24,0.49,8.87,0.075,60.28,20.0,0.9977,3.18,0.79,11.0,6
9.6,0.32,0.24,2.2,0.31,45.09,28.0,0.9988,3.14,1.24,10.2,5
9.4,0.685,0.11,2.7,0.34,60.05,31.0,0.9984,3.19,0.7,10.1,6
6.32,1.1,0.39,8.47,0.069,40.67,23.0,1.0,3.12,0.66,14.67,5
9.4,0.64,0.56,2.8,0.05,6.0,73.11,0.9964,2.98,0.8,14.8,8
10.6,0.84,0.59,15.25,0.152,22.08,286.57,1.0,3.34,1.05,12.01,5
5.35,0.36,0.81,2.2,0.152,20.65,18.0,0.9986,3.04,0.47,9.4,5
10.6,1.33,0.86,14.31,0.55,69.29,22.56,1.0,3.06,1.1,13.4,6
10.2,0.67,0.39,11.2,0.48,6.0,98.98,0.9976,3.48,0.47,10.0,5
9.13,0.67,0.39,1.9,0.49,3.75,188.22,0.9976,3.17,0.47,9.17,5
12.59,0.645,0.36,1.8,0.053,35.04,83.73,0.99,3.17,0.66,14.87,6
8.5,0.32,0.55,2.8,0.42,31.14,67.0,0.99,3.32,0.92,11.95,7
9.3,1.44,0.4,6.91,0.48,10.0,26.0,0.9984,3.34,0.76,10.34,6
9.3,0.775,0.27,2.8,0.37,24.0,218.78,0.9984,3.31,0.67,12.84,6
9.2,1.36,0.82,4.17,0.55,49.58,273.2,1.0,3.49,1.85,13.3,7
10.28,0.31,0.51,2.6,0.26,13.0,27.0,0.995,3.91,0.9,9.89,7
8.7,0.69,0.31,4.01,0.36,11.44,81.0,1.0,3.53,0.74,9.81,6
6.5,0.16,0.84,8.3,0.051,51.14,91.0,0.9952,3.44,0.76,8.58,6
8.41,0.35,0.53,12.86,0.07,5.0,161.62,0.99,3.15,0.71,9.06,8
7.8,0.52,0.25,1.9,0.081,67.37,38.0,1.0,3.94,0.65,9.0,6
7.2,1.43,0.32,5.17,0.41,43.0,113.0,0.9966,3.82,0.79,10.2,5
10.7,0.35,0.1,15.05,0.07,5.0,266.04,0.9972,3.15,0.65,11.0,8
5.31,0.77,0.69,10.47,0.31,49.1,139.19,1.0002,3.96,0.74,9.0,6
7.8,1.56,0.71,3.41,0.081,14.28,188.98,0.99,3.72,0.96,9.0,6
10.69,1.34,0.73,10.05,0.5,43.55,135.09,0.999,3.97,0.78,12.0,7
8.83,0.44,0.03,6.55,0.07400000000000001,50.45,116.82,1.0,3.17,0.85,12.0,7
10.5,0.26,0.47,6.81,0.078,6.0,30.8,0.9976,3.18,1.04,14.03,7
13.86,0.24,0.42,3.64,0.25,71.22,22.0,0.9976,3.36,1.05,11.65,7
12.36,1.04,0.63,2.9,0.26,10.0,26.0,1.0,3.1,0.78,11.68,7
15.6,0.24,0.46,8.28,0.075,6.0,21.0,0.9976,3.69,1.02,11.11,7
11.2,1.27,0.55,9.68,0.084,44.6,132.1,1.0,3.17,1.13,9.5,6
10.0,0.59,0.31,8.9,0.09,54.16,172.36,0.9994,3.18,0.63,10.2,6
13.3,0.29,0.75,2.8,0.12,10.65,43.0,1.0,3.04,0.68,10.18,7
12.4,0.42,0.49,4.6,0.28,19.0,43.0,0.9978,3.02,0.61,9.5,5
11.83,0.59,0.31,10.1,0.09,22.48,209.44,0.99,3.18,0.42,10.2,6
10.7,0.91,0.76,12.54,0.125,15.0,173.61,0.998,2.8,0.57,9.7,6
10.5,0.51,0.98,3.31,0.12,62.69,124.55,0.9973,3.09,1.36,11.32,7
10.5,1.18,0.09,2.4,0.08,6.0,274.87,0.9973,3.09,0.66,14.5,7
12.93,0.655,0.49,13.6,0.122,55.65,260.74,1.0,3.31,0.64,14.76,5
12.5,0.77,0.49,5.25,0.1,5.0,147.72,1.0,3.25,1.56,11.9,6
10.4,0.8,0.33,15.14,0.02,5.0,178.13,0.9994,3.16,0.7,13.27,3
6.1,0.21,0.65,2.8,0.1,10.76,32.0,0.9972,3.22,0.6,11.7,6
7.3,0.365,0.49,2.5,0.08800000000000001,39.0,106.0,1.0,3.36,0.78,12.07,5
13.26,0.25,0.13,2.56,0.08800000000000001,15.0,33.0,0.9982,3.48,1.25,8.67,6
7.6,0.63,0.86,2.0,0.11,53.31,168.06,0.99,3.48,0.88,9.1,5
8.2,0.58,0.49,2.3,0.1,47.0,53.04,1.0,2.79,0.99,9.8,5
9.3,0.4,0.49,2.93,0.085,28.78,222.89,1.0,3.26,1.3,9.4,5
7.91,0.43,0.49,2.4,0.086,65.82,72.68,1.0,2.92,0.64,10.03,5
10.4,0.64,0.74,2.8,0.4,29.0,225.44,0.9998,2.86,0.67,9.9,5
7.3,0.38,0.49,2.5,0.28,68.94,106.0,0.9966,3.36,1.09,11.0,5
12.52,1.19,0.59,11.59,0.097,33.0,84.25,1.0,3.49,0.77,10.97,6
8.2,0.42,0.79,2.6,0.084,64.76,55.0,0.9988,3.54,0.75,8.7,6
9.9,0.63,0.22,7.78,0.4,22.44,114.85,0.99,3.09,0.85,13.72,5
9.5,0.22,0.48,2.1,0.078,1.0,250.35,1.0,3.41,1.49,13.72,6
11.9,0.38,0.49,5.8,0.098,12.0,42.0,1.0004,3.16,0.61,10.3,5
10.42,0.5,0.49,7.75,0.12,12.0,42.0,1.0,3.16,1.17,10.13,5
10.3,0.27,0.24,5.24,0.31,34.97,33.0,1.0,3.22,0.66,8.56,6
10.0,0.48,0.87,1.42,0.102,13.0,77.29,1.0,3.87,0.56,9.5,6
10.34,1.5,0.18,2.02,0.078,1.0,97.83,0.999,3.41,0.62,10.3,6
8.74,0.63,0.92,2.4,0.077,6.0,90.82,1.0,3.09,0.69,11.56,5
8.1,0.825,0.24,2.1,0.084,15.35,197.35,0.9972,3.37,1.69,10.7,6
12.9,0.35,0.49,13.62,0.066,28.66,35.0,1.0,3.2,0.66,9.33,7
11.2,0.5,0.3,13.41,0.21,5.0,17.0,0.9996,3.22,0.62,11.2,5
9.2,0.77,0.29,3.3,0.39,52.45,7.94,0.9988,3.26,1.46,14.85,5
9.5,0.46,0.49,6.3,0.064,49.54,237.06,1.0,3.21,0.73,9.61,6
9.3,0.715,0.24,2.1,0.12,5.0,20.0,0.9966,3.12,0.59,9.9,5
11.2,0.66,0.24,2.5,0.085,6.11,53.0,0.9993,3.51,1.89,13.52,6
14.3,0.31,0.59,1.8,0.36,14.77,148.71,1.0008,2.86,0.34,8.4,6
4.85,0.47,0.49,9.04,0.49,38.0,44.89,1.0,3.86,1.72,9.1,5
15.11,0.55,0.49,2.4,0.078,40.86,244.54,0.9983,3.45,0.78,9.5,6
10.6,0.31,0.49,5.71,0.11,6.0,21.0,1.0,3.26,1.59,10.7,6
15.39,1.33,0.49,2.6,0.079,54.35,236.5,0.9994,3.5,0.75,10.4,6
7.99,1.34,0.7,1.9,0.171,6.0,25.0,0.9975,3.27,0.91,9.4,6
6.8,0.68,0.0,13.44,0.11,9.0,25.0,1.0,3.26,1.4,10.73,6
9.08,1.35,0.24,2.8,0.22,14.0,170.18,0.998,3.03,1.26,10.54,6
9.5,0.46,0.24,13.97,0.55,68.51,280.0,1.0,3.12,1.19,10.0,6
5.0,0.46,0.24,1.6,0.05,32.0,273.27,0.99,3.74,1.43,11.5,5
15.5,0.645,0.49,10.55,0.095,68.7,23.0,0.99,2.92,1.97,11.1,5
12.0,0.22,0.49,4.2,0.095,10.0,23.0,0.99,3.16,0.74,10.25,5
10.9,0.53,0.49,4.6,0.39,10.0,287.13,1.0002,3.14,0.56,11.7,6
15.6,0.645,0.81,4.2,0.57,19.25,61.4,1.00315,2.98,1.36,11.08,5
6.12,0.53,0.65,4.6,0.118,48.66,208.42,1.0002,3.87,1.53,11.7,6
13.25,1.44,0.49,1.55,0.085,2.57,47.0,1.0021,3.3,0.68,12.0,6
12.7,0.6,0.49,2.8,0.075,5.0,9.2,1.0,3.83,0.57,11.4,5
9.0,1.09,0.49,5.59,0.12,18.07,121.0,0.9978,3.23,1.83,9.2,5
9.0,0.54,0.53,2.9,0.094,41.0,246.29,0.9982,3.08,0.61,9.2,5
7.6,0.82,0.49,8.38,0.42,25.0,60.0,0.9971,3.31,1.06,10.1,6
13.0,0.2,0.49,8.47,0.085,6.0,47.0,0.99,3.3,1.92,12.7,6
12.7,0.45,0.81,10.7,0.27,18.53,19.0,1.0,2.84,0.57,10.59,5
9.16,0.7,0.24,7.42,0.226,5.0,15.0,0.9991,3.32,0.49,13.18,6
8.7,0.7,0.24,11.7,0.47,4.29,15.0,0.9991,4.0,1.57,9.0,6
9.8,0.6,0.49,7.46,0.25,56.96,20.0,1.0,3.31,0.79,9.18,6
13.27,0.36,0.56,12.4,0.095,63.82,42.0,0.9946,3.85,0.57,14.5,6
11.5,0.35,0.28,3.3,0.3,10.0,37.0,1.0003,3.32,0.91,10.26,6
6.2,0.47,0.24,2.2,0.095,19.0,42.0,0.9946,3.57,1.58,11.7,6
10.2,0.24,0.76,3.44,0.075,23.4,28.0,0.99,3.04,1.5,13.57,5
10.5,0.59,0.49,5.66,0.48,14.0,63.0,1.0,3.3,0.56,14.14,4
10.6,0.34,0.49,3.2,0.078,18.78,78.0,0.9992,3.55,0.7,10.0,6
10.46,0.27,0.61,3.1,0.079,34.21,214.77,1.0,3.2,0.8,14.76,6
9.9,0.5,0.81,2.3,0.47,6.0,14.0,1.0,3.3,0.58,8.8,4
9.6,0.44,0.49,2.8,0.083,40.36,59.32,1.0,2.87,0.95,10.55,5
8.8,1.23,0.49,12.81,0.6,17.0,110.0,0.99,3.29,0.62,9.8,5
8.82,0.31,0.49,2.2,0.063,8.7,105.96,1.0,3.31,0.51,13.14,6
9.55,0.71,0.18,2.2,0.41,5.0,14.0,1.0002,3.19,0.6,9.6,5
12.3,0.38,0.88,14.64,0.21,42.44,190.88,1.0002,3.19,0.44,9.6,5
14.77,0.31,0.49,2.2,0.09,32.56,15.0,1.0,3.19,1.27,9.23,5
12.0,0.28,0.49,3.55,0.44,10.0,158.72,1.0,2.94,1.51,9.9,7
11.8,0.33,0.49,14.64,0.13,54.0,100.83,1.0002,3.3,0.84,9.17,7
12.39,0.51,0.24,12.61,0.091,8.0,235.59,0.998,3.47,1.08,9.65,6
13.49,0.31,0.49,5.3,0.094,16.0,80.23,0.9986,3.12,1.02,10.6,7
7.3,0.55,0.24,3.97,0.36,11.76,102.0,1.0,2.84,0.62,9.3,5
15.36,0.42,0.24,2.0,0.5,19.0,50.0,0.9917,2.9,1.15,14.33,8
10.2,1.24,0.49,2.29,0.33,5.0,13.0,0.9976,3.05,1.23,10.5,7
9.0,0.45,0.57,2.6,0.54,21.0,67.43,0.9987,3.35,0.57,9.7,5
10.71,0.96,0.49,8.94,0.28,66.46,149.0,0.9922,2.75,0.5,9.35,6
