type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
white,7.7,0.16,0.35,49.05,0.48,275.73,296.08,1.0,3.11,0.64,10.7,5
red,4.79,1.47,0.38,31.49,0.32,18.0,356.97,1.01,3.31,0.34,14.79,4
red,8.18,0.46,0.48,38.86,0.05,191.15,243.0,1.04,3.23,1.34,8.8,5
white,7.2,1.07,0.24,1.74,0.049,138.3,34.63,1.0,2.93,0.8,8.42,7
white,7.3,1.43,1.0,2.4,0.17,287.93,410.49,1.01,3.95,1.89,14.48,5
white,6.5,0.66,0.37,14.7,0.17,23.0,107.0,0.99,3.38,1.3,10.0,5
white,5.69,0.31,0.52,1.7,0.43,184.05,66.5,1.03,3.27,1.96,10.29,5
red,15.38,0.12,0.38,57.26,0.28,83.74,338.82,1.03,3.39,0.43,12.85,5
white,8.02,0.37,0.69,26.31,0.05,235.58,194.84,0.99,4.01,0.47,9.48,6
white,6.32,1.31,1.13,61.83,0.048,44.57,306.41,0.9962,2.92,1.64,9.0,5
white,12.61,0.33,0.81,33.94,0.24,52.0,96.29,1.02,3.02,0.69,9.89,6
white,4.15,0.96,1.44,61.31,0.35,119.69,389.17,0.9908,3.21,0.46,11.3,5
white,4.7,1.21,1.35,2.2,0.05,265.24,134.14,1.03,3.12,1.16,13.05,4
white,7.94,1.06,0.79,59.07,0.39,75.4,61.0,1.0,3.07,0.29,13.5,5
white,12.27,0.26,0.41,15.19,0.51,217.63,360.14,1.0,2.93,1.83,13.59,5
white,7.5,1.22,0.69,12.96,0.08,26.0,111.0,1.02,3.1,0.47,11.68,6
red,13.47,0.44,1.23,56.98,0.09300000000000001,170.58,197.0,0.9981,3.41,0.47,9.0,5
white,4.12,1.24,1.36,47.06,0.08,72.28,340.13,1.0,3.51,0.47,8.57,6
white,11.62,0.3,0.3,1.1,0.077,87.91,346.05,1.01,3.33,0.89,8.7,4
white,8.0,1.27,1.29,60.24,0.29,31.61,113.81,1.01,3.08,0.72,9.6,7
white,4.5,1.28,1.22,31.39,0.53,17.19,185.0,1.03,3.39,0.55,9.4,5
white,5.46,0.23,1.1,4.08,0.079,157.84,140.26,1.0,3.16,0.68,13.15,5
red,14.02,0.25,1.32,2.2,0.073,134.25,379.05,1.03,3.32,1.91,9.5,5
red,8.4,0.65,1.43,1.91,0.07200000000000001,230.94,48.96,1.02,3.37,1.37,10.2,6
red,8.99,0.22,1.4,27.4,0.05,149.35,259.08,1.02,3.52,1.92,10.43,5
white,6.4,1.06,0.51,17.21,0.4,271.38,205.99,1.02,3.08,1.21,9.1,6
white,7.5,0.28,0.84,55.1,0.03,156.54,192.78,1.01,3.1,0.49,11.27,7
white,15.85,0.49,0.97,36.59,0.024,214.43,87.0,0.9917,3.58,0.73,9.37,7
white,13.47,0.2,0.36,27.26,0.58,80.24,387.55,0.9931,3.43,0.95,9.93,6
white,15.63,1.0,0.26,39.59,0.33,259.43,306.4,1.0,3.28,1.84,11.58,7
white,7.83,0.22,1.34,6.09,0.54,143.07,322.61,1.0,3.99,1.7,10.54,5
red,8.2,1.23,0.33,9.1,0.4,28.0,301.42,0.9953,2.96,0.4,10.9,7
white,4.07,0.34,0.02,20.6,0.46,276.95,192.0,1.0,2.79,1.56,9.44,5
white,14.25,1.33,0.45,60.11,0.57,27.0,186.0,1.0,3.17,1.15,11.13,6
white,6.06,0.33,0.19,62.43,0.09,43.98,229.89,1.01,3.23,0.87,12.44,7
white,13.81,0.28,1.42,29.78,0.02,246.69,210.93,1.02,3.87,0.74,10.1,6
white,5.09,0.9,0.44,11.33,0.4,43.0,223.39,1.01,2.77,1.98,11.71,5
white,13.15,0.26,0.79,37.79,0.54,8.67,379.57,1.0004,3.09,1.91,10.75,5
white,11.32,0.12,0.47,6.2,0.42,145.08,123.69,0.9952,4.01,1.86,10.57,6
white,12.87,1.42,0.63,38.37,0.09,209.08,259.23,1.02,3.12,1.95,11.39,7
red,6.3,0.27,0.05,61.06,0.24,265.17,347.37,0.995,3.56,0.38,13.81,6
red,5.01,0.27,1.57,24.25,0.43,248.01,155.0,1.0,3.28,0.38,8.75,6
white,11.49,1.27,1.0,56.79,0.24,59.9,112.91,1.01,3.03,0.35,8.24,6
white,15.13,0.23,0.21,5.1,0.46,7.77,142.0,1.02,2.8,1.26,13.33,7
red,6.75,0.31,0.6,10.2,0.38,63.18,193.09,0.9977,3.27,0.32,8.6,5
white,7.33,0.24,0.49,31.28,0.4,21.0,70.35,0.992,2.94,0.46,13.52,8
white,10.15,1.0,0.64,2.74,0.54,25.69,270.24,1.0,3.61,0.42,12.65,8
red,5.69,0.64,0.37,64.57,0.048,61.43,90.98,0.9995,3.03,0.42,12.47,6
white,7.92,0.77,1.29,50.09,0.03,127.43,129.3,1.02,3.02,0.39,10.65,7
white,6.91,1.57,0.82,3.04,0.61,62.0,295.84,1.04,3.66,0.76,12.29,6
red,15.41,0.76,0.42,8.55,0.048,81.45,178.0,1.03,3.85,0.85,14.26,6
red,13.41,0.75,0.96,49.27,0.069,213.74,402.97,1.0,3.13,0.43,13.31,6
red,9.49,0.27,0.31,18.41,0.5,202.26,388.04,0.99,3.13,0.39,13.17,7
white,7.4,1.45,1.35,13.32,0.58,258.47,430.36,0.9963,3.4,0.66,10.59,5
white,10.59,0.24,0.77,47.84,0.14,25.0,228.85,1.02,3.61,0.5,13.13,8
white,6.5,0.85,1.58,8.8,0.04,136.4,139.0,1.02,2.93,0.59,10.75,6
white,4.07,0.63,0.66,38.84,0.33,29.0,200.4,1.04,2.95,1.97,10.45,7
red,6.5,1.4,0.93,45.7,0.39,32.0,120.0,1.0,3.8,1.43,10.51,6
white,9.79,0.68,0.72,2.6,0.025,93.11,273.94,1.03,3.31,1.47,12.25,7
white,12.44,0.5,0.34,54.53,0.14,52.0,156.74,1.03,3.5,0.38,14.77,6
white,7.06,0.17,1.29,20.13,0.15,151.34,71.93,1.02,3.68,1.01,11.8,6
red,6.3,0.16,0.4,1.6,0.033,176.04,377.97,1.01,2.75,0.53,14.42,5
white,10.24,0.63,1.07,22.51,0.46,54.37,103.03,0.9938,3.12,0.42,10.76,5
red,14.4,1.11,0.69,28.82,0.5,266.91,163.02,1.0,3.93,1.11,10.42,5
white,14.95,1.19,0.22,16.71,0.46,142.73,142.36,1.01,3.29,0.49,10.45,7
white,15.82,0.88,1.58,6.14,0.49,184.94,178.61,1.04,3.55,1.34,12.49,8
red,9.34,0.37,1.4,20.33,0.17,91.91,87.0,1.01,3.3,1.85,12.02,7
red,8.05,0.29,0.27,14.16,0.06,277.5,76.0,1.0,3.87,0.51,9.37,7
white,9.2,0.66,1.48,14.19,0.054000000000000006,18.0,52.96,1.02,3.04,1.61,10.76,4
white,7.2,0.94,0.88,40.55,0.09,114.03,89.03,1.0,3.02,1.28,10.47,7
white,13.6,0.68,0.55,8.0,0.04,60.62,325.74,1.03,3.04,0.61,12.1,6
red,9.33,0.45,0.34,53.65,0.053,145.38,344.22,1.02,3.28,1.35,9.9,6
white,6.93,0.18,0.4,29.41,0.44,211.21,122.81,1.04,3.68,0.67,14.15,5
white,13.67,0.5,1.56,1.4,0.49,95.64,135.63,1.04,3.09,0.93,14.32,4
white,14.99,0.48,1.53,22.42,0.58,283.38,96.0,0.99,3.13,1.3,14.66,8
red,8.01,0.415,0.4,27.93,0.04,265.87,43.67,1.01,3.03,0.52,11.45,5
red,14.42,1.57,0.22,43.83,0.28,240.78,207.03,0.9976,3.31,1.79,9.53,5
red,5.03,1.22,0.28,31.69,0.47,174.11,64.0,1.0,3.07,0.32,13.73,5
red,6.4,0.91,0.88,38.71,0.55,58.44,79.39,1.0,3.28,0.33,8.53,5
red,6.7,0.93,1.59,56.84,0.55,219.21,7.59,1.03,3.54,1.59,12.39,6
white,11.22,0.17,1.04,59.46,0.46,30.0,58.99,1.0,3.93,0.3,10.1,6
red,14.11,0.25,0.88,1.45,0.04,40.0,241.73,0.9911,3.21,0.91,11.4,7
white,7.86,1.06,0.99,42.95,0.042,40.7,44.97,0.9944,3.33,0.98,8.01,5
red,14.4,1.16,0.89,19.09,0.044000000000000004,19.0,397.82,0.9937,3.44,0.83,8.9,5
red,6.3,0.55,1.56,13.0,0.047,18.98,182.0,0.9974,3.2,1.16,8.09,6
white,6.5,1.28,0.29,43.4,0.038,73.0,303.43,1.0,3.15,0.25,12.9,7
white,14.49,0.67,0.18,26.78,0.31,24.0,99.0,1.02,3.53,1.77,12.68,7
red,9.52,1.48,1.28,49.24,0.42,130.13,100.0,0.99,3.0,0.35,14.19,5
white,7.9,1.0,1.56,60.14,0.35,87.37,117.0,1.01,3.36,0.59,11.8,7
red,8.43,0.97,0.28,29.98,0.49,36.0,152.22,0.9936,3.2,1.26,9.85,6
red,8.14,0.66,0.86,35.95,0.047,45.12,75.8,1.0,3.2,1.83,8.19,6
red,6.14,0.39,0.09,53.37,0.43,163.24,138.59,1.04,3.81,0.54,12.05,5
white,8.7,0.22,0.42,53.08,0.51,194.71,372.81,1.03,3.14,0.75,13.26,5
red,7.4,1.2,1.4,39.47,0.09,196.31,267.42,0.9953,3.21,1.86,14.28,5
red,10.87,0.9,1.06,12.85,0.06,30.0,310.99,1.04,3.01,0.47,13.6,6
white,3.84,1.16,0.42,5.2,0.09,143.83,202.37,0.99,3.4,1.85,13.45,8
white,11.27,0.31,0.46,36.78,0.44,278.27,170.0,1.03,3.08,1.27,9.15,8
red,6.54,0.9,0.46,39.98,0.25,79.54,153.84,1.01,3.46,0.58,9.5,5
red,12.39,0.31,0.71,6.9,0.3,26.0,203.95,1.01,3.74,0.34,14.17,5
white,15.72,0.16,0.39,1.0,0.1,189.12,57.0,0.9921,3.51,1.04,13.34,6
red,9.91,0.77,0.09,26.13,0.08,166.78,362.63,1.0,3.31,0.73,9.76,5
red,9.25,1.17,0.46,3.2,0.32,253.13,133.0,1.01,3.62,0.88,10.51,5
red,4.31,0.53,0.16,33.57,0.048,27.0,146.69,0.9933,3.09,1.79,12.6,5
red,10.95,1.53,0.32,55.41,0.43,128.07,434.03,1.0,3.03,1.0,8.8,5
red,4.33,0.32,0.81,14.03,0.32,288.44,311.37,1.02,3.14,1.25,14.12,5
white,5.09,0.44,0.32,34.51,0.04,15.0,425.8,0.99,3.1,0.23,10.6,5
red,8.9,0.21,0.32,42.19,0.45,143.11,100.44,1.0,3.76,1.69,9.5,5
red,6.22,0.44,0.37,26.39,0.19,29.0,35.41,1.03,3.2,1.13,10.8,6
white,6.45,0.54,1.34,7.2,0.26,121.13,134.82,1.01,3.59,0.35,9.5,5
white,6.9,0.4,0.75,46.63,0.042,236.08,217.05,1.01,3.13,1.61,8.9,5
white,15.66,0.32,0.18,6.09,0.43,204.44,10.88,0.9959,3.6,0.41,10.77,5
white,4.44,1.35,0.0,35.28,0.042,219.04,52.82,1.02,3.31,0.36,10.4,4
white,12.65,0.395,0.29,31.75,0.42,109.59,109.94,1.03,3.5,0.88,11.22,6
white,13.46,0.16,1.0,4.8,0.13,72.31,226.29,0.9967,3.67,1.59,8.35,4
red,7.6,1.12,1.62,54.04,0.034,26.0,158.46,0.9944,3.42,1.33,10.25,4
white,15.77,0.3,1.21,65.79,0.21,249.53,135.0,1.0,3.63,1.12,12.49,6
white,10.68,0.17,0.4,36.77,0.054000000000000006,243.77,422.56,1.02,2.93,1.42,9.0,6
white,4.32,0.26,1.64,20.75,0.02,73.5,189.5,1.04,3.27,0.67,9.87,6
red,5.27,0.57,0.25,16.85,0.32,86.85,135.0,1.01,3.16,1.0,13.37,6
white,14.67,0.91,0.51,49.12,0.57,107.25,153.0,0.99,3.33,1.36,10.19,6
red,7.8,0.3,0.92,50.5,0.054000000000000006,183.2,410.46,1.03,3.49,0.38,9.0,6
white,5.16,0.71,1.02,14.93,0.043,29.0,188.12,1.0,3.89,0.73,14.56,7
red,12.63,0.26,1.43,14.7,0.57,171.19,189.5,0.9942,3.71,1.63,11.95,6
red,11.79,0.23,1.41,0.9,0.53,283.78,73.26,0.99,3.75,1.29,13.17,6
red,7.85,1.51,1.18,2.36,0.33,109.0,400.74,1.0,3.58,0.46,11.83,5
white,7.25,0.75,0.38,51.47,0.28,36.4,68.53,0.9927,2.75,0.72,9.5,5
red,13.04,0.23,0.62,57.98,0.044000000000000004,61.8,356.11,0.9938,2.84,0.26,10.12,6
white,7.2,0.2,0.38,1.0,0.59,229.85,228.57,1.03,3.21,0.37,12.21,5
white,10.97,0.69,0.34,18.43,0.055,50.0,402.42,1.04,2.82,0.48,10.29,6
white,7.7,0.37,0.43,64.17,0.46,7.06,115.0,0.9966,3.48,1.75,8.98,6
white,10.35,0.15,0.45,36.26,0.47,151.99,131.11,1.02,3.89,0.27,10.72,5
white,5.07,1.38,0.08,3.96,0.4,227.93,18.74,1.01,3.01,0.7,13.63,6
red,5.33,0.22,1.4,3.46,0.38,111.86,230.08,1.03,3.37,1.38,11.04,5
red,13.27,1.52,0.95,12.7,0.25,30.66,220.98,0.99,3.12,0.54,10.0,6
white,15.62,0.25,0.41,22.91,0.43,39.05,207.8,1.03,3.42,1.38,13.63,5
red,9.38,0.32,0.92,35.93,0.039,43.94,263.78,0.9984,3.38,0.5,9.14,7
red,15.14,0.25,0.29,2.0,0.42,227.14,130.04,1.0,3.87,0.54,10.94,6
white,12.19,0.44,1.62,2.8,0.14,112.53,167.0,0.9956,3.25,0.75,13.31,5
white,7.3,0.16,0.65,33.29,0.14,110.73,365.74,1.02,3.23,1.5,8.28,5
white,15.48,0.89,1.26,28.46,0.11,114.99,118.0,1.01,3.14,0.71,13.17,5
white,8.04,1.53,0.45,2.81,0.6,178.07,125.0,1.03,4.01,1.42,13.29,6
white,7.4,0.22,0.79,65.04,0.35,248.32,101.0,0.9931,3.27,0.55,8.99,5
red,6.4,1.41,0.3,36.44,0.23,236.11,275.2,0.992,3.24,1.89,11.74,6
red,4.15,1.18,0.56,4.1,0.1,21.29,148.21,1.03,3.03,0.43,8.63,7
white,7.15,0.14,0.17,61.25,0.065,180.97,190.17,0.9978,3.15,1.24,12.18,5
red,4.9,0.55,1.63,36.7,0.09,22.0,424.61,1.03,3.93,0.95,14.87,5
white,6.89,1.07,0.92,26.75,0.56,9.25,292.62,0.9914,3.25,1.53,11.1,8
red,7.1,1.57,1.03,9.41,0.38,186.64,329.31,0.9932,2.89,0.33,13.51,6
red,12.27,0.97,1.15,52.72,0.19,5.0,12.37,0.99,3.53,1.19,11.47,5
white,15.2,0.21,1.09,1.9,0.49,10.0,119.0,1.01,3.65,0.7,12.74,6
white,6.9,1.33,0.26,7.37,0.024,174.35,135.0,1.02,3.71,1.32,14.48,7
white,9.07,0.44,1.62,22.22,0.59,240.25,107.0,1.03,3.21,1.81,9.61,6
white,13.37,1.04,0.19,55.08,0.042,83.16,318.81,1.0,3.2,0.41,12.72,7
red,6.2,1.09,0.91,8.3,0.32,36.0,433.26,0.99,3.33,1.32,9.03,6
red,13.53,1.14,0.45,51.47,0.3,59.88,323.83,0.99,3.44,1.17,10.47,6
white,14.29,1.38,0.28,34.77,0.42,274.97,135.0,1.03,3.13,1.41,10.7,7
red,8.02,0.22,0.17,65.04,0.28,74.63,129.5,1.0,3.85,1.44,9.1,7
white,11.3,0.56,0.73,14.45,0.56,196.61,122.7,1.02,3.97,0.28,8.39,6
white,11.33,1.57,1.38,16.83,0.1,115.32,210.13,1.02,3.69,0.97,14.0,7
red,12.15,0.99,0.51,22.06,0.49,37.0,93.0,1.02,3.18,1.39,10.8,6
white,10.84,0.82,0.45,1.5,0.46,80.91,75.0,1.04,3.26,1.32,10.8,7
red,10.02,0.55,0.38,20.75,0.6,112.91,131.66,1.02,3.62,1.95,13.37,5
white,6.07,0.86,1.32,4.7,0.049,10.0,400.52,1.04,3.84,0.44,10.76,6
red,10.33,0.33,1.46,27.96,0.049,125.17,11.84,1.01,3.65,0.44,11.14,6
red,4.5,0.33,0.41,63.7,0.047,11.0,296.93,0.99,3.0,1.31,9.4,5
white,5.67,0.79,0.56,15.55,0.05,190.72,171.0,1.02,3.87,1.97,10.48,6
white,6.4,0.97,1.58,9.51,0.59,157.86,192.0,1.02,4.0,0.37,14.22,5
red,14.39,0.55,0.4,31.75,0.03,243.42,173.81,0.9917,2.83,0.49,8.55,6
white,15.02,1.11,0.46,29.94,0.46,142.22,125.0,1.01,3.23,0.51,12.42,6
white,10.09,0.54,0.7,31.98,0.42,24.96,56.84,1.03,2.96,0.43,10.5,6
white,4.81,0.27,0.98,54.52,0.27,131.11,328.13,1.03,3.29,1.26,14.35,5
white,12.31,0.32,0.33,57.07,0.28,90.53,155.0,0.993,3.23,1.2,12.14,6
red,15.29,0.33,0.16,1.5,0.42,210.93,39.37,1.0,3.48,1.12,11.29,6
white,6.3,0.94,0.86,12.67,0.44,11.0,350.13,0.9926,3.13,0.34,12.5,6
white,8.0,1.25,0.42,46.1,0.52,101.72,326.51,0.9959,2.79,0.43,9.52,5
white,7.69,0.13,1.23,1.0,0.49,174.84,126.16,0.99,3.04,1.29,11.7,8
white,13.56,0.79,1.32,21.0,0.14,126.01,220.0,0.9993,2.83,1.55,14.48,5
white,7.2,0.26,1.62,22.88,0.027000000000000003,27.04,126.0,1.01,3.06,0.37,11.1,8
white,12.63,0.84,0.36,57.1,0.2,230.5,328.17,1.01,3.96,1.79,14.03,8
white,5.5,0.56,0.3,47.68,0.25,15.68,102.11,1.02,3.27,1.48,8.11,6
red,5.94,0.34,0.69,40.57,0.36,50.0,310.15,1.01,3.74,0.58,14.76,7
white,9.75,1.4,0.04,1.2,0.21,204.99,328.67,0.9940000000000001,3.81,0.41,10.0,6
white,8.0,0.7,1.41,39.54,0.31,102.26,339.19,0.9959,3.17,0.43,14.47,5
red,7.2,0.57,1.12,17.99,0.52,89.87,404.11,1.01,3.89,0.54,9.25,7
red,3.9,0.09,0.06,3.4,0.37,88.45,121.93,0.9902,3.14,1.92,13.55,6
white,4.32,0.26,0.39,2.3,0.29,159.83,76.82,1.03,3.14,0.54,14.78,7
red,15.23,0.88,0.38,6.5,0.24,128.68,372.32,1.02,2.9,1.94,14.74,5
white,10.55,0.33,1.2,10.28,0.047,170.38,316.37,1.02,3.23,1.68,11.25,6
white,5.5,0.44,0.18,19.45,0.3,178.17,156.29,1.01,3.48,0.73,9.38,3
red,7.3,0.96,0.3,13.88,0.043,162.77,333.59,0.99,3.3,0.37,8.99,6
white,6.52,0.41,0.19,4.5,0.57,168.41,275.56,1.01,3.99,0.34,9.92,7
red,12.81,0.64,1.53,39.78,0.28,249.6,286.66,1.03,2.9,1.93,9.76,7
red,11.81,1.1,0.3,40.7,0.13,62.86,73.0,1.02,2.75,1.82,13.58,6
red,14.54,1.48,0.21,1.3,0.53,76.41,262.03,1.04,3.78,1.07,8.13,6
white,6.43,0.18,0.31,20.83,0.48,126.74,338.61,1.02,2.72,0.28,12.91,5
red,14.75,1.52,0.37,3.4,0.023,126.26,319.38,1.0,3.12,0.44,11.86,6
white,7.3,0.9,0.35,61.78,0.36,35.0,284.73,1.03,3.36,0.65,10.9,5
red,8.85,1.4,0.37,23.36,0.42,172.58,38.38,1.02,3.08,0.23,13.5,7
white,15.56,0.25,1.4,2.2,0.34,28.0,169.15,1.03,3.62,0.59,9.7,5
white,15.12,0.14,0.27,13.83,0.32,119.94,386.71,1.02,3.45,0.43,9.2,6
red,8.4,0.18,0.84,2.1,0.17,33.0,415.43,1.0,3.43,1.64,14.78,7
white,13.11,0.43,0.42,9.38,0.54,116.82,7.36,1.04,3.95,0.32,14.2,7
white,10.85,0.44,1.21,19.62,0.35,35.0,368.93,1.03,3.56,1.81,12.67,7
white,6.4,1.02,0.57,51.43,0.51,23.0,41.54,0.99,3.75,1.83,10.1,5
white,13.16,0.67,0.54,19.41,0.01,62.0,150.04,0.9999,3.48,0.68,9.4,4
white,14.68,0.55,0.4,5.2,0.04,189.9,310.14,0.99,2.95,1.1,11.45,7
white,7.2,1.52,1.22,8.84,0.57,263.57,295.34,1.01,3.91,0.46,11.98,6
red,9.09,0.4,0.81,1.1,0.045,196.63,331.01,1.02,2.77,1.01,8.14,7
white,14.81,0.57,0.95,1.62,0.54,256.48,108.47,0.99,3.08,0.43,11.1,5
red,15.3,0.75,0.23,5.15,0.41,48.0,136.49,1.04,2.94,0.65,10.5,7
red,4.1,0.83,0.33,20.06,0.48,28.0,32.85,1.01,3.13,1.55,9.3,5
white,11.6,0.245,0.91,50.17,0.26,19.0,152.0,1.04,3.12,0.42,9.44,6
white,7.3,1.53,0.61,3.79,0.53,43.6,143.8,1.0,3.03,0.51,12.2,7
white,12.19,0.88,0.19,26.97,0.13,236.07,361.25,1.03,3.13,0.3,14.56,5
red,4.08,1.18,0.86,63.95,0.09,256.6,365.32,0.9959,3.43,1.68,10.3,6
white,7.3,1.06,1.32,47.71,0.56,243.83,237.49,1.0,3.74,0.89,14.65,6
white,11.26,0.22,1.61,56.96,0.57,242.76,399.48,1.0,3.28,1.29,9.6,6
red,6.9,1.46,0.86,6.8,0.4,65.0,212.0,1.03,3.61,0.68,14.56,6
white,11.78,1.18,1.13,6.8,0.08,196.08,50.02,1.02,3.06,0.26,13.23,6
white,6.4,0.23,0.11,65.27,0.26,152.9,236.0,1.0,3.06,0.78,14.7,6
white,4.86,0.66,0.03,31.33,0.05,100.81,17.34,0.99,3.5,1.87,13.97,6
red,13.89,0.81,1.58,1.4,0.54,28.0,84.35,1.01,3.83,1.57,13.81,6
red,6.72,1.19,0.46,48.46,0.47,108.88,99.73,1.04,3.71,1.21,13.84,6
white,7.2,0.15,1.39,1.2,0.02,15.0,280.61,1.02,3.58,1.92,14.29,5
white,6.9,0.96,1.6,23.41,0.14,11.55,121.92,1.01,3.46,0.62,11.23,7
white,5.72,0.51,0.34,16.99,0.32,176.84,72.35,1.03,3.35,0.76,12.3,8
white,12.13,0.22,0.02,14.6,0.08,45.0,163.0,1.01,3.16,1.67,10.8,7
red,7.6,0.15,1.07,10.5,0.18,21.0,288.83,0.9966,3.77,0.35,10.25,5
white,10.61,1.11,1.06,13.8,0.51,131.37,190.0,1.0,3.51,0.58,9.91,6
red,13.81,1.33,1.07,14.6,0.6,45.0,215.21,1.03,3.56,0.77,12.3,7
white,14.86,1.33,0.31,1.1,0.037000000000000005,47.79,126.0,1.02,3.23,1.29,10.41,5
red,11.73,0.39,0.33,5.3,0.33,9.23,146.51,0.99,3.17,0.48,9.4,5
white,8.1,1.37,1.54,1.1,0.037000000000000005,274.37,422.56,1.02,3.92,1.65,10.9,5
red,8.24,1.4,0.99,50.04,0.38,208.7,300.12,0.99,3.77,1.89,10.29,6
white,6.1,1.45,0.35,15.6,0.51,43.21,132.0,1.01,3.22,0.46,14.54,6
white,15.64,0.22,0.16,18.19,0.27,152.43,88.29,0.99,3.62,0.69,10.35,7
red,7.6,0.66,0.2,24.99,0.29,162.49,363.69,1.0,2.82,1.25,9.4,5
white,6.7,0.55,0.65,4.9,0.17,10.14,262.45,1.03,3.41,1.24,8.93,6
white,13.79,0.59,1.6,1.5,0.39,14.0,153.0,1.01,3.3,0.81,11.47,6
white,6.64,1.3,0.2,9.23,0.026000000000000002,262.39,417.81,1.01,3.65,1.62,12.29,6
white,7.7,0.27,0.0,30.67,0.027999999999999997,253.72,119.88,1.03,3.62,1.2,11.54,7
red,7.4,0.98,0.74,55.37,0.039,51.0,371.88,1.04,3.55,1.38,8.7,5
white,8.0,0.12,0.11,8.8,0.026000000000000002,76.72,182.44,1.0,3.07,1.15,10.05,8
white,7.7,1.33,0.27,1.8,0.57,232.47,168.0,0.9911,2.99,0.48,8.96,7
red,14.5,0.16,0.87,42.25,0.26,254.08,346.07,1.02,3.02,0.78,11.24,6
red,6.6,0.86,1.32,1.8,0.05,239.27,344.43,1.0,2.75,0.87,14.55,7
white,15.45,1.51,1.57,1.6,0.24,35.0,385.0,1.02,3.02,0.6,8.94,7
white,5.4,0.61,1.45,1.4,0.58,8.66,90.82,1.03,2.76,0.35,14.81,7
white,6.03,0.16,1.49,1.6,0.16,15.0,78.0,1.01,3.1,0.44,14.82,6
white,8.37,0.16,1.31,9.18,0.27,257.62,385.93,1.04,3.82,1.37,9.7,6
white,11.03,1.28,0.08,9.2,0.038,54.0,191.0,0.9966,3.5,0.56,12.44,6
white,5.37,1.3,0.45,42.91,0.55,67.15,12.06,0.993,3.35,1.61,12.11,6
red,6.04,0.95,1.51,14.08,0.01,102.45,178.07,1.02,3.25,0.4,8.73,4
red,6.9,1.31,0.65,59.33,0.42,169.54,41.55,0.99,3.91,1.49,8.8,4
red,7.5,0.17,1.24,13.16,0.51,235.54,44.14,0.9966,3.04,0.56,14.68,6
red,7.5,0.98,0.56,27.92,0.6,207.36,286.35,1.01,3.78,1.21,10.9,6
white,5.67,0.3,0.38,18.48,0.16,111.43,422.44,1.0,3.19,1.92,8.55,7
red,10.93,0.29,0.97,56.35,0.04,92.58,73.81,0.99,3.38,0.79,10.16,6
white,10.2,1.54,0.88,65.69,0.042,226.49,166.0,1.01,2.96,1.88,13.87,5
white,13.33,0.48,0.38,27.21,0.045,52.0,384.1,0.995,3.91,0.4,14.43,6
white,9.5,1.32,0.87,39.08,0.032,237.53,176.0,1.0,3.61,0.47,14.88,5
red,6.52,0.15,1.1,12.35,0.35,39.0,353.54,1.03,3.3,0.54,9.6,6
white,14.56,0.2,1.03,8.1,0.02,249.51,399.24,0.9952,3.68,1.77,11.99,6
red,4.93,0.54,0.22,17.35,0.038,277.49,30.83,1.01,2.96,0.22,13.13,5
white,8.34,0.83,0.84,39.51,0.19,141.05,162.52,1.0,2.73,1.81,10.7,7
white,6.8,1.48,1.62,1.8,0.047,26.95,105.0,0.99,3.9,0.36,8.76,8
red,7.72,0.35,0.36,21.45,0.37,284.15,379.03,1.03,3.27,0.45,14.88,5
red,9.96,0.58,0.68,1.6,0.53,119.52,130.0,1.02,3.74,0.55,9.49,6
white,13.67,0.17,0.56,12.23,0.28,268.56,94.0,1.02,3.02,0.62,11.9,6
red,6.52,0.365,1.45,4.21,0.11,37.0,160.62,1.02,2.99,2.0,9.9,6
white,5.63,0.8,0.08,23.39,0.08,102.71,135.71,1.04,3.52,1.62,10.7,6
white,9.6,1.18,0.9,21.33,0.04,16.0,417.71,1.03,3.57,1.83,10.5,5
white,12.26,1.35,0.42,3.3,0.4,73.2,196.88,1.01,3.49,1.8,13.15,5
white,12.37,1.09,0.49,8.13,0.15,181.73,122.44,1.01,3.79,0.69,14.58,6
white,10.65,0.93,0.99,11.81,0.17,12.85,47.75,0.99,3.1,0.35,10.87,6
red,15.37,0.26,0.9,37.82,0.07,208.55,49.32,1.02,3.98,1.55,13.68,6
white,7.0,0.15,1.61,1.4,0.08,21.0,170.39,1.0,2.82,0.4,9.92,5
red,6.4,0.73,1.6,30.8,0.13,86.45,231.35,0.99,3.54,0.51,14.25,6
red,6.4,0.99,0.53,18.14,0.39,136.45,79.14,1.01,3.49,1.84,10.8,5
red,9.96,1.54,0.28,1.5,0.23,225.81,100.01,1.01,3.26,0.4,14.14,6
red,7.3,1.1,1.27,35.98,0.35,192.43,153.24,0.99,3.32,0.69,13.2,6
white,5.1,0.92,0.38,26.28,0.06,28.0,278.76,1.02,3.06,0.56,10.1,6
white,12.28,1.37,0.65,14.17,0.09300000000000001,132.14,416.87,1.03,3.44,1.11,9.25,5
white,8.08,0.16,0.35,1.3,0.043,21.0,292.08,1.0,3.25,0.62,12.0,6
white,6.69,1.04,0.67,53.51,0.08,207.41,234.9,1.01,3.38,0.57,8.18,7
white,5.33,0.22,1.61,55.19,0.11,191.6,379.76,0.9958,3.33,1.83,13.85,6
red,14.89,0.94,0.33,27.35,0.047,27.42,348.23,0.9928,3.25,0.63,10.5,6
