Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
I,0.75,0.2,0.46,1.35,0.037000000000000005,0.66,0.61,6
M,0.58,0.28,0.43,1.068,0.24,0.15,0.59,13
F,0.58,0.485,1.02,1.75,0.74,0.2435,0.7,18
F,0.54,0.15,0.6,1.39,1.17,0.19,0.78,19
F,0.38,0.47,0.0,2.63,1.04,0.47,0.375,21
I,0.29,0.41,0.73,0.29,1.14,0.62,0.34,18
M,0.57,0.24,0.31,2.28,0.66,0.16,0.81,18
I,0.3,0.47,0.155,1.57,0.4375,0.196,0.6,20
M,0.5,0.27,0.36,1.5,0.51,0.32,0.24,18
M,0.63,0.07,0.26,1.16,1.11,0.21,0.42,22
I,0.4,0.62,0.1,1.42,0.99,0.21,0.32,13
F,0.53,0.41,0.98,2.53,0.62,0.44,0.76,11
F,0.16,0.275,0.34,0.217,0.084,0.0435,0.55,7
F,0.4,0.54,0.58,0.252,1.24,0.26,0.7,14
I,0.64,0.3,0.16,0.14,0.43,0.0645,0.99,9
M,0.16,0.415,0.66,2.76,0.5,0.46,0.62,13
I,0.36,0.275,0.94,1.34,1.25,0.49,0.085,10
M,0.48,0.54,0.58,2.56,0.84,0.0585,0.37,8
I,0.505,0.46,0.53,0.85,0.275,0.43,0.03,19
M,0.29,0.49,0.84,0.2715,0.134,0.42,0.98,10
M,0.33,0.325,0.105,1.57,0.16,0.66,0.12,10
M,0.4,0.23,0.94,1.28,0.1,0.52,0.75,9
M,0.61,0.21,0.17,0.9815,0.38,0.3,0.23,13
F,0.24,0.22,0.185,2.47,0.78,0.07,0.59,16
M,0.16,0.51,0.175,1.0979999999999999,1.16,0.03,0.62,12
I,0.25,0.62,0.22,2.59,0.17,0.159,0.45,18
M,0.69,0.42,0.215,1.69,1.44,0.03,0.58,16
I,0.675,0.48,0.91,1.84,0.17,0.06,0.62,16
I,0.12,0.2,0.82,1.03,0.46,0.08,0.34,17
M,0.6,0.49,0.28,0.38,0.77,0.26,0.255,11
F,0.28,0.55,0.2,0.17,1.27,0.3045,0.27,14
F,0.49,0.56,0.14,2.23,0.3485,0.1735,0.18,11
M,0.35,0.42,1.02,0.72,1.41,0.03,0.18,15
I,0.26,0.28,0.39,1.72,1.22,0.5,1.0,9
I,0.47,0.26,1.09,0.2965,0.12300000000000001,0.54,0.0995,10
F,0.525,0.1,0.34,0.27,0.91,0.55,0.235,11
M,0.77,0.285,1.02,1.68,0.58,0.46,0.075,11
F,0.57,0.46,0.17,1.75,0.3865,0.56,0.07,12
I,0.1,0.185,0.74,0.68,0.026000000000000002,0.018000000000000002,0.35,6
F,0.24,0.27,0.055,0.0545,0.0215,0.62,0.82,5
I,0.72,0.55,0.68,0.24,1.03,0.75,0.5,6
M,0.175,0.09,0.97,2.43,1.43,0.0035,0.33,5
I,0.67,0.07,0.19,2.75,0.62,0.3035,0.29,12
M,0.655,0.19,1.05,2.74,0.32,0.49,0.1,13
F,0.15,0.15,0.09,2.64,1.13,0.4,0.47,17
F,0.675,0.28,0.29,1.4385,1.26,0.43,0.465,21
F,0.75,0.07,0.6,0.91,0.313,0.1715,0.65,9
M,0.69,0.62,1.13,2.24,1.38,0.47,0.46,10
I,0.49,0.34,0.49,1.88,1.21,0.0645,0.1045,9
F,0.7,0.59,1.1,0.66,0.73,0.1415,0.71,11
M,0.37,0.32,0.71,1.13,1.13,0.38,0.14,10
M,0.36,0.31,0.03,0.13,0.261,0.1395,0.82,17
F,0.33,0.55,0.99,2.0,0.82,0.091,0.24,9
M,0.665,0.44,0.175,0.76,0.4955,0.59,0.9,17
F,0.735,0.51,0.14,1.42,0.25,0.5,0.87,21
I,0.66,0.36,0.53,1.07,1.18,0.19,0.4,16
I,0.25,0.17,0.98,0.41,0.63,0.6,0.75,29
M,0.41,0.16,0.79,2.61,0.3605,0.62,0.23,17
M,0.44,0.6,0.12,0.38,0.3785,0.1765,0.63,15
M,0.18,0.55,0.83,1.32,0.83,0.54,0.9,19
M,0.68,0.42,0.07,2.48,1.23,0.43,0.76,12
F,0.37,0.19,1.11,0.6,1.14,0.13,0.88,13
I,0.44,0.45,0.13,1.26,1.42,0.74,0.36,11
I,0.18,0.58,0.88,1.2415,0.5235,0.37,0.53,15
F,0.49,0.29,0.29,2.06,0.3485,0.07,0.94,11
F,0.41,0.61,0.58,0.9,1.19,0.11,0.28,14
F,0.23,0.455,0.04,0.53,0.475,0.19,0.14,14
I,0.58,0.47,1.02,0.9209999999999999,1.04,0.18100000000000002,0.21,13
I,0.655,0.51,1.04,1.78,1.02,0.2855,0.09,11
M,0.72,0.55,0.65,1.76,0.86,0.2635,0.415,15
F,0.73,0.14,0.54,2.12,0.32,0.33,0.26,17
M,0.45,0.5,0.15,1.04,0.18,0.52,0.27,15
M,0.81,0.52,0.175,1.248,0.23,0.06,0.48,12
F,0.605,0.65,0.77,2.43,0.56,0.68,0.96,19
I,0.72,0.525,0.81,2.0,0.36,0.75,0.345,11
F,0.69,0.45,0.3,1.07,0.92,0.20199999999999999,0.305,10
M,0.32,0.44,0.68,0.19,0.3665,0.14,0.29,12
M,0.48,0.26,0.16,0.34,1.37,0.27,0.395,23
I,0.62,0.5,1.02,1.115,1.16,0.2145,0.53,15
F,0.45,0.505,0.19,1.91,0.68,0.256,0.36,13
I,0.625,0.485,0.9,1.37,0.57,0.27,0.08,17
M,0.44,0.13,0.97,1.105,1.16,0.07,0.315,15
M,0.71,0.42,0.93,1.95,0.97,0.72,0.22,12
M,0.37,0.51,0.225,1.58,0.62,0.221,0.3,15
M,0.56,0.29,0.18,2.29,0.7,0.32,0.69,11
I,0.12,0.445,0.95,1.32,0.3,0.1,0.275,16
M,0.23,0.22,0.6,1.1095,0.439,0.15,0.34,10
F,0.29,0.26,0.94,0.5185,0.221,0.55,0.31,10
F,0.2,0.38,0.25,0.01,0.28,0.62,0.19,10
I,0.42,0.5,0.085,0.89,0.37,0.27,0.045,6
F,0.275,0.17,0.03,0.49,0.031,0.34,1.0,5
M,0.74,0.195,0.93,0.26,0.0385,0.05,0.1,6
I,0.59,0.35,0.14,1.24,0.59,0.23,0.075,9
M,0.31,0.2,0.08,1.87,0.65,0.4,0.03,5
M,0.325,0.16,0.54,1.23,0.16,0.64,0.71,4
F,0.46,0.31,0.49,2.48,1.0,0.059000000000000004,0.7,6
F,0.51,0.15,0.0,0.28,0.73,0.04,0.01,3
I,0.36,0.29,0.33,2.43,0.87,0.72,0.18,5
F,0.48,0.63,0.76,1.8,0.28,0.0445,0.67,9
I,0.36,0.58,0.66,0.035,0.0145,0.21,0.27,5
M,0.47,0.16,0.27,1.82,0.0265,0.6,0.99,4
M,0.22,0.36,0.61,0.08,0.61,0.006,0.59,4
M,0.155,0.31,1.04,0.67,0.63,0.46,0.7,3
M,0.57,0.445,0.4,1.71,0.93,0.159,0.3,14
F,0.26,0.29,1.05,1.46,1.08,0.53,0.07,12
I,0.77,0.3,0.095,0.24,0.25,0.72,0.51,9
M,0.79,0.65,0.57,1.32,1.05,0.156,0.18,20
F,0.46,0.4,0.46,0.52,0.192,0.52,0.55,13
I,0.42,0.37,0.26,1.97,0.1845,0.14,0.155,12
F,0.53,0.62,0.38,0.38,0.18,0.13,0.11,9
F,0.47,0.61,0.84,0.4985,1.19,0.11,0.28,10
I,0.17,0.49,1.12,2.2,0.47,0.4,0.74,11
F,0.55,0.61,0.39,0.5775,1.21,0.55,0.07,11
M,0.1,0.23,0.07,1.13,0.0,0.0255,0.9,7
M,0.55,0.34,0.07,0.094,0.7,0.02,0.84,5
F,0.41,0.29,0.42,1.87,0.37,0.5,0.0885,10
F,0.78,0.375,0.14,2.78,1.18,0.1415,0.12,15
F,0.25,0.61,0.55,2.09,0.1585,0.36,0.9,11
M,0.18,0.2,0.115,0.2885,0.56,0.54,0.92,15
F,0.73,0.29,0.115,0.7,1.04,0.48,0.11699999999999999,8
F,0.53,0.44,0.82,2.3,0.099,0.16,0.62,10
F,0.4,0.39,0.55,0.1555,0.49,0.038,0.049,11
I,0.47,0.13,0.86,1.29,0.54,0.58,0.027000000000000003,8
F,0.14,0.64,0.045,1.64,0.017,0.17,0.0155,7
I,0.565,0.09,0.62,0.89,0.11,0.31,0.81,12
I,0.26,0.425,0.18,0.21,0.3695,0.2005,0.57,11
F,0.65,0.4,0.06,1.1625,0.46,0.203,0.31,17
M,0.51,0.23,0.155,2.59,0.75,0.58,0.345,13
M,0.35,0.26,0.78,2.64,0.65,0.61,0.88,12
I,0.34,0.6,0.92,0.47,0.37,0.41,0.67,13
M,0.66,0.42,0.04,0.17,0.1,0.18,0.12,9
M,0.64,0.385,0.15,2.81,1.0,0.54,0.27,10
I,0.4,0.29,0.59,0.795,0.3075,0.3,0.97,14
F,0.1,0.61,0.92,1.45,1.46,0.63,0.64,12
F,0.66,0.33,1.03,0.92,0.51,0.4,0.84,13
F,0.52,0.36,0.54,1.68,0.267,0.74,0.28,13
F,0.65,0.57,0.9,0.364,0.7,0.23,0.51,8
M,0.11,0.07,0.21,0.54,0.2705,0.29,0.26,13
M,0.475,0.09,0.6,1.83,1.34,0.092,0.155,11
I,0.545,0.64,0.25,0.28,0.2795,0.27,0.79,11
I,0.33,0.56,0.38,0.5465,1.05,0.126,0.67,14
I,0.79,0.26,0.58,0.179,0.15,0.07,0.82,10
M,0.36,0.18,1.02,0.46,0.47,0.132,0.08,12
I,0.435,0.31,0.54,1.91,0.1685,0.31,0.91,12
I,0.28,0.45,0.6,2.07,0.040999999999999995,0.28,0.14,7
M,0.11,0.59,0.33,0.89,1.1,0.1005,0.0985,11
I,0.45,0.53,1.07,0.474,0.56,0.1,0.55,16
I,0.14,0.61,0.135,1.65,1.09,0.67,0.81,14
F,0.41,0.455,0.155,1.0659999999999998,0.58,0.19,0.24,20
M,0.57,0.44,0.93,0.48,1.22,0.39,0.35,17
I,0.4,0.31,0.31,2.39,0.4145,0.2,0.12,10
F,0.77,0.17,0.9,2.59,0.5275,0.2355,0.35,11
I,0.19,0.21,0.61,0.9175,0.46,0.44,0.34,10
F,0.585,0.49,0.175,0.25,0.08,0.2495,0.81,10
I,0.21,0.445,0.22,1.17,1.37,0.42,0.07,11
F,0.12,0.34,0.75,1.3675,0.57,0.63,0.58,17
F,0.5,0.35,0.79,0.38,1.28,0.67,0.32,11
M,0.55,0.16,0.37,0.8059999999999999,1.17,0.51,0.7,14
F,0.31,0.26,0.19,2.07,1.47,0.74,0.435,19
I,0.68,0.355,0.32,0.4935,0.27,0.14,0.43,13
M,0.41,0.48,0.1,2.39,0.96,0.3,0.11,11
M,0.57,0.12,0.125,0.87,0.09,0.162,0.19,11
M,0.51,0.23,0.05,2.0,0.08,0.5,0.63,10
I,0.55,0.41,0.5,2.03,0.07,0.1905,0.25,13
M,0.5,0.18,0.31,2.38,0.16399999999999998,0.19,0.2,14
M,0.405,0.31,0.46,1.0,0.08,0.3,0.14,13
M,0.24,0.56,0.92,2.12,0.37,0.1675,0.46,13
I,0.47,0.08,0.09,0.37,0.111,0.057,0.7,9
I,0.79,0.41,0.16,1.38,0.87,0.207,0.34,18
M,0.36,0.39,0.7,0.11,0.35,0.09,0.07,19
I,0.3,0.25,0.62,2.09,0.55,0.153,0.74,12
M,0.52,0.2,0.35,0.8525,0.3015,0.3,0.29,13
F,0.18,0.14,0.41,0.7135,0.81,0.26,0.85,9
M,0.09,0.39,0.14,2.02,0.57,0.19,0.16,13
I,0.605,0.24,0.23,0.57,0.33,0.58,0.65,12
I,0.24,0.45,0.86,0.981,1.28,0.22,0.14,16
I,0.11,0.59,0.05,2.13,0.39799999999999996,0.31,0.59,17
M,0.37,0.13,0.53,2.12,0.1225,0.09,0.17,10
F,0.39,0.14,0.1,2.43,0.54,0.06,0.0865,13
F,0.47,0.345,0.81,2.09,1.31,0.10800000000000001,0.91,11
I,0.51,0.06,0.14,0.5555,0.98,0.35,1.0,12
I,0.5,0.3,0.92,0.425,0.16,0.0795,0.98,13
M,0.345,0.27,0.91,0.195,0.34,0.0455,0.059000000000000004,9
M,0.485,0.08,0.53,0.84,0.12,0.31,0.76,10
M,0.25,0.08,0.68,0.8,0.34,0.03,0.66,10
I,0.35,0.265,0.15,0.76,1.37,0.66,0.12,12
F,0.76,0.61,0.17,1.17,0.78,0.2,0.29,12
I,0.81,0.51,1.04,0.85,0.27,0.008,0.19,4
M,0.72,0.24,0.075,2.13,0.03,0.1,0.84,9
I,0.495,0.59,0.73,2.52,0.37,0.53,0.37,18
I,0.67,0.11,0.74,0.7,0.41,0.11,0.4,15
M,0.415,0.25,0.05,2.04,0.67,0.58,0.21,13
M,0.66,0.17,0.41,1.32,0.1525,0.37,0.74,12
M,0.62,0.24,0.49,1.22,0.0655,0.047,0.49,7
M,0.78,0.39,0.86,1.38,0.8,0.51,0.39,9
M,0.14,0.17,0.24,1.29,1.27,0.26,0.0195,7
M,0.62,0.24,0.23,0.16899999999999998,0.92,0.28,0.94,10
I,0.24,0.38,0.99,0.55,1.13,0.38,0.3,18
F,0.5,0.34,0.6,0.46,0.76,0.36,0.43,12
F,0.5,0.54,0.86,1.16,0.1795,0.57,0.95,17
I,0.68,0.36,0.37,0.498,0.85,0.53,0.14,15
M,0.66,0.39,0.16,1.76,0.78,0.1125,0.55,12
F,0.26,0.14,0.095,1.55,1.47,0.12,0.125,10
I,0.16,0.63,0.095,0.63,1.23,0.21,0.85,8
M,0.22,0.39,0.48,0.03,1.36,0.49,1.0,21
F,0.75,0.61,0.15,0.74,0.96,0.34,0.04,10
I,0.66,0.43,0.95,0.49,1.33,0.1235,0.83,9
F,0.43,0.34,0.02,2.03,0.56,0.06,0.08,7
M,0.24,0.14,0.125,0.15,0.1895,0.32,0.78,10
I,0.29,0.44,0.13,2.78,0.75,0.08,0.84,9
M,0.39,0.09,0.04,2.66,0.76,0.0525,0.91,9
F,0.355,0.49,0.09,0.168,1.1,0.040999999999999995,0.063,8
M,0.6,0.44,0.1,2.37,0.66,0.43,0.76,7
F,0.14,0.26,1.06,0.49,1.23,0.42,0.67,6
F,0.09,0.13,0.44,2.24,1.48,0.14,0.49,14
F,0.51,0.16,0.13,0.94,0.43,0.1365,0.86,13
F,0.71,0.43,0.33,2.3,0.41,0.52,0.78,7
M,0.47,0.47,0.04,2.66,0.78,0.7,0.71,13
M,0.21,0.25,0.56,1.68,1.03,0.156,0.11,19
I,0.33,0.38,0.095,2.21,0.18,0.71,0.07,7
I,0.23,0.48,0.04,0.65,0.74,0.0795,0.43,9
I,0.33,0.33,0.12,0.34700000000000003,0.12,0.17,0.57,11
F,0.72,0.56,0.42,0.47,0.75,0.0265,0.84,6
I,0.48,0.51,0.51,0.17,0.79,0.13,0.24,9
F,0.46,0.29,0.99,2.68,0.58,0.05,0.15,11
F,0.58,0.36,0.125,1.21,0.1695,0.49,0.44,9
M,0.4,0.57,0.08,2.46,0.04,0.55,0.33,5
I,0.08,0.5,0.59,0.14,0.89,0.08,0.41,6
F,0.27,0.35,0.42,1.43,1.29,0.71,0.41,11
I,0.81,0.38,1.05,0.79,1.02,0.74,0.89,7
I,0.72,0.64,0.55,2.24,0.0945,0.0465,0.93,10
I,0.38,0.46,0.075,2.25,0.27,0.06,0.04,7
F,0.76,0.38,0.35,0.61,0.93,0.2315,0.4,17
F,0.615,0.515,0.56,2.67,0.33,0.02,0.42,16
I,0.44,0.31,0.195,2.2,0.86,0.48,0.73,18
I,0.72,0.4,0.43,0.9585,0.0,0.63,0.59,11
I,0.8,0.525,0.71,1.626,0.12,0.3445,0.37,18
M,0.535,0.29,0.93,1.33,1.09,0.1555,0.78,11
F,0.51,0.26,0.75,2.71,0.146,0.51,0.66,10
I,0.1,0.305,0.3,1.87,0.92,0.0615,0.8,12
I,0.13,0.65,0.04,2.41,0.99,0.53,0.16,19
I,0.36,0.295,0.62,2.69,0.078,0.17,0.08,10
F,0.24,0.58,0.12,2.69,1.48,0.26,0.31,11
M,0.42,0.53,0.36,0.3,0.2155,0.19,0.39,15
M,0.55,0.18,0.34,2.58,0.2775,0.22,0.69,13
M,0.18,0.27,0.29,0.5425,0.74,0.12300000000000001,0.175,13
F,0.21,0.385,1.13,1.9,0.235,0.6,0.15,14
F,0.61,0.15,0.7,2.19,1.46,0.27,0.205,17
I,0.19,0.41,0.76,0.0,1.46,0.03,0.03,19
I,0.36,0.53,0.15,2.08,0.99,0.52,0.42,21
F,0.19,0.17,0.15,1.39,0.24100000000000002,0.14,0.96,23
I,0.52,0.31,0.57,1.56,1.33,0.58,0.92,22
F,0.68,0.415,0.145,0.48,0.2635,0.168,0.245,12
I,0.5,0.59,0.97,1.45,0.47,0.09,0.19,11
F,0.45,0.38,0.32,1.09,0.98,0.1915,0.29,23
F,0.59,0.275,1.05,0.2225,1.41,0.37,0.85,8
M,0.34,0.35,0.52,0.2295,0.02,0.48,0.5,7
M,0.45,0.13,1.08,0.5725,0.37,0.61,0.175,10
I,0.12,0.28,0.83,0.3915,0.44,0.06,0.47,7
I,0.42,0.07,0.42,0.8345,0.09,0.1725,0.71,16
F,0.69,0.57,0.27,2.39,1.3,0.54,0.16,10
M,0.68,0.63,1.12,0.909,0.344,0.7,0.65,15
F,0.34,0.35,1.07,0.8045,0.66,0.2125,0.99,13
F,0.4,0.35,0.47,0.67,0.71,0.63,0.58,16
F,0.59,0.1,1.06,2.4,1.15,0.21,0.15,11
I,0.33,0.64,0.97,0.25,0.12,0.3,0.32,11
I,0.53,0.62,0.74,0.7,1.37,0.145,0.03,10
M,0.81,0.21,0.19,2.21,0.59,0.0205,0.39,5
F,0.43,0.63,0.36,0.3865,0.42,0.07,0.58,11
F,0.66,0.6,0.12,1.37,0.1175,0.05,0.17,9
I,0.35,0.38,0.02,2.37,1.48,0.0025,0.005,4
M,0.33,0.16,1.05,0.15,0.69,0.04,0.04,7
I,0.41,0.2,0.05,0.0175,0.91,0.51,0.09,4
F,0.28,0.43,0.28,1.12,1.26,0.18,0.54,5
F,0.43,0.46,1.02,1.21,1.04,0.1145,0.94,13
I,0.62,0.315,0.77,0.19,0.1185,0.5,0.1195,16
I,0.385,0.53,0.62,2.11,0.1215,0.0685,0.52,12
F,0.47,0.07,0.88,1.29,0.45,0.142,0.74,14
M,0.445,0.4,0.46,0.99,0.18,0.10300000000000001,0.97,9
M,0.19,0.295,0.115,0.93,0.1205,0.35,0.54,12
F,0.23,0.48,0.13,2.17,0.191,0.09,0.1175,9
I,0.5,0.1,0.17,2.74,0.1535,0.01,0.88,10
I,0.54,0.25,0.22,0.203,0.28,0.09,0.02,11
I,0.79,0.56,0.93,0.207,0.32,0.0435,0.53,10
M,0.36,0.38,0.54,0.2765,0.28,0.57,0.7,10
I,0.08,0.28,0.09,0.1105,0.5,0.65,0.02,7
I,0.325,0.1,0.82,1.39,1.01,0.0355,0.77,7
M,0.375,0.42,0.1,0.93,0.44,0.5,0.86,11
I,0.42,0.18,0.9,1.97,0.59,0.0275,0.13,7
M,0.27,0.25,0.42,1.99,1.29,0.48,0.0695,8
M,0.37,0.61,0.68,1.55,0.36,0.21,0.66,9
I,0.22,0.55,1.08,1.55,0.0475,0.0205,0.29,7
F,0.29,0.29,0.11,0.0975,0.7,0.31,0.28,8
I,0.61,0.59,0.06,0.69,0.13,0.27,0.54,6
F,0.44,0.24,0.25,0.93,1.02,0.69,0.66,4
I,0.74,0.1,0.09,2.34,0.41,0.14,0.91,2
I,0.36,0.24,1.08,2.41,0.36,0.62,0.96,3
M,0.7,0.6,0.24,0.39,1.33,0.2,0.293,13
I,0.74,0.44,0.15,0.93,0.37,0.71,1.0,15
M,0.18,0.41,0.13,0.99,0.28,0.18,0.295,15
F,0.49,0.09,1.07,1.74,0.16,0.72,0.155,11
F,0.46,0.36,0.95,2.2,0.53,0.107,0.5,17
F,0.4,0.55,0.34,2.26,1.26,0.0705,0.1,10
M,0.11,0.37,0.78,0.74,0.0,0.36,0.24,12
M,0.42,0.4,1.07,0.46,0.2735,0.159,0.4,13
F,0.22,0.4,0.49,0.27,0.261,0.38,0.65,15
F,0.09,0.58,0.59,0.85,1.38,0.64,0.26,11
I,0.77,0.29,0.73,2.54,1.15,0.03,0.07,13
M,0.52,0.4,0.17,0.26,0.87,0.18,0.18,15
I,0.79,0.38,0.88,1.8,0.4,0.74,0.51,13
F,0.525,0.12,0.5,0.8665,0.2825,0.44,0.67,18
M,0.51,0.39,0.125,0.6,1.19,0.67,0.34,10
M,0.11,0.12,0.115,0.17,0.49,0.172,0.99,12
M,0.48,0.08,0.96,0.6435,0.02,0.53,0.19,12
F,0.67,0.41,0.135,1.9,0.88,0.7,0.4,14
F,0.445,0.52,0.09,0.3795,1.16,0.58,0.84,10
M,0.76,0.44,0.78,0.88,0.32,0.2175,0.67,14
I,0.35,0.28,0.09,0.22,0.43,0.03,0.33,8
F,0.35,0.07,0.88,1.97,0.29,0.23,0.215,14
F,0.71,0.13,0.56,1.12,1.41,0.66,0.46,17
I,0.67,0.46,0.92,1.18,1.05,0.09,0.76,20
F,0.53,0.45,0.68,0.3,0.27,0.19,0.74,17
I,0.21,0.61,0.94,1.676,0.92,0.61,0.98,17
I,0.37,0.4,0.18,0.18,0.2485,0.2035,0.16,9
F,0.45,0.21,0.64,0.8055,1.21,0.6,0.74,14
M,0.28,0.515,0.7,0.47,0.25,0.35,0.68,15
F,0.42,0.1,0.72,0.612,0.76,0.46,0.22,13
M,0.485,0.63,0.15,1.76,0.215,0.1615,0.14,10
I,0.75,0.12,0.29,1.122,0.34700000000000003,0.07,0.8,13
F,0.54,0.14,0.89,0.37,0.34,0.64,0.275,13
F,0.48,0.32,0.175,1.54,1.47,0.66,0.525,20
M,0.43,0.505,0.07,0.27,0.37,0.03,0.44,13
F,0.43,0.525,0.9,0.35,1.27,0.23600000000000002,0.07,20
I,0.46,0.6,1.0,0.99,0.21,0.2655,0.96,15
M,0.12,0.44,0.38,0.66,0.4775,0.59,0.97,13
F,0.72,0.35,0.14,1.47,1.46,0.43,0.31,15
M,0.67,0.07,0.04,0.11,0.65,0.04,0.29,15
F,0.65,0.56,0.55,0.79,0.05,0.71,0.25,16
I,0.5,0.44,0.32,0.86,0.02,0.44,0.19,17
F,0.09,0.51,0.66,2.45,1.32,0.361,0.48,14
M,0.61,0.48,0.73,1.42,0.43,0.2,0.1,14
M,0.73,0.53,0.62,1.12,0.3365,0.71,0.3,11
F,0.25,0.57,0.29,2.28,1.35,0.34,0.32,13
I,0.345,0.27,0.095,0.09,0.0665,0.01,0.43,9
F,0.69,0.43,1.05,2.42,0.22,0.58,0.83,11
F,0.61,0.28,0.64,0.2,0.3485,0.19,0.278,17
I,0.69,0.28,0.6,1.46,1.41,0.21,0.16,11
I,0.76,0.39,0.14,0.4,0.52,0.48,0.17,8
I,0.16,0.65,0.115,2.0,0.83,0.24,0.11,8
M,0.455,0.55,0.68,0.462,0.81,0.29,0.72,9
F,0.62,0.1,0.91,1.35,0.95,0.16699999999999998,0.87,10
M,0.34,0.41,0.88,0.13,0.51,0.26,0.59,11
M,0.59,0.3,0.68,0.6775,0.89,0.72,0.96,15
M,0.55,0.35,0.71,0.95,1.34,0.69,0.68,13
F,0.465,0.48,0.14,0.5755,0.04,0.21,0.23,15
F,0.47,0.6,0.71,0.12,0.71,0.58,0.01,15
F,0.18,0.09,0.27,1.03,0.57,0.237,0.3,13
M,0.62,0.09,0.15,0.6415,0.96,0.62,0.95,12
F,0.79,0.64,0.76,0.8815,0.23,0.20600000000000002,0.255,10
F,0.57,0.12,0.125,2.16,0.102,0.38,0.085,6
F,0.215,0.5,1.07,0.0525,1.13,0.57,0.015,5
I,0.3,0.29,0.26,1.93,1.02,0.03,0.95,15
F,0.74,0.39,0.5,2.79,1.45,0.57,0.77,9
M,0.56,0.49,0.135,2.19,1.47,0.13,0.24,12
I,0.505,0.27,0.08,1.39,1.46,0.43,0.18,9
I,0.62,0.13,0.165,0.8875,0.309,0.71,0.05,12
I,0.64,0.45,0.74,0.58,0.6,0.63,0.43,10
M,0.6,0.3,0.06,1.25,1.18,0.44,0.42,10
I,0.74,0.22,0.06,2.11,0.33,0.05,0.6,9
M,0.19,0.15,0.58,0.02,0.06,0.7,0.78,12
F,0.58,0.465,0.71,2.14,0.12,0.11,0.14,12
F,0.61,0.57,0.145,0.695,0.215,0.14,0.23399999999999999,15
F,0.52,0.47,0.5,0.08,1.06,0.61,0.97,11
F,0.67,0.335,0.11,0.21,0.39,0.28,0.2,9
F,0.41,0.16,0.16,0.73,0.94,0.3,0.61,11
M,0.75,0.61,1.09,2.13,1.38,0.42,0.98,11
F,0.46,0.52,0.24,1.59,1.33,0.06,0.58,10
M,0.37,0.44,0.32,2.45,0.11900000000000001,0.64,0.115,10
I,0.425,0.33,0.32,2.76,0.08,0.13,0.52,9
I,0.59,0.42,0.81,2.31,0.094,0.045,0.98,7
I,0.1,0.54,0.74,1.38,0.08,0.2095,0.33,10
F,0.53,0.3,0.23,1.24,0.3,0.31,0.095,7
I,0.28,0.16,1.1,0.1015,0.3,0.64,0.03,6
F,0.48,0.55,0.125,0.84,0.2125,0.29,0.1,15
I,0.42,0.34,0.71,0.59,0.89,0.07,0.13,10
I,0.69,0.55,0.64,0.35,1.47,0.179,0.48,12
I,0.23,0.12,0.75,1.64,0.21,0.12,0.45,12
I,0.81,0.41,0.13,0.27,0.3,0.46,0.18,21
M,0.4,0.175,0.95,2.44,0.45,0.67,0.018000000000000002,6
I,0.32,0.18,0.38,0.11,0.67,0.24,0.24,5
F,0.37,0.2,0.98,0.34,0.48,0.29,0.77,7
F,0.77,0.64,0.89,1.36,0.16,0.05,0.049,7
M,0.335,0.31,0.55,0.183,0.82,0.07,0.53,6
I,0.35,0.35,0.09,0.23,0.075,0.69,0.38,6
M,0.5,0.42,0.16,0.46,1.28,0.048,0.36,6
M,0.4,0.3,0.82,0.56,1.12,0.064,0.09,7
M,0.365,0.56,0.66,0.24,0.10800000000000001,0.29,0.02,7
M,0.56,0.55,0.33,0.84,1.25,0.59,0.59,6
I,0.59,0.53,0.84,0.1375,0.78,0.29,0.47,7
F,0.8,0.48,0.46,0.55,0.14300000000000002,0.0635,0.9,6
I,0.73,0.37,0.5,0.2895,0.06,0.063,0.43,7
I,0.395,0.33,0.7,0.96,1.16,0.47,0.51,7
I,0.47,0.2,0.095,0.304,0.127,0.27,0.11,6
M,0.44,0.31,0.33,1.41,1.05,0.39,0.94,6
F,0.81,0.4,0.32,0.39399999999999996,0.82,0.44,0.106,6
F,0.415,0.38,0.98,1.81,0.55,0.52,0.66,7
I,0.2,0.6,0.64,0.5,0.156,0.35,0.82,6
F,0.49,0.325,0.1,2.61,0.65,0.0,0.0945,6
M,0.12,0.61,0.8,1.21,1.11,0.27,0.96,9
I,0.445,0.65,0.1,1.86,0.09,0.08,0.48,7
M,0.21,0.29,1.09,0.9,0.8,0.68,0.71,7
F,0.81,0.54,0.6,2.47,1.29,0.1405,0.72,8
F,0.25,0.33,0.81,1.42,0.71,0.18,0.13,8
F,0.67,0.35,0.125,2.42,0.7,0.21,0.08,9
M,0.48,0.63,1.13,0.6395,1.04,0.73,0.27,8
I,0.6,0.62,0.105,2.79,0.95,0.34,0.32,9
I,0.6,0.48,0.63,0.92,0.29,0.07,0.82,8
F,0.23,0.35,0.125,1.23,0.32,0.129,0.67,9
M,0.5,0.26,0.29,0.5975,1.46,0.1275,0.0,9
F,0.505,0.27,0.33,2.48,0.82,0.05,0.19,8
F,0.62,0.13,0.86,0.7635,0.62,0.24,0.6,8
F,0.6,0.405,0.44,2.25,0.74,0.34,0.12,9
I,0.44,0.09,0.09,2.55,0.369,0.56,0.94,11
M,0.68,0.52,0.135,1.82,1.03,0.47,0.49,10
M,0.55,0.53,0.54,0.16,1.01,0.15,0.48,8
