Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
M,0.41,0.43,0.16,1.114,0.66,0.31,0.29,9
F,0.575,0.49,0.2,1.103,0.5379999999999999,0.221,0.249,9
F,0.58,0.46,0.15,1.16,0.5575,0.2255,0.29,7
F,0.09,0.46,0.18,1.0515,0.4095,0.2595,0.276,8
M,0.58,0.38,0.15,1.012,1.37,0.2115,0.2835,10
F,0.25,0.45,0.145,1.137,0.5585,0.19,0.29,8
M,0.53,0.6,0.13,1.1335,0.22,0.2565,0.237,9
M,0.59,0.465,0.77,1.136,0.5245,0.2615,0.275,11
M,0.59,0.47,0.16,2.51,0.479,0.2425,0.309,8
F,0.59,0.455,0.145,1.063,0.5155,0.2445,0.25,8
I,0.595,0.47,0.28,1.121,0.4515,0.17800000000000002,0.155,11
F,0.595,0.45,1.1,1.114,0.5865,0.2205,0.25,11
M,0.595,0.57,0.73,1.213,0.621,0.2435,0.27399999999999997,9
F,0.595,0.46,0.14,2.78,0.4655,0.62,0.2515,9
M,0.595,0.37,0.43,1.044,0.518,0.2205,0.96,9
F,0.605,0.48,0.15,1.92,0.5265,0.45,0.295,9
M,0.605,0.475,0.155,1.161,0.5720000000000001,0.2455,0.16,9
M,0.8,0.47,0.165,0.14,0.6025,0.262,0.2925,11
F,0.61,0.47,0.15,1.1625,1.37,0.258,0.95,11
M,0.61,0.34,0.155,1.9,0.5539999999999999,0.239,0.3295,10
F,0.54,0.11,0.16,0.91,0.585,0.2595,0.33,8
M,0.62,0.51,0.18,1.3315,0.594,0.55,0.53,11
F,0.625,0.48,0.17,1.3525,0.6235,0.36,0.08,10
M,0.43,0.49,0.175,1.24,0.5705,0.271,0.47,10
F,0.625,0.475,0.25,1.29,0.4755,0.6,0.349,10
M,0.625,0.5,0.8,1.288,0.573,0.3035,0.315,9
F,0.625,0.21,0.2,0.73,0.5845,0.27,0.401,9
M,0.09,0.485,0.155,1.278,0.637,0.275,0.31,8
F,0.63,0.18,0.57,1.3075,0.03,0.284,0.315,11
M,0.63,0.48,0.15,0.46,0.98,0.248,0.3235,8
M,0.635,0.49,0.175,1.375,1.12,0.2705,0.395,11
M,0.635,0.525,0.185,1.4065,1.08,0.3,0.3745,10
I,0.64,0.505,0.155,1.48,0.705,0.2655,0.335,10
F,0.64,0.51,0.17,1.5175,0.693,0.326,0.14,11
F,0.64,0.5,0.06,1.3940000000000001,0.4935,0.29100000000000004,0.4,10
F,0.645,0.5,0.155,1.2205,0.6145,0.57,0.3185,10
M,0.29,0.52,0.86,1.636,0.779,0.342,0.11,11
M,0.645,0.52,0.175,2.09,0.7090000000000001,0.3555,0.4,8
F,0.645,0.505,0.165,1.4325,0.684,0.2,0.32,8
M,0.645,0.5,0.175,1.3385,0.633,0.299,0.349,11
F,0.645,0.5,0.16,1.2465,0.5475,0.327,0.3,10
F,0.645,0.22,0.1,1.212,0.515,0.2055,0.385,10
M,0.65,0.495,0.16,0.47,0.57,0.6,0.3725,9
M,0.65,0.52,0.77,1.6785,0.6665,0.03,0.31,11
M,0.65,0.57,0.185,2.34,0.6645,0.3225,0.59,10
F,0.655,0.46,0.18,1.494,0.56,0.331,0.1825,9
F,0.655,0.51,0.175,1.6525,0.8515,0.3365,0.79,10
F,0.7,0.505,0.185,1.528,0.69,0.3025,0.441,11
I,0.66,0.31,0.16,1.5905,0.6425,0.297,0.12,9
M,0.42,0.495,0.58,1.6275,0.594,0.3595,0.485,10
F,0.66,0.06,0.18,1.3695,0.6409999999999999,0.294,0.335,6
M,0.67,0.26,0.165,1.6085,0.682,0.3145,0.4005,11
F,0.675,0.57,0.95,1.587,0.7390000000000001,0.2995,0.11,10
F,0.675,0.32,0.195,1.02,0.7645,0.3615,0.5529999999999999,12
M,0.68,0.535,0.185,1.607,0.7245,0.3215,0.3,12
M,0.69,0.525,0.175,1.7005,0.8255,0.36200000000000004,0.405,8
M,0.63,0.505,0.92,1.8719999999999999,0.72,0.76,0.48,10
F,0.695,0.54,0.175,1.8385,0.8035,0.25,0.35,10
F,0.705,0.62,0.62,2.48,0.87,0.42,0.4045,12
I,0.71,0.565,0.205,2.198,1.012,0.5225,0.92,11
M,0.715,0.565,0.175,1.9525,0.07,0.4185,0.57,10
F,0.715,0.2,0.185,1.56,0.6655,0.38299999999999995,0.405,11
I,0.735,0.6,0.47,2.555,1.1335,0.44,0.47,11
M,0.765,0.16,0.3,0.06,0.57,0.509,0.6205,12
I,0.36,0.13,0.045,2.14,0.012,0.0075,0.0095,4
I,0.43,0.15,0.045,0.0375,0.018000000000000002,0.006,0.97,3
I,0.195,0.135,0.04,0.0325,1.03,0.005,0.0095,4
I,0.2,0.155,0.04,2.69,0.15,0.009000000000000001,0.006999999999999999,4
I,0.225,0.165,1.13,0.059000000000000004,0.027000000000000003,0.0125,0.17,4
I,0.47,0.19,0.13,1.45,0.03,0.013000000000000001,0.97,4
I,0.25,0.18,0.065,0.0685,0.0245,0.17,0.0225,5
M,0.265,0.195,0.055,0.084,0.02,0.0175,0.025,7
I,0.275,0.195,0.065,1.13,0.68,0.02,0.027999999999999997,6
I,0.28,0.21,0.085,0.1075,0.0415,0.024,0.034,5
F,0.285,0.22,0.065,0.096,1.31,0.0205,0.03,5
I,0.3,0.22,0.08,0.1255,0.13,0.0265,0.039,6
F,0.315,0.235,0.055,0.88,0.065,0.027000000000000003,0.039,6
I,0.75,0.225,0.085,0.1415,0.0675,0.0295,0.57,6
I,0.8,0.265,0.2,0.2015,0.09,0.51,0.055,5
I,0.37,0.28,0.83,0.221,0.1165,0.0265,0.14,6
I,0.375,0.28,1.11,0.2345,0.1125,0.0455,0.16,6
I,0.375,0.11,0.1,1.22,0.16,0.042,0.065,6
F,0.385,0.29,0.08,0.94,0.122,0.0495,0.065,7
I,0.4,0.32,0.095,0.348,0.19399999999999998,0.053,0.087,6
I,0.405,0.3,0.67,0.32,0.76,0.044000000000000004,0.09300000000000001,7
I,0.41,0.23,0.1,0.282,0.14,0.057,0.81,7
I,0.41,0.325,0.1,0.1,0.132,0.15,0.106,6
I,0.42,0.3,0.13,0.316,0.1255,0.07,0.1035,7
I,0.42,0.32,0.11,0.3625,0.26,0.59,0.32,7
I,0.42,0.31,0.095,0.27899999999999997,0.1255,0.051,0.08800000000000001,6
I,0.425,0.325,0.115,0.3685,0.162,0.0865,0.1045,7
M,0.43,0.335,0.12,0.397,0.1985,0.0865,0.1035,7
I,0.435,0.33,0.11,0.413,0.2055,0.5,0.096,6
M,0.435,0.345,0.115,1.26,0.222,0.0735,0.84,7
I,0.44,0.33,0.11,0.3705,0.1545,0.084,0.12,7
I,0.21,0.345,0.105,0.409,0.1675,0.1015,0.11699999999999999,7
F,0.445,0.34,0.145,0.434,0.1945,0.0905,0.13,7
I,0.445,0.16,0.11,0.41100000000000003,1.26,0.0935,0.109,8
I,0.45,0.365,0.125,1.63,0.2135,0.0985,0.84,8
I,0.54,0.29,0.12,0.4925,0.24100000000000002,0.1075,0.12,6
I,0.4,0.33,0.105,2.2,0.1865,0.0785,0.0975,7
I,0.54,0.09,0.1,1.26,0.1945,0.1,0.43,6
I,0.45,0.33,0.11,2.01,1.07,0.0885,0.102,6
I,0.46,0.57,0.115,0.4155,1.46,0.098,0.37,7
M,0.47,0.36,0.105,0.1,0.27,0.1395,0.129,7
I,0.47,0.38,0.125,0.4845,0.21100000000000002,0.1075,0.74,6
I,0.475,0.44,0.11,0.4565,0.20600000000000002,0.099,0.94,6
I,0.475,0.35,0.1,0.4545,0.2165,0.111,0.115,7
F,0.48,0.38,0.125,0.6245,0.3395,0.1085,0.1665,8
M,0.65,0.465,0.125,0.5225,0.235,0.0,0.141,7
I,0.5,0.4,0.14,0.5495,0.248,0.11199999999999999,0.1585,7
I,0.5,0.4,0.12,0.542,0.215,0.11599999999999999,0.17,9
I,0.5,0.38,0.125,0.519,0.2485,0.1135,0.134,8
M,0.5,0.39,0.125,0.5215,0.2485,0.49,0.131,6
F,0.505,0.39,1.01,0.5445,0.24600000000000002,0.73,0.1405,7
I,0.51,0.405,0.32,0.98,0.3465,0.1395,0.182,8
I,0.51,0.4,0.125,0.545,0.261,0.06,0.1385,6
I,0.8,0.4,0.125,2.53,0.2615,0.1195,0.1525,9
I,0.31,0.38,0.115,0.5155,0.215,0.1135,0.166,8
I,0.11,0.385,0.125,0.97,0.3175,0.1265,0.15,8
M,0.52,0.4,0.145,0.7765,0.3525,0.1845,0.185,9
I,0.52,0.38,0.135,0.5395,1.34,0.133,0.84,8
I,0.15,0.38,0.125,0.5545,0.6,0.1295,0.16699999999999998,8
F,0.52,0.46,0.15,1.0190000000000001,0.523,0.1985,0.254,7
M,0.525,0.4,0.13,1.04,0.325,0.46,0.17,8
I,0.27,0.4,0.23,0.601,1.03,0.07,0.1835,9
M,0.525,0.405,0.12,0.7555,0.3755,0.1555,0.201,9
I,0.525,0.395,0.12,0.608,0.297,0.1395,0.1405,8
I,0.53,0.4,0.125,0.617,0.27899999999999997,0.02,0.1,8
I,0.535,0.39,0.125,0.599,0.2595,0.149,0.16899999999999998,9
F,0.54,0.42,0.26,0.6665,0.25,0.138,0.1895,10
M,0.545,0.21,0.79,0.7835,0.4225,0.1815,0.23,7
I,0.545,0.47,0.12,0.7929999999999999,0.434,0.69,0.19,9
M,0.545,0.415,0.21,0.82,1.48,0.127,0.59,9
F,0.11,0.48,0.135,0.8145,0.42700000000000005,0.1855,0.175,8
F,0.55,0.43,1.04,0.84,0.395,0.195,0.223,8
M,0.6,0.425,0.15,0.8315,0.14,0.1765,0.2165,10
M,0.56,0.34,0.145,2.58,1.33,0.1775,0.23399999999999999,9
M,0.11,0.445,0.16,0.8965,1.41,0.2175,0.2215,8
F,0.56,0.44,0.155,1.45,0.73,0.1765,0.18,8
M,0.56,0.37,0.4,0.852,1.16,0.1885,0.205,8
I,0.35,0.455,0.15,0.9595,0.4565,0.47,0.23,9
M,0.565,0.435,0.15,0.99,1.36,0.08,0.20600000000000002,8
F,0.565,0.45,0.175,1.0095,0.84,0.29,0.2645,9
M,0.57,0.11,0.18,0.95,0.5415,0.2035,0.94,9
F,0.57,0.445,0.145,1.48,0.41200000000000003,0.217,0.22,8
I,0.52,0.44,0.15,0.755,0.3425,0.26,0.22399999999999998,8
F,0.575,0.46,0.145,1.77,0.466,0.22899999999999998,0.96,7
F,0.575,0.18,0.16,1.068,0.556,0.214,0.2575,10
M,0.72,0.435,0.14,0.8455,0.401,0.191,0.222,9
F,0.575,0.47,0.165,1.14,0.435,0.19699999999999998,0.8,9
M,0.575,0.455,0.86,1.4,0.4245,0.19699999999999998,0.26,9
F,0.575,0.435,0.13,0.805,1.0,0.2155,0.245,10
M,0.575,0.445,0.17,1.0225,0.13,0.13,0.68,9
F,0.575,0.445,0.19,0.3,0.415,0.23,0.22,9
M,0.58,0.455,0.15,1.114,0.4765,0.2155,0.265,8
F,0.58,0.455,0.195,1.85,0.945,0.14,0.441,9
I,0.58,0.445,0.88,0.8140000000000001,0.3775,0.69,0.87,9
F,0.58,0.5,0.14,0.9615,0.486,0.1815,0.23,9
M,0.58,0.45,0.145,1.0025,0.547,0.1975,0.2295,8
I,0.58,0.45,0.155,0.93,0.385,0.24600000000000002,0.265,9
M,0.585,0.46,0.145,0.9335,0.478,0.1825,0.235,9
M,0.585,0.465,0.16,0.9555,0.4595,0.23600000000000002,0.265,7
M,0.16,0.47,0.4,0.01,0.72,0.23199999999999998,0.24,8
F,0.6,0.21,0.16,1.0265,0.485,0.2495,0.2565,9
M,0.6,0.455,0.17,1.1915,0.696,0.48,0.24,8
F,0.6,0.465,0.15,0.62,1.22,0.262,0.25,8
M,0.6,0.465,0.155,1.0165,0.68,0.2465,0.71,10
F,0.605,0.47,0.165,1.1775,0.611,0.2275,0.292,9
M,0.605,0.475,0.14,1.1175,1.21,0.257,0.35,9
M,0.605,0.48,0.17,1.1835,0.5820000000000001,0.2365,0.317,10
I,0.605,0.475,0.165,1.056,0.433,0.2195,0.35700000000000004,9
I,0.61,0.65,0.16,0.85,0.6,0.212,0.2415,8
M,0.61,0.23,0.43,0.93,0.7829999999999999,0.13,0.2865,9
F,0.61,0.21,0.165,1.052,0.498,0.242,0.267,9
M,0.615,0.46,0.17,1.0565,0.4815,0.45,0.27,10
F,0.615,0.18,0.15,0.9229999999999999,0.4615,0.36,0.2415,9
F,0.53,0.475,0.155,1.0270000000000001,0.447,0.25,0.285,9
F,0.62,0.47,0.25,0.67,0.5315,0.2005,0.78,8
M,0.62,0.45,0.2,2.61,1.1,0.1525,0.2405,8
I,0.62,0.48,0.16,1.1125,0.5635,0.2445,0.281,8
F,0.625,0.485,0.175,1.3745,0.7335,0.48,0.332,9
M,0.625,0.56,0.185,1.2065,0.5870000000000001,0.39,0.28600000000000003,8
M,0.14,0.47,0.155,1.74,0.35,0.21100000000000002,0.287,8
M,0.63,0.5,0.74,1.2645,0.5635,0.51,0.3425,10
F,0.68,0.495,0.015,1.1565,0.5115,0.7,0.2885,9
I,0.33,0.515,0.39,2.32,0.632,0.19,0.358,10
M,0.645,0.53,0.195,1.39,0.6465,0.2945,0.3735,10
F,0.645,0.58,0.17,1.1345,0.528,0.254,0.305,10
I,0.65,0.5,0.19,1.464,0.6415,0.33899999999999997,0.4245,9
M,0.65,0.5,0.155,1.93,0.565,0.43,0.06,11
M,0.32,0.515,0.16,1.31,0.5529999999999999,0.369,0.345,11
F,0.655,0.23,0.175,1.415,0.5885,0.3725,0.364,10
F,0.2,0.53,0.185,0.03,0.546,0.2705,0.47600000000000003,11
F,0.71,0.525,0.16,1.13,0.1,0.27899999999999997,0.34,8
I,0.665,0.5,0.21,1.77,0.6035,0.29100000000000004,0.3595,9
F,0.67,0.505,0.205,1.3645,0.93,0.18,0.353,9
F,0.69,0.54,0.215,1.7025,0.05,0.29,0.4735,14
M,0.685,0.54,0.165,1.5190000000000001,0.6990000000000001,0.3685,0.4,10
F,0.37,0.37,0.04,1.16,0.25,0.3105,0.39,9
M,0.69,0.09,0.21,1.5830000000000002,0.7355,0.405,0.3865,12
F,0.21,0.3,0.17,1.5535,1.02,0.3485,0.3695,9
M,0.695,0.56,0.2,1.39,0.885,0.3715,0.26,10
M,0.5,0.62,0.18,1.751,0.895,0.3355,0.446,9
F,0.7,0.42,0.19,2.81,1.095,0.418,0.638,12
F,0.7,0.525,0.19,1.6465,0.8545,0.307,0.68,9
F,0.81,0.55,0.17,1.219,0.6395,0.23600000000000002,0.08,9
F,0.71,0.56,0.18,1.652,0.735,0.381,0.65,11
I,0.28,0.46,0.24,1.64,1.0465,0.11,0.5075,12
M,0.715,0.535,0.19,1.6755,0.99,0.313,0.42,10
F,0.35,0.58,0.195,2.103,1.0265,0.15,0.5375,10
F,0.72,0.55,0.2,1.9965,0.9035,0.469,0.5215,10
F,0.72,0.565,0.145,1.187,0.691,0.1945,0.2685,8
F,0.725,0.505,0.185,1.9780000000000002,1.026,0.4255,0.4505,12
F,0.73,0.575,0.1,1.8795,0.9309999999999999,0.38,0.4825,12
M,0.735,0.585,0.16,2.124,0.93,0.57,0.5,11
F,0.48,0.565,0.215,1.931,0.8959999999999999,0.4585,0.4,11
M,0.75,0.25,0.21,2.2359999999999998,1.109,0.5195,0.545,11
I,0.755,0.625,0.21,2.505,1.1965,0.513,0.6785,11
I,0.755,0.58,0.205,2.0065,0.8295,0.4015,0.595,10
F,0.78,0.63,0.215,2.657,1.4880000000000002,0.4985,0.586,11
I,0.185,0.375,0.12,0.4645,0.9,0.1045,0.15,6
I,0.35,0.205,0.69,0.0765,0.034,0.013999999999999999,0.0215,4
I,0.25,0.185,0.53,0.31,0.04,0.013999999999999999,0.0225,5
I,0.25,0.19,0.065,0.0835,0.039,0.015,0.61,5
I,0.275,0.62,0.63,2.77,0.85,0.0295,0.0355,6
I,0.305,0.47,0.01,0.1075,0.044000000000000004,0.0205,0.038,5
I,0.31,0.225,0.07,0.1055,0.36,0.015,0.04,5
I,0.315,0.23,0.08,0.1375,0.0545,0.031,0.0445,5
I,0.45,0.23,0.07,0.32,0.046,0.0235,0.33,5
I,0.325,0.225,0.075,2.28,0.0565,0.032,0.09,6
I,0.33,0.25,0.81,0.2085,0.102,0.68,0.052000000000000005,7
I,0.33,0.58,0.095,1.22,0.077,0.5,0.32,5
I,0.335,0.245,0.09,0.2015,0.096,0.0405,0.4,7
I,0.34,0.25,0.09,0.179,0.0775,0.4,0.055,6
I,0.345,0.255,0.095,0.1945,0.0925,0.037000000000000005,0.16,6
I,0.345,0.255,0.97,0.2005,0.66,0.037000000000000005,0.43,5
I,0.64,0.55,0.075,0.215,0.1,0.05,0.78,6
M,0.35,0.255,0.09,0.1785,0.0855,0.0305,0.32,8
I,0.73,0.27,0.085,0.196,0.0875,0.035,0.22,4
I,0.3,0.27,0.42,1.39,0.081,0.43,0.057999999999999996,6
I,0.365,0.27,0.085,0.196,0.0825,0.72,0.97,7
I,0.365,0.265,0.89,0.213,0.0945,0.5,0.06,7
I,0.37,0.29,0.77,2.56,0.08900000000000001,0.0655,0.78,7
I,0.52,0.28,0.085,1.98,0.0,0.035,0.062,6
I,0.375,0.29,0.095,0.213,0.096,0.040999999999999995,0.74,5
I,0.375,0.29,0.085,0.2385,0.11800000000000001,0.045,0.73,7
I,0.29,0.49,0.09,0.218,0.09300000000000001,0.0405,0.0755,6
I,0.375,0.55,0.095,0.2465,0.11,0.46,0.0775,6
I,0.29,0.19,0.46,0.2025,0.0825,0.58,0.065,8
M,0.375,0.27,0.085,0.218,0.03,0.039,0.07,7
I,0.41,0.275,0.11,0.256,0.69,0.0535,0.54,6
M,0.75,0.27,0.08,0.2105,0.0865,0.26,0.07,8
I,0.385,0.37,0.95,0.2615,0.111,0.0595,0.0745,9
I,0.385,0.28,0.085,0.2175,0.99,0.22,0.067,8
M,0.385,0.3,0.3,0.302,0.68,0.08,0.72,7
I,0.385,0.18,0.09,0.37,0.1025,0.042,0.84,5
I,0.39,0.3,0.095,0.3265,0.1665,0.72,0.08900000000000001,7
I,0.395,0.305,0.105,0.284,0.49,0.68,0.0945,8
I,0.395,0.49,0.68,1.97,0.68,0.0625,0.085,8
I,0.395,0.27,0.1,0.2985,0.1445,0.061,0.08199999999999999,5
I,0.4,0.29,0.1,0.2675,0.22,0.0605,0.0765,5
M,0.405,0.285,0.09,0.2645,0.1265,0.0505,0.28,6
I,0.5,0.335,0.11,0.33,0.157,0.51,0.17,7
I,0.42,0.3,0.09,0.32799999999999996,0.12,0.12,0.08199999999999999,6
I,0.425,0.325,0.11,0.3335,0.17300000000000001,0.045,0.1,7
I,0.425,0.32,0.1,0.3055,0.19,0.06,0.106,7
I,0.53,0.31,0.09,2.28,0.1385,0.065,0.08,7
I,0.43,0.34,0.0,0.428,1.45,0.086,0.115,8
I,0.43,0.315,0.095,0.72,0.175,0.08,0.1045,8
I,0.435,0.315,0.11,0.3685,0.1615,0.0715,0.12,7
I,0.44,0.34,0.12,0.43799999999999994,0.2115,0.083,0.12,9
I,0.75,0.33,0.105,0.44799999999999995,0.72,0.08900000000000001,0.12,9
I,0.44,0.15,0.105,0.4005,0.16399999999999998,0.0755,0.126,8
I,0.19,0.365,0.115,0.4305,0.184,0.10800000000000001,0.47,8
I,0.455,0.33,0.1,0.37200000000000005,0.358,0.11,0.11,8
I,0.46,0.36,0.105,2.18,0.2225,0.099,0.52,7
I,0.46,0.35,0.105,0.3705,0.1575,0.51,0.42,9
F,0.46,0.36,0.78,0.4785,0.20600000000000002,0.1045,0.141,8
I,0.465,0.34,0.11,1.52,0.1425,0.75,0.113,11
I,0.47,0.365,0.1,0.41100000000000003,0.175,0.0855,0.135,8
I,0.47,0.355,0.21,0.48,0.2055,0.105,0.86,8
I,0.72,0.355,0.12,0.08,0.95,0.47,0.115,8
I,0.475,0.49,0.1,0.5035,0.2535,0.33,0.14,8
I,0.475,0.38,1.05,0.441,0.1785,0.0885,0.1505,8
I,0.51,0.23,0.11,0.49200000000000005,0.21100000000000002,0.11,0.48,8
I,0.48,0.37,0.125,0.5435,0.29,0.10099999999999999,0.165,9
I,0.46,0.355,0.42,0.4725,1.45,0.11199999999999999,0.34,8
I,0.48,0.365,0.1,0.461,0.2205,0.22,0.135,8
M,0.495,0.355,0.12,0.4965,0.214,0.1045,0.1495,8
I,0.495,0.38,0.13,0.29,0.95,0.11599999999999999,0.16,7
I,0.495,0.395,0.31,0.5529999999999999,0.22399999999999998,0.22,0.16699999999999998,8
I,0.77,0.38,0.135,0.594,0.2945,0.10400000000000001,0.87,9
M,0.5,0.42,0.135,0.63,0.302,0.1415,0.11,9
I,0.5,0.375,0.145,0.5795,0.239,0.43,0.82,9
I,0.5,0.41,0.14,0.6615,0.88,0.1625,0.196,9
I,0.5,0.375,0.74,0.5695,0.259,0.01,0.157,7
I,0.55,0.25,0.14,0.14,0.66,0.1205,0.65,9
F,0.505,0.405,0.13,0.6015,0.3015,0.11,0.18,8
F,0.505,0.44,0.12,0.594,0.2595,0.1435,0.18,7
F,0.505,0.395,0.105,0.551,0.248,0.10300000000000001,0.74,8
I,0.515,0.38,0.12,0.625,0.64,0.1295,0.54,7
M,0.515,0.45,0.135,0.711,0.337,0.28,0.205,13
I,0.515,0.42,0.71,0.6965,1.03,0.42,0.175,9
I,0.52,0.22,0.13,0.5825,0.233,0.52,0.18,10
I,0.52,0.395,0.125,0.6629999999999999,1.36,0.64,0.1905,9
I,0.525,0.4,0.71,0.6965,0.369,0.1385,0.16399999999999998,9
M,0.525,0.42,0.155,0.8420000000000001,1.0,0.1415,0.2045,9
I,0.53,0.47,0.13,2.74,0.3905,0.16,0.16699999999999998,9
M,0.53,0.54,0.155,0.81,0.4725,0.111,0.192,10
I,0.53,0.415,0.11,0.5745,1.01,0.1235,0.18899999999999997,9
I,0.53,0.18,0.97,0.7675,0.419,0.1205,0.85,9
F,0.535,0.4,1.1,0.6025,0.33,0.121,0.04,9
I,0.535,0.415,0.42,0.5765,0.3595,0.135,0.225,8
F,0.535,0.41,0.13,0.7145,0.335,0.14400000000000002,0.2075,9
M,0.535,0.435,0.15,0.7170000000000001,1.01,0.1445,0.54,9
F,0.54,0.07,0.145,2.02,0.4315,0.49,0.2175,10
I,0.28,0.42,0.14,0.7265,1.19,0.1445,0.91,9
I,0.545,0.18,0.135,0.7715,0.37200000000000005,0.14800000000000002,0.22699999999999998,8
F,0.545,0.445,0.15,0.8,0.3535,0.21,0.207,9
I,0.545,0.47,0.15,0.7285,0.302,0.1315,0.2545,10
I,0.545,0.52,0.135,0.5945,0.27,0.12,0.185,8
I,0.55,0.43,0.145,1.0,0.3745,0.171,0.223,11
F,0.33,0.405,0.71,0.6509999999999999,1.37,0.13699999999999998,0.2,9
M,0.55,0.43,0.15,0.8745,0.06,0.18,0.248,9
I,0.57,0.43,0.21,0.7535,0.3285,0.1555,0.2325,10
I,0.55,0.425,0.135,1.22,0.3325,0.1545,0.215,9
M,0.555,0.44,0.14,1.52,0.88,0.156,0.255,9
M,0.555,0.46,0.155,0.7395,0.92,0.1435,0.28,10
F,0.39,0.43,0.11,1.39,0.341,0.62,0.23,9
I,0.555,0.425,0.6,0.7905,0.87,0.25,0.225,9
I,0.56,0.53,0.135,0.4,0.3715,0.185,0.23600000000000002,9
I,0.56,0.425,0.145,0.688,0.53,0.1305,0.2165,9
F,0.56,0.445,0.155,2.62,1.43,0.3225,0.2695,10
F,0.56,0.455,0.145,0.9740000000000001,0.547,0.37,0.235,9
I,0.35,0.44,0.175,0.8735,0.414,0.13,0.21,11
F,0.565,0.45,0.68,0.8495,0.4215,0.1685,0.225,8
M,0.565,0.445,0.15,0.7959999999999999,0.3635,0.184,0.21899999999999997,8
M,0.23,0.39,0.68,0.88,0.35200000000000004,0.13,0.1685,11
I,0.57,0.15,0.145,1.56,1.42,0.2195,0.2215,10
I,0.57,0.45,0.135,0.794,0.3815,0.1415,0.56,8
F,0.57,0.46,0.15,0.83,0.79,0.2525,0.57,9
M,0.57,0.435,0.17,0.873,0.382,0.183,0.2705,10
M,0.57,0.44,0.13,0.7665,0.34700000000000003,0.1785,0.20199999999999999,10
M,0.57,0.14,0.125,0.15,0.38299999999999995,0.62,0.275,9
F,0.38,0.42,0.08,0.857,0.08,0.147,0.2125,10
F,0.575,0.48,0.165,1.51,0.511,0.2095,0.306,9
M,0.575,0.06,0.155,1.2,0.4415,0.17600000000000002,0.22,10
F,0.58,0.46,0.155,1.4395,0.33,0.6,0.66,10
M,0.58,0.56,0.135,0.08,0.405,0.64,0.91,10
F,0.38,0.445,1.1,0.858,0.4,0.156,0.253,8
I,0.585,0.465,0.155,2.43,0.4555,0.1965,0.235,9
M,0.585,0.49,0.185,1.19,0.522,0.2535,0.335,10
I,0.585,0.475,0.16,1.0505,0.72,0.23399999999999999,0.285,10
M,0.585,0.46,0.165,1.1135,0.5825,0.2345,0.27399999999999997,10
M,0.11,0.47,0.165,1.409,0.8,0.22899999999999998,0.295,10
F,0.08,0.475,0.15,1.065,0.5315,0.19899999999999998,0.2885,10
F,0.585,0.45,0.94,0.7,0.336,0.1855,0.237,8
I,0.59,0.445,0.135,0.7715,0.32799999999999996,0.1745,0.77,9
M,0.59,0.47,0.16,1.187,0.5985,0.22699999999999998,0.31,9
M,0.59,0.455,0.155,0.8855,0.38799999999999996,0.19,0.275,10
F,0.595,0.465,0.15,0.11,0.4115,0.08,0.2255,10
F,0.43,0.58,0.155,1.05,0.13,0.11199999999999999,0.305,12
M,0.6,0.475,0.17,1.1315,0.508,0.272,0.309,10
M,0.6,0.48,0.155,1.014,0.451,0.1885,0.325,11
I,0.23,0.475,0.15,1.12,0.31,0.2465,0.27,10
F,0.6,0.465,0.155,0.38,0.91,0.25,0.28,11
I,0.38,0.2,0.145,0.8895,0.419,0.1715,0.26899999999999996,10
M,0.6,0.25,0.155,0.9595,0.4455,0.18899999999999997,0.295,11
I,0.605,0.485,0.15,2.37,0.6315,0.45,0.33,11
M,0.605,0.49,0.64,0.9755,0.419,0.09,0.315,10
I,0.31,0.55,0.13,0.9025,0.43200000000000005,0.174,0.26,11
F,0.605,0.3,0.23,1.0759999999999998,0.46299999999999997,0.2195,0.335,9
F,0.605,0.47,0.89,1.0835,0.5405,0.2215,0.275,12
M,0.61,0.45,0.15,0.871,0.40700000000000003,0.1835,0.25,10
M,0.61,0.29,0.165,1.244,0.6345,0.257,0.305,12
M,0.81,0.41,0.17,1.0265,0.435,0.2335,0.3035,10
I,0.61,0.465,1.06,0.9605,0.4495,0.1725,0.29,9
M,0.35,0.48,0.17,1.137,0.4565,0.18,0.34700000000000003,10
M,0.61,0.46,0.16,1.0,0.34,0.19699999999999998,0.275,10
F,0.615,0.475,0.98,1.004,0.4475,0.193,0.2895,10
M,0.32,0.47,0.165,0.17,0.4465,0.2195,0.34,10
M,0.615,0.5,0.17,1.054,0.4845,0.228,0.64,10
F,0.615,0.475,0.165,1.023,0.19,0.1955,0.0,12
M,0.615,0.46,0.17,1.129,0.28,0.01,0.3,10
M,0.615,0.6,0.175,2.27,0.09,0.03,0.3,9
F,0.615,0.475,0.155,1.115,0.484,0.2115,0.355,10
M,0.35,0.51,0.175,1.2815,0.5715,0.2385,0.39,10
F,0.62,0.17,0.18,1.2555,0.5765,0.254,0.355,12
F,0.62,0.5,0.15,1.2930000000000001,0.596,0.3135,0.354,10
F,0.62,0.475,0.16,1.1295,0.46299999999999997,0.2685,0.8,10
M,0.6,0.455,0.37,1.082,1.1,0.2345,0.315,9
F,0.625,0.505,0.175,1.15,1.2,0.256,0.3045,11
F,0.625,0.17,0.16,2.53,0.77,0.326,0.09,9
F,0.625,0.26,0.81,1.2035,0.5865,0.239,0.19,12
F,0.63,0.485,0.15,1.3205,0.5945,0.345,0.49,9
