Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
M,0.675,0.31,0.195,2.16,0.27,0.3615,0.67,12
F,0.15,0.535,1.1,1.91,0.7245,0.3215,0.3,12
I,0.58,0.55,0.175,1.78,0.8255,0.36200000000000004,0.405,8
M,0.63,0.505,0.66,1.8719999999999999,0.86,0.68,0.48,10
F,0.695,0.54,0.87,1.8385,0.52,0.25,0.22,10
M,0.705,0.46,0.62,2.66,0.97,0.42,0.4045,12
I,0.46,0.565,0.205,1.97,1.012,0.5225,0.92,11
I,0.715,0.565,0.67,1.9525,0.07,0.28,0.57,10
F,0.78,0.09,1.07,1.56,1.48,0.03,0.405,11
I,0.53,0.6,0.47,1.32,0.35,0.44,0.52,11
M,0.765,0.16,0.3,0.06,0.83,0.509,0.6205,12
I,0.17,0.63,0.74,2.14,1.17,0.0075,0.0095,4
F,0.43,0.43,0.045,0.0375,1.38,0.006,0.32,3
I,0.19,0.21,0.04,0.88,1.46,0.005,0.0095,4
I,0.31,0.155,0.04,1.26,0.15,0.009000000000000001,0.66,4
I,0.45,0.165,1.13,0.059000000000000004,0.34,0.0125,0.17,4
I,0.47,0.19,0.13,1.37,0.44,0.43,0.14,4
I,0.25,0.5,0.065,0.0685,0.0245,0.24,0.0225,5
M,0.69,0.195,0.03,0.084,0.02,0.43,0.025,7
I,0.275,0.195,0.065,1.13,0.68,0.27,0.027999999999999997,6
M,0.28,0.15,1.02,0.1075,0.0415,0.024,0.034,5
M,0.4,0.22,0.065,0.44,0.03,0.0205,0.42,5
I,0.3,0.22,0.08,1.7,0.13,0.19,0.039,6
I,0.315,0.56,1.09,0.88,1.05,0.027000000000000003,0.42,6
I,0.75,0.25,0.52,2.43,0.39,0.0295,0.09,6
I,0.8,0.54,0.2,1.19,1.29,0.51,0.055,5
I,0.3,0.35,0.76,0.45,0.1165,0.0265,0.14,6
I,0.375,0.28,1.11,2.0,0.04,0.0455,0.35,6
I,0.56,0.11,0.1,2.39,0.38,0.25,0.065,6
F,0.385,0.64,0.9,0.94,0.122,0.0495,0.065,7
I,0.31,0.07,0.095,0.67,0.19399999999999998,0.1,0.087,6
I,0.38,0.43,0.18,0.32,0.91,0.38,0.09300000000000001,7
I,0.74,0.3,0.66,0.95,0.14,0.057,0.88,7
I,0.57,0.35,0.1,1.69,0.6,0.01,0.67,6
I,0.69,0.3,0.49,0.316,1.19,0.53,0.1035,7
I,0.42,0.32,0.42,0.3625,0.41,0.23,0.32,7
I,0.25,0.31,0.095,0.27899999999999997,0.1255,0.32,0.54,6
I,0.65,0.21,0.115,0.12,0.162,0.51,0.1045,7
F,0.43,0.24,0.12,1.79,0.07,0.0865,0.1035,7
F,0.435,0.3,1.11,0.413,0.2055,0.5,0.5,6
M,0.21,0.19,0.34,2.13,0.222,0.0735,0.25,7
I,0.44,0.33,0.25,0.88,0.1545,0.12,0.52,7
I,0.51,0.1,0.84,0.409,0.51,0.01,0.5,7
F,0.72,0.34,0.72,0.434,0.1945,0.75,0.59,7
I,0.445,0.16,0.11,1.84,1.26,0.34,0.109,8
M,0.51,0.29,0.125,1.63,1.38,0.65,0.84,8
I,0.4,0.29,0.6,0.14,1.1,0.1075,0.12,6
M,0.09,0.33,0.105,2.2,1.16,0.0785,0.33,7
M,0.54,0.26,0.51,1.26,1.25,0.1,0.06,6
I,0.59,0.33,0.11,2.36,1.27,0.0885,0.102,6
I,0.46,0.28,1.12,0.4155,1.46,0.42,0.77,7
I,0.47,0.39,0.36,1.1,0.56,0.23,0.48,7
I,0.15,0.27,1.03,0.55,0.01,0.1075,0.74,6
I,0.475,0.44,0.86,0.4565,0.20600000000000002,0.099,0.94,6
I,0.38,0.35,0.1,2.3,0.2165,0.67,0.115,7
M,0.78,0.38,0.76,0.17,0.3395,0.55,0.96,8
I,0.42,0.07,0.125,1.04,0.9,0.19,0.53,7
F,0.19,0.4,0.88,1.63,0.248,0.46,0.1585,7
I,0.53,0.4,0.26,0.542,0.215,0.11599999999999999,0.46,9
F,0.5,0.38,0.24,1.5,0.79,0.1135,0.134,8
M,0.5,0.15,0.125,0.5215,0.2485,0.39,0.73,6
M,0.59,0.15,0.58,0.19,0.24600000000000002,0.73,0.1405,7
I,0.17,0.405,0.32,0.65,0.3465,0.35,0.79,8
I,0.61,0.35,0.51,2.42,0.261,0.62,0.59,6
I,0.16,0.58,0.125,2.53,1.28,0.35,0.38,9
F,0.36,0.38,1.04,2.68,0.34,0.66,0.63,8
I,0.11,0.385,0.125,0.44,0.38,0.21,0.43,8
M,0.52,0.38,0.01,1.81,0.3525,0.1845,0.185,9
I,0.51,0.19,1.02,1.3,1.34,0.38,0.64,8
I,0.61,0.48,0.125,0.11,0.4,0.63,0.16699999999999998,8
F,0.43,0.22,0.15,1.0190000000000001,0.92,0.1985,0.254,7
F,0.525,0.4,0.66,1.04,0.325,0.33,0.49,8
I,0.27,0.59,0.82,2.53,1.28,0.07,0.15,9
F,0.7,0.55,0.46,0.7555,0.3755,0.1555,0.201,9
I,0.62,0.15,1.09,1.03,0.297,0.1395,0.1405,8
I,0.58,0.17,0.125,1.96,0.27899999999999997,0.33,0.22,8
I,0.4,0.61,0.72,0.599,0.2595,0.04,0.18,9
F,0.19,0.42,0.26,0.6665,0.25,0.2,1.0,10
I,0.545,0.5,0.08,0.7835,0.4225,0.32,0.91,7
M,0.545,0.62,0.12,0.64,0.434,0.35,0.19,9
M,0.32,0.415,0.21,1.48,1.48,0.53,0.59,9
F,0.11,0.06,0.135,0.8145,0.42700000000000005,0.35,0.26,8
F,0.55,0.52,0.33,0.84,0.17,0.53,0.223,8
M,0.6,0.425,0.15,0.8315,0.8,0.31,0.11,10
M,0.56,0.08,0.145,2.58,0.81,0.42,0.23399999999999999,9
F,0.11,0.11,0.84,0.09,0.45,0.02,0.47,8
I,0.56,0.44,0.47,2.21,0.91,0.42,0.18,8
I,0.56,0.39,0.0,2.5,0.44,0.1885,0.15,8
I,0.35,0.455,0.24,0.9595,0.4565,0.08,0.23,9
M,0.59,0.16,0.52,1.55,0.97,0.08,0.8,8
F,0.565,0.21,0.175,0.17,0.84,0.29,0.2645,9
M,0.13,0.11,0.18,0.02,1.45,0.43,0.37,9
M,0.57,0.445,0.145,1.48,0.41200000000000003,0.04,0.4,8
M,0.52,0.43,0.15,0.755,0.4,0.26,0.22399999999999998,8
F,0.575,0.46,0.11,1.6,0.466,0.13,0.96,7
F,0.575,0.18,0.29,1.068,1.41,0.73,0.14,10
M,0.46,0.435,0.4,1.29,0.401,0.191,0.89,9
F,0.16,0.47,0.165,1.27,0.435,0.33,0.66,9
M,0.7,0.455,0.86,0.25,0.53,0.76,0.05,9
F,0.37,0.435,1.03,2.0,1.0,0.2155,0.48,10
F,0.4,0.42,0.17,2.72,0.72,0.7,0.68,9
F,0.575,0.5,0.19,0.3,0.66,0.23,0.51,9
M,0.58,0.455,0.82,1.114,0.1,0.2155,0.265,8
I,0.58,0.26,0.195,2.7,0.0,0.14,0.441,9
I,0.58,0.46,0.27,0.8140000000000001,1.2,0.69,0.87,9
F,0.12,0.37,0.14,0.9615,1.37,0.46,0.23,9
M,0.67,0.45,0.4,0.87,0.547,0.47,0.59,8
I,0.58,0.45,0.155,0.93,0.78,0.66,0.265,9
I,0.585,0.46,0.16,1.74,0.38,0.32,0.235,9
M,0.39,0.465,0.47,0.9555,0.4595,0.11,0.265,7
F,0.16,0.21,0.16,0.01,0.2,0.57,0.66,8
I,0.37,0.21,0.73,0.02,1.27,0.12,0.2565,9
M,0.31,0.455,0.17,1.1915,0.696,0.34,0.24,8
M,0.6,0.06,0.5,0.85,1.22,0.22,0.25,8
M,0.6,0.465,1.03,1.0165,1.36,0.2465,0.18,10
F,0.24,0.24,0.15,1.1775,0.78,0.6,0.85,9
M,0.61,0.48,0.14,2.26,1.21,0.5,0.35,9
M,0.605,0.48,0.17,2.79,0.92,0.2365,0.65,10
I,0.605,0.49,0.2,2.46,0.35,0.76,0.35700000000000004,9
I,0.61,0.65,0.16,0.85,0.6,0.212,0.49,8
M,0.56,0.46,0.57,0.54,1.25,0.72,0.73,9
F,0.61,0.21,0.13,1.052,0.498,0.242,0.267,9
M,0.615,0.18,0.17,2.25,0.18,0.45,0.27,10
F,0.615,0.06,1.01,0.9229999999999999,0.4615,0.3,0.53,9
F,0.53,0.1,0.155,0.98,0.447,0.67,0.285,9
F,0.78,0.54,0.25,0.67,0.5315,0.2005,0.83,8
M,0.44,0.16,0.2,2.08,1.1,0.23,0.2405,8
I,0.62,0.41,0.16,0.16,0.64,0.21,0.89,8
F,0.625,0.485,0.175,1.3745,0.7335,0.08,0.332,9
M,0.625,0.56,0.185,0.52,0.5870000000000001,0.39,0.28600000000000003,8
F,0.63,0.46,0.47,1.74,0.35,0.21100000000000002,0.04,8
F,0.26,0.5,0.11,2.61,1.25,0.24,0.3425,10
M,0.61,0.495,0.015,2.44,1.31,0.7,0.58,9
I,0.33,0.45,0.41,2.32,0.632,0.45,0.358,10
M,0.62,0.53,0.195,1.62,0.27,0.66,0.44,10
F,0.33,0.34,0.99,1.1345,0.528,0.254,0.38,10
I,0.65,0.5,0.19,1.57,0.6415,0.33899999999999997,0.4245,9
M,0.2,0.54,0.12,1.93,0.565,0.43,0.06,11
M,0.32,0.51,0.16,1.31,1.08,0.17,0.345,11
F,0.655,0.23,0.175,0.33,0.5885,0.3725,0.364,10
F,0.54,0.08,0.9,0.03,0.546,0.24,0.22,11
F,0.59,0.64,0.12,0.91,0.1,0.31,0.16,8
I,0.665,0.22,0.21,0.58,0.6035,0.09,0.51,9
F,0.67,0.36,0.13,2.24,0.93,0.75,0.12,9
F,0.6,0.08,0.215,1.93,0.05,0.71,0.46,14
M,0.51,0.54,0.165,1.5190000000000001,0.6990000000000001,0.01,0.86,10
F,0.71,0.37,0.04,1.16,0.25,0.47,0.64,9
M,0.58,0.36,0.58,1.5830000000000002,0.11,0.33,0.86,12
F,0.14,0.3,0.17,0.21,0.88,0.26,0.3695,9
M,0.695,0.56,0.43,1.27,0.885,0.3715,0.92,10
M,0.77,0.62,0.18,0.77,0.61,0.5,0.16,9
F,0.8,0.42,0.54,0.12,0.5,0.48,0.638,12
I,0.2,0.56,1.09,1.6465,0.8545,0.307,0.72,9
F,0.61,0.55,0.17,1.27,0.6395,0.55,0.61,9
F,0.71,0.56,0.18,1.7,1.08,0.04,0.65,11
I,0.21,0.46,1.13,0.48,1.0465,0.16,0.64,12
M,0.42,0.535,0.19,1.81,0.99,0.66,0.42,10
F,0.35,0.51,0.195,0.45,1.0265,0.15,0.37,10
F,0.36,0.55,0.2,2.3,0.81,0.469,0.5215,10
F,0.14,0.565,0.145,1.71,0.691,0.1945,0.2685,8
F,0.28,0.15,0.46,0.03,1.026,0.4255,0.4505,12
F,0.43,0.575,0.68,2.79,0.9309999999999999,0.38,0.4825,12
M,0.735,0.59,0.16,2.124,0.93,0.04,0.5,11
F,0.48,0.565,0.19,1.931,0.8959999999999999,0.31,0.88,11
M,0.78,0.25,0.21,2.77,1.109,0.41,0.545,11
I,0.68,0.625,0.21,2.505,1.16,0.513,0.6785,11
F,0.51,0.58,0.82,0.66,0.8295,0.02,0.76,10
F,0.3,0.13,0.11,1.53,0.05,0.17,0.586,11
I,0.185,0.375,0.12,0.43,0.9,0.69,0.15,6
I,0.35,0.46,0.1,0.0765,1.45,0.25,0.19,4
M,0.74,0.185,0.53,0.52,0.04,0.013999999999999999,0.92,5
I,0.48,0.19,0.065,2.81,0.85,0.015,0.61,5
I,0.275,0.4,0.5,2.77,0.85,0.58,0.0355,6
I,0.76,0.47,0.24,0.1075,0.044000000000000004,0.16,0.09,5
I,0.17,0.25,0.07,0.1055,1.34,0.75,0.33,5
I,0.8,0.44,0.87,1.53,1.47,0.63,0.0445,5
I,0.45,0.64,0.07,0.32,0.73,0.62,0.33,5
I,0.52,0.55,0.21,2.28,0.0565,0.032,0.09,6
I,0.3,0.25,0.81,0.2085,0.102,0.26,0.33,7
I,0.17,0.51,0.095,2.27,0.16,0.44,0.86,5
I,0.53,0.245,0.46,0.2015,0.096,0.69,0.87,7
I,0.34,0.35,0.09,2.45,0.41,0.4,0.055,6
F,0.345,0.2,0.095,0.1945,0.0925,0.037000000000000005,0.03,6
F,0.79,0.255,0.97,1.4,0.66,0.09,0.24,5
I,0.64,0.32,0.075,0.215,0.21,0.31,0.78,6
M,0.35,0.26,0.09,1.32,0.0855,0.25,0.32,8
I,0.62,0.27,0.085,2.22,0.0875,0.035,0.04,4
I,0.55,0.27,0.42,1.39,0.13,0.43,0.63,6
I,0.365,0.27,0.02,0.196,0.0825,0.13,0.6,7
I,0.365,0.53,0.89,0.213,0.0945,0.52,0.27,7
I,0.2,0.29,0.77,2.56,0.64,0.0655,0.78,7
F,0.25,0.58,0.93,1.98,0.0,0.38,0.062,6
I,0.09,0.29,0.63,1.58,0.89,0.040999999999999995,0.74,5
I,0.12,0.08,0.085,0.2385,1.05,0.045,0.73,7
I,0.79,0.25,0.19,0.218,0.74,0.0405,0.17,6
M,0.64,0.55,0.3,1.76,0.11,0.46,0.49,6
I,0.1,0.19,0.24,2.78,0.04,0.63,0.065,8
M,0.43,0.35,0.72,0.218,0.03,0.039,0.7,7
I,0.62,0.18,0.33,2.38,0.69,0.42,0.83,6
I,0.8,0.27,0.51,0.2105,0.0865,0.26,0.6,8
I,0.26,0.25,0.12,2.27,0.111,0.0595,0.0745,9
M,0.17,0.28,0.085,0.2175,0.99,0.24,0.84,8
F,0.385,0.3,0.3,0.302,0.37,0.08,0.72,7
I,0.385,0.18,1.0,0.37,0.1025,0.042,0.84,5
I,0.39,0.3,0.095,0.3265,0.67,0.14,0.41,7
I,0.395,0.18,0.105,1.24,0.42,0.68,0.0945,8
M,0.395,0.59,0.68,1.44,0.68,0.07,0.3,8
I,0.14,0.43,1.05,0.2985,1.03,0.061,0.08199999999999999,5
I,0.4,0.29,0.1,0.24,1.4,0.0605,0.34,5
M,0.81,0.28,0.43,0.2645,1.01,0.0505,0.28,6
I,0.54,0.335,0.83,0.33,1.4,0.51,0.9,7
I,0.42,0.52,0.09,0.32799999999999996,0.02,0.35,0.08199999999999999,6
I,0.55,0.325,0.11,1.32,0.25,0.73,0.7,7
M,0.425,0.32,0.67,0.3055,0.19,0.23,0.106,7
M,0.53,0.31,0.04,0.4,0.72,0.065,0.08,7
I,0.48,0.25,0.76,0.428,1.45,0.086,0.115,8
F,0.5,0.43,0.095,0.72,1.18,0.62,0.1045,8
I,0.435,0.5,0.13,1.75,0.78,0.41,0.44,7
I,0.44,0.51,0.97,0.43799999999999994,0.76,0.44,0.21,9
I,0.8,0.27,0.105,1.02,1.38,0.44,0.12,9
I,0.44,0.43,0.105,0.4005,0.02,0.0755,0.126,8
I,0.61,0.59,0.115,0.4305,1.35,0.37,0.48,8
I,0.455,0.32,0.1,0.37200000000000005,0.358,0.11,0.11,8
I,0.6,0.37,0.29,0.0,0.2225,0.099,0.52,7
I,0.46,0.45,0.01,2.09,0.56,0.34,0.25,9
M,0.76,0.45,0.89,0.4785,0.20600000000000002,0.1045,0.36,8
I,0.465,0.51,0.8,2.47,0.1425,0.75,0.84,11
M,0.53,0.27,0.0,0.41100000000000003,0.175,0.0855,0.135,8
I,0.24,0.355,0.21,0.48,0.2055,0.105,0.29,8
F,0.44,0.49,0.15,0.28,0.31,0.47,0.115,8
M,0.475,0.1,1.06,2.59,0.2535,0.33,0.14,8
I,0.14,0.6,1.05,2.58,0.1785,0.0885,0.36,8
I,0.51,0.23,0.11,0.99,0.21100000000000002,0.11,0.48,8
I,0.15,0.37,0.125,0.5435,0.29,0.10099999999999999,0.165,9
I,0.46,0.23,1.11,0.4725,1.45,0.11199999999999999,0.34,8
I,0.48,0.365,0.1,0.461,1.28,0.22,0.135,8
M,0.495,0.355,0.12,0.38,0.214,0.1045,0.1495,8
I,0.52,0.38,0.78,0.29,0.07,0.11599999999999999,0.16,7
I,0.495,0.395,1.03,0.71,0.22399999999999998,0.22,0.49,8
F,0.77,0.39,0.13,1.72,0.2945,0.10400000000000001,0.24,9
M,0.5,0.42,0.72,0.63,0.54,0.26,0.05,9
I,0.5,0.375,0.59,1.31,0.78,0.43,0.82,9
I,0.61,0.41,0.14,0.6615,0.73,0.19,0.196,9
I,0.5,0.375,0.74,1.85,0.259,0.01,0.157,7
I,0.18,0.25,0.14,0.14,0.66,0.65,0.76,9
F,0.505,0.53,0.13,0.6015,0.3015,0.01,0.02,8
I,0.1,0.09,1.03,0.21,0.2595,0.1435,0.18,7
F,0.505,0.65,0.105,0.551,0.248,0.34,0.74,8
I,0.515,0.38,0.21,0.625,0.64,0.73,0.35,7
M,0.61,0.45,0.05,0.711,0.337,0.28,0.68,13
F,0.515,0.42,0.71,0.6965,0.46,0.26,0.75,9
I,0.72,0.13,0.13,0.5825,0.233,0.52,0.18,10
F,0.74,0.48,0.99,0.12,1.25,0.72,0.1905,9
F,0.22,0.4,0.71,2.18,0.369,0.19,0.16399999999999998,9
M,0.73,0.42,0.155,0.62,1.0,0.1415,0.2045,9
I,0.53,0.47,0.03,2.74,0.3905,0.16,0.16699999999999998,9
I,0.76,0.34,0.35,1.82,0.21,0.29,0.192,10
F,0.09,0.5,0.93,0.5745,1.01,0.36,0.18899999999999997,9
I,0.46,0.18,0.59,1.51,0.25,0.1205,0.85,9
I,0.67,0.4,0.94,0.6025,0.93,0.121,0.62,9
F,0.535,0.415,0.61,0.5765,0.48,0.135,0.225,8
M,0.19,0.41,0.31,0.7145,0.335,0.14400000000000002,0.2075,9
M,0.74,0.435,1.09,1.37,0.04,0.1445,0.05,9
F,0.54,0.07,1.09,0.48,0.29,0.04,0.2175,10
M,0.28,0.42,0.14,1.27,1.11,0.02,0.92,9
I,0.16,0.18,0.135,1.49,0.37200000000000005,0.62,0.22699999999999998,8
M,0.23,0.48,0.34,1.64,0.3535,0.21,0.28,9
I,0.545,0.47,0.15,0.55,0.302,0.48,0.2545,10
I,0.545,0.52,0.5,2.62,1.34,0.12,0.185,8
I,0.49,0.56,0.21,1.0,0.52,0.09,0.223,11
M,0.33,0.405,0.91,0.6509999999999999,1.37,0.13699999999999998,0.73,9
M,0.55,0.43,0.58,0.8745,0.06,0.18,0.248,9
I,0.64,0.58,0.35,0.7535,1.12,0.06,0.2325,10
I,0.28,0.22,0.135,1.22,1.38,0.54,0.215,9
F,0.72,0.44,0.14,1.52,0.88,0.19,0.255,9
F,0.45,0.39,0.82,1.03,0.48,0.1435,0.69,10
I,0.33,0.43,0.11,0.1,0.341,0.31,0.23,9
I,0.555,0.425,0.6,0.22,0.86,0.03,0.95,9
I,0.56,0.53,0.135,0.4,0.33,0.185,0.23600000000000002,9
I,0.5,0.39,0.145,0.688,1.19,0.27,0.06,9
M,0.27,0.65,0.79,0.72,1.43,0.3225,0.84,10
F,0.56,0.6,0.145,0.9740000000000001,0.547,0.22,0.31,9
I,0.8,0.44,0.175,1.02,0.414,0.01,0.21,11
M,0.565,0.6,0.82,1.64,0.4215,0.43,0.225,8
F,0.69,0.445,0.15,0.63,0.02,0.2,0.18,8
M,0.73,0.55,0.6,0.47,1.47,0.31,0.23,11
I,0.23,0.07,0.6,2.76,0.14,0.2195,0.2215,10
I,0.7,0.6,0.04,0.794,0.3815,0.69,0.53,8
F,0.14,0.46,0.26,0.83,1.45,0.2525,0.57,9
M,0.31,0.435,0.17,0.873,0.382,0.183,0.31,10
M,0.57,0.55,0.37,0.7665,0.31,0.1785,0.20199999999999999,10
M,0.57,0.53,0.18,0.15,0.4,0.62,0.275,9
I,0.38,0.65,0.22,1.14,0.17,0.53,0.2125,10
F,0.575,0.35,0.165,1.51,0.511,0.2095,0.306,9
M,0.575,0.06,0.155,1.2,1.1,0.05,0.19,10
I,0.19,0.65,0.23,0.51,0.44,0.41,0.66,10
F,0.58,0.46,0.135,0.82,0.405,0.21,0.91,10
F,0.49,0.22,0.87,0.58,0.4,0.156,0.253,8
I,0.35,0.465,1.07,2.43,1.17,0.23,0.235,9
M,0.585,0.49,0.78,0.45,0.522,0.75,0.3,10
I,0.585,0.475,0.16,1.0505,0.54,0.23399999999999999,0.97,10
F,0.585,0.46,0.57,2.22,0.74,0.2345,0.27399999999999997,10
I,0.11,0.47,0.165,1.409,0.34,0.7,0.41,10
F,0.08,0.39,0.25,1.67,1.44,0.19899999999999998,0.2885,10
F,0.585,0.33,0.06,0.7,0.336,0.1855,0.237,8
I,0.59,0.445,0.72,0.7715,0.32799999999999996,0.16,0.56,9
F,0.54,0.39,0.29,1.07,0.15,0.22699999999999998,0.21,9
I,0.39,0.39,0.155,0.8855,0.38799999999999996,0.37,0.97,10
I,0.29,0.26,0.64,2.77,0.58,0.08,0.2255,10
F,0.43,0.58,0.155,1.05,0.13,0.17,0.305,12
M,0.6,0.475,0.45,0.03,0.87,0.09,0.85,10
F,0.46,0.53,0.21,0.63,0.451,0.67,0.79,11
I,0.58,0.475,0.95,1.12,0.36,0.2465,0.27,10
F,0.6,0.57,0.155,0.38,0.91,0.0,0.28,11
I,0.38,0.2,0.02,0.28,1.39,0.68,0.23,10
M,0.6,0.6,0.155,0.9595,0.47,0.4,0.8,11
M,0.27,0.485,0.66,2.37,1.45,0.45,0.19,11
M,0.58,0.49,0.7,2.5,0.38,0.09,0.98,10
I,0.31,0.21,0.45,0.9025,0.43200000000000005,0.02,0.19,11
F,0.605,0.3,0.23,1.0759999999999998,0.46299999999999997,0.53,0.335,9
F,0.605,0.34,0.75,0.92,0.5405,0.2215,0.83,12
F,0.31,0.45,0.31,2.52,0.40700000000000003,0.32,0.97,10
M,0.61,0.29,0.165,1.244,0.6345,0.257,0.08,12
F,0.2,0.41,0.97,1.0265,0.435,0.2335,0.25,10
I,0.35,0.465,1.06,0.9605,0.4495,0.1725,0.29,9
F,0.09,0.31,0.01,0.02,0.4565,0.18,0.34700000000000003,10
M,0.11,0.46,1.13,0.63,0.34,0.33,0.275,10
F,0.615,0.475,0.98,1.004,1.34,0.07,0.2895,10
M,0.32,0.58,0.97,0.17,0.4465,0.25,0.34,10
M,0.615,0.5,0.17,1.054,0.4845,0.19,0.38,10
F,0.42,0.46,1.04,1.023,0.82,0.1955,0.24,12
M,0.615,0.46,0.17,1.129,0.15,0.43,0.3,10
M,0.615,0.6,0.175,2.27,0.09,0.03,0.3,9
F,0.53,0.49,0.25,0.22,0.484,0.27,0.64,10
M,0.35,0.51,0.98,1.2815,0.5715,0.13,0.39,10
F,0.62,0.17,0.18,1.2555,0.5765,0.36,0.21,12
F,0.1,0.45,0.7,1.48,0.596,0.3135,0.81,10
M,0.62,0.45,1.02,1.1295,0.46299999999999997,0.2685,0.8,10
F,0.6,0.455,0.37,2.79,1.1,0.62,0.75,9
F,0.625,0.505,0.175,1.15,1.2,0.256,0.19,11
F,0.625,0.09,0.58,1.63,1.23,0.44,0.09,9
F,0.2,0.26,0.81,1.2035,0.11,0.36,0.19,12
F,0.35,0.485,0.39,1.3205,0.12,0.16,0.37,9
I,0.63,0.505,0.18,2.59,0.6025,0.17,0.36,11
I,0.68,0.52,0.13,0.02,0.73,0.17,0.88,12
M,0.63,0.47,0.73,1.7,0.5165,0.2195,0.28,10
F,0.58,0.495,0.02,1.0,1.32,0.03,0.315,12
M,0.68,0.24,0.27,1.101,1.33,0.1865,0.48,10
F,0.34,0.25,0.165,1.4595,1.4,0.62,0.39,9
I,0.71,0.49,0.65,0.85,0.68,0.2725,0.98,9
F,0.74,0.475,0.17,1.1935,0.59,0.2695,0.61,10
M,0.78,0.51,0.38,0.986,0.405,0.21,0.97,10
F,0.43,0.48,0.49,1.71,0.644,0.1,0.09,15
M,0.16,0.525,0.83,0.78,0.06,0.21,0.4075,10
M,0.645,0.51,0.16,0.05,0.556,0.57,0.345,11
M,0.52,0.5,0.195,2.75,1.45,0.26,0.49,10
M,0.1,0.525,0.16,1.5075,0.93,0.245,0.47,11
M,0.65,0.38,0.165,2.52,0.4785,0.6,0.349,11
I,0.62,0.26,0.22,1.662,0.77,0.37799999999999995,0.435,11
F,0.65,0.525,0.175,2.57,0.6865,0.35,0.405,11
M,0.57,0.12,0.19,1.5419999999999998,0.35,0.3735,0.38,9
F,0.65,0.51,0.8,1.567,0.05,0.04,0.47,10
M,0.655,0.525,0.19,1.3595,0.29,0.63,0.51,10
F,0.655,0.535,0.35,1.6445,0.7305,0.49,0.46,13
F,0.655,0.47,1.02,2.15,0.87,0.3865,0.34,10
M,0.24,0.49,0.175,1.3585,0.05,0.63,0.61,10
F,0.66,0.64,0.73,1.548,0.7240000000000001,0.38,0.3925,10
F,0.47,0.515,0.83,1.69,1.33,0.08,0.51,10
F,0.75,0.53,0.53,1.4909999999999999,0.17,0.18,0.88,10
F,0.3,0.53,0.225,0.11,0.63,0.11,0.3725,11
I,0.67,0.64,0.73,2.8,0.84,0.271,0.18,10
I,0.675,0.55,0.185,2.28,1.21,0.76,0.469,13
M,0.685,0.41,0.205,2.76,1.48,0.65,0.461,9
F,0.17,0.565,0.19,1.7635,1.19,0.39899999999999997,0.88,11
F,0.29,0.545,0.13,0.38,0.97,0.53,0.13,12
I,0.17,0.37,0.5,1.98,1.1075,0.4865,0.11,10
M,0.43,0.48,0.7,1.62,1.0465,0.38299999999999995,0.12,11
F,0.8,0.57,0.16,1.5345,0.14,0.19,0.1,12
F,0.71,0.59,0.4,1.614,1.46,0.345,0.87,11
F,0.08,0.1,0.31,1.9335,1.08,0.7,0.33,13
M,0.28,0.6,0.215,0.95,0.9515,0.39,0.5365,12
I,0.7,0.08,0.32,1.19,0.6970000000000001,0.39,0.72,11
F,0.73,0.62,0.19,2.13,0.6785,0.63,0.52,11
F,0.735,0.565,0.205,0.6,0.15,0.1,0.27,12
I,0.75,0.55,0.215,2.25,0.34,0.446,0.5579999999999999,9
F,0.81,0.11,0.08,0.59,0.85,0.59,0.612,14
I,0.815,0.39,0.83,2.02,0.31,0.18,0.14,14
I,0.14,0.32,0.77,0.23,0.02,0.0025,0.77,3
M,0.56,0.22,0.09,0.1,0.04,0.17,0.85,4
F,0.365,0.62,0.9,1.63,0.65,0.75,0.52,7
I,0.61,0.255,0.68,1.66,0.0785,0.52,0.31,5
I,0.37,0.27,0.4,1.32,0.58,0.49,0.98,6
F,0.375,0.47,0.39,2.71,0.57,0.046,0.067,7
I,0.15,0.1,0.91,1.01,0.17,0.044000000000000004,0.6,5
I,0.395,0.6,0.09,0.3025,0.14300000000000002,0.12,0.0765,5
I,0.54,0.47,0.11,0.32899999999999996,0.188,0.0455,0.58,6
F,0.4,0.3,0.09,0.15,1.35,0.39,0.18,7
F,0.405,0.54,1.01,0.98,0.1785,0.64,0.97,8
I,0.63,0.29,0.09,2.35,1.12,0.075,0.95,7
I,0.405,0.46,0.49,0.65,0.53,0.07,0.37,6
I,0.59,0.32,0.0,1.17,0.5,0.063,0.073,5
M,0.415,0.46,0.88,0.3895,0.99,0.69,0.10300000000000001,9
F,0.425,0.34,1.1,2.76,1.14,0.0905,0.68,6
I,0.43,0.34,0.51,0.4405,1.36,0.19,0.1075,6
M,0.74,0.5,0.53,0.369,0.77,0.32,0.1015,5
I,0.44,0.59,0.12,1.01,1.15,0.24,0.07,8
I,0.36,0.47,0.25,0.8,0.213,0.46,0.16,9
M,0.45,0.335,0.13,2.31,0.92,0.126,0.66,6
F,0.455,0.28,0.5,0.501,0.27399999999999997,0.5,0.3,7
I,0.46,0.47,0.29,1.48,0.53,0.096,0.125,8
I,0.47,0.57,0.14,0.4615,0.9,0.1105,0.11599999999999999,9
M,0.43,0.35,0.05,0.41,0.53,0.26,0.7,6
M,0.63,0.355,1.07,0.3685,1.1,0.0835,0.97,6
M,0.41,0.37,0.125,2.22,1.2,0.72,0.142,8
