type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
white,6.9,0.25,0.97,3.6,0.35,98.85,85.0,1.0,3.02,0.48,9.5,4
white,4.96,0.32,1.58,1.3,0.6,18.0,182.02,0.99,3.46,0.44,10.2,6
white,7.1,0.85,0.49,19.49,0.53,263.6,358.81,1.03,3.22,0.36,12.72,5
red,7.6,0.51,0.24,14.42,0.53,72.34,104.0,1.03,3.99,0.29,9.2,6
white,7.9,0.22,0.24,4.6,0.044000000000000004,55.54,159.0,1.02,3.58,0.28,12.33,6
white,3.97,0.16,0.49,2.0,0.055999999999999994,20.0,328.57,1.03,2.94,0.49,14.32,6
white,7.2,0.08,0.49,1.3,0.02,110.21,163.39,0.9945,2.8,0.44,8.31,6
red,6.6,0.7,0.56,23.9,0.048,26.0,237.34,0.9942,3.37,0.83,10.1,6
red,9.95,0.16,1.39,2.4,0.13,29.6,187.0,0.9952,3.62,0.54,13.54,6
red,9.67,0.25,1.54,3.6,0.39,13.0,75.06,0.9942,2.99,1.14,12.93,4
white,10.08,0.32,1.27,0.76,0.053,112.19,134.0,0.99,3.14,0.5,9.1,3
red,4.18,1.3,0.49,9.75,0.034,20.0,126.0,1.02,2.98,0.88,10.6,6
red,6.21,0.15,0.23,52.05,0.033,101.41,51.0,0.9932,3.3,1.66,14.06,6
white,6.7,0.25,0.74,16.35,0.054000000000000006,273.62,409.21,1.0004,3.51,0.45,8.82,6
white,5.96,0.26,0.74,13.3,0.044000000000000004,68.0,224.0,0.9972,3.18,0.54,9.5,6
white,7.9,1.43,0.74,3.18,0.037000000000000005,245.25,171.95,0.9998,2.99,0.41,9.3,5
white,10.76,0.185,1.38,17.81,0.56,28.0,41.46,0.9918,3.55,0.45,10.3,6
white,15.23,0.08,0.49,19.43,0.21,226.09,187.91,1.0,3.06,0.62,9.16,5
white,7.75,0.3,0.49,9.24,0.046,47.0,149.69,0.9964,2.75,1.18,10.73,5
red,10.25,0.34,0.49,9.0,0.15,39.0,371.36,0.9936,3.13,0.38,9.24,8
red,14.07,0.35,0.49,44.74,0.21,42.0,391.78,0.9931,3.73,1.48,8.94,8
white,7.6,0.29,0.03,9.6,0.41,145.66,197.0,1.01,3.13,1.93,12.3,7
white,13.91,0.62,0.24,1.1,0.039,185.98,62.0,0.9934,2.76,1.39,10.4,5
red,6.3,0.95,0.49,1.2,0.044000000000000004,35.0,161.69,0.99,3.13,0.48,12.1,7
white,14.16,0.27,0.49,1.8,0.040999999999999995,107.1,300.27,1.03,3.16,0.42,9.42,6
white,7.41,0.37,0.24,2.1,0.043,224.89,327.64,1.02,3.22,0.6,13.0,6
white,11.51,0.76,0.49,9.3,0.03,26.0,426.33,1.03,2.99,1.42,11.35,7
white,14.06,0.2,0.28,1.7,0.01,47.16,169.0,0.9938,3.8,1.07,10.1,5
white,12.56,0.3,0.24,1.2,0.17,178.55,74.83,0.9933,3.13,0.36,10.51,5
white,13.07,0.27,1.22,4.6,0.039,24.0,124.0,1.03,3.44,0.34,12.6,7
white,7.0,0.17,0.74,65.19,0.045,24.0,126.0,1.0,3.53,1.7,12.2,8
white,13.84,0.24,0.49,1.5,0.23,147.7,152.35,1.0,3.04,0.49,8.49,7
white,8.1,0.55,0.49,8.1,0.39,51.0,205.0,1.04,3.1,0.52,10.08,6
white,12.96,0.52,0.74,7.5,0.044000000000000004,236.77,320.64,1.03,3.25,0.4,10.0,6
white,6.8,0.21,0.49,26.29,0.06,50.0,170.0,1.04,3.35,0.44,9.8,6
white,14.67,0.2,0.54,30.37,0.22,15.0,144.0,0.993,3.16,0.51,12.5,5
white,8.0,0.73,0.13,47.17,0.53,10.0,274.22,0.9942,3.52,1.18,8.54,5
white,8.8,0.23,0.74,35.41,0.1,58.27,349.3,0.9934,3.02,0.51,11.2,6
white,7.3,0.22,0.49,9.4,0.034,29.0,134.0,0.9939,3.56,1.3,9.78,7
white,10.98,0.22,1.2,9.9,0.031,53.52,161.0,0.9937,3.01,0.28,11.2,6
white,7.4,0.19,0.47,9.3,0.58,87.12,132.0,0.9940000000000001,3.88,1.69,11.0,7
white,7.3,0.155,0.49,1.3,0.039,34.0,360.64,1.02,3.14,0.77,12.36,6
red,8.2,0.22,0.49,9.6,0.27,53.0,230.44,0.9951,3.68,0.33,13.34,6
white,8.2,0.25,0.49,9.3,0.038,52.0,163.0,0.9952,3.02,0.33,11.27,6
red,12.32,0.23,0.99,23.21,0.035,22.0,95.0,1.01,3.04,0.6,12.0,6
white,8.02,0.2,0.94,1.7,0.34,34.0,169.0,0.9938,3.21,1.5,10.1,5
white,8.67,0.2,0.88,1.7,0.038,38.0,167.0,0.9939,3.05,0.37,14.6,6
white,6.6,0.3,0.17,1.2,0.48,118.39,318.74,0.9933,3.15,0.36,9.2,5
white,5.73,0.21,0.49,18.85,0.040999999999999995,100.94,147.33,1.03,3.25,1.14,11.0,5
white,4.78,0.26,0.4,28.24,0.6,228.09,332.88,0.998,3.34,1.93,10.0,6
red,14.72,0.21,1.17,35.04,0.042,41.0,158.0,0.9997,3.28,1.64,11.15,6
white,7.2,0.27,0.93,16.96,0.037000000000000005,47.0,156.0,0.9981,3.04,1.93,8.7,5
white,9.0,0.27,1.29,51.98,0.16,33.0,156.0,0.992,3.15,0.54,11.1,6
white,7.9,0.28,1.48,20.12,0.045,48.0,195.0,0.9954,3.04,0.55,11.0,6
white,7.4,1.42,0.49,36.67,0.037000000000000005,33.0,156.0,0.992,3.15,0.54,13.52,6
red,4.9,0.21,1.21,18.15,0.04,81.33,158.0,0.99,3.96,1.5,10.02,6
white,7.2,0.21,0.74,12.5,0.23,277.22,156.0,0.99,3.04,0.44,8.09,5
white,6.59,0.3,0.49,15.39,0.037000000000000005,26.0,174.0,1.02,3.1,1.6,11.2,7
white,5.2,0.23,0.49,53.47,0.049,198.43,126.17,1.0,3.2,0.3,9.59,7
white,9.02,0.26,0.49,5.0,0.027999999999999997,32.0,107.0,1.02,3.55,0.54,10.8,6
white,7.1,0.18,0.74,15.6,0.044000000000000004,151.02,176.0,1.02,3.38,0.67,9.0,6
white,8.5,0.15,0.49,48.02,0.35,17.0,122.0,0.9932,3.84,1.37,9.54,6
red,8.11,0.13,0.49,2.67,0.07,57.45,117.24,0.9926,2.91,0.32,10.85,5
white,8.1,0.28,0.05,2.3,0.04,32.0,148.0,1.02,3.13,0.36,10.0,6
white,6.0,0.17,0.49,42.64,0.034,26.0,318.39,0.992,2.83,0.42,11.59,6
red,7.3,0.64,1.64,5.0,0.027999999999999997,32.0,332.19,0.9936,3.24,1.15,10.8,6
white,7.02,0.18,0.74,3.72,0.044000000000000004,125.14,176.0,1.01,3.38,0.67,9.0,6
white,7.1,0.53,1.05,25.24,0.13,22.52,111.1,0.993,3.16,1.71,10.95,4
white,7.2,0.16,0.1,2.32,0.03,125.19,104.0,0.9924,3.54,0.57,8.25,6
white,4.59,0.14,1.5,1.1,0.3,134.45,99.0,1.01,3.22,0.89,10.6,6
white,7.62,0.13,0.49,26.7,0.027999999999999997,6.0,24.0,1.0,2.88,0.32,9.9,5
white,7.79,0.65,1.65,34.61,0.44,33.0,152.0,1.0,3.18,0.57,10.6,6
white,14.36,0.31,0.21,4.7,0.034,35.0,156.0,1.01,2.82,0.45,9.9,6
white,14.66,0.3,0.52,65.66,0.29,36.0,349.05,0.9945,3.12,1.3,9.9,6
white,7.1,0.36,0.24,1.8,0.025,32.0,277.77,1.02,3.34,0.59,12.01,6
white,4.79,1.05,0.49,1.5,0.44,8.31,132.11,0.9932,3.03,1.84,10.3,6
white,11.49,0.18,0.49,6.52,0.55,70.91,157.0,0.9953,3.18,1.33,10.6,6
white,6.6,1.47,0.92,1.2,0.122,45.0,129.0,1.04,3.09,1.0,11.69,6
white,7.3,0.21,1.04,57.01,0.5,44.0,152.0,0.9912,3.46,0.44,13.36,7
white,13.53,0.87,0.81,24.34,0.057,19.46,156.0,1.02,3.36,0.63,11.0,7
white,7.9,0.42,0.5,8.2,0.21,32.0,150.17,0.9965,3.29,0.6,13.47,7
red,14.13,0.6,0.49,3.2,0.032,33.36,319.5,0.9932,3.53,0.57,12.08,7
white,6.8,0.23,0.54,10.0,0.49,45.0,182.0,1.03,3.08,1.39,9.6,6
white,14.39,1.45,0.49,5.2,0.051,36.0,157.0,0.9953,3.15,0.48,8.82,6
white,6.2,0.26,0.49,6.4,0.045,12.0,418.69,0.9963,3.27,0.57,12.47,4
white,12.95,0.35,1.57,1.0,0.34,229.3,56.0,0.99,2.96,0.56,10.5,4
red,7.8,0.3,0.74,33.48,0.033,33.0,239.6,1.03,3.01,0.65,12.02,6
white,7.95,0.28,0.42,2.0,0.059000000000000004,10.0,112.0,0.9958,3.15,0.49,8.14,5
white,12.93,0.24,0.49,1.5,0.027000000000000003,26.0,126.0,0.99,3.3,0.33,13.09,7
white,6.14,0.44,1.31,1.8,0.033,33.0,350.47,0.991,3.29,0.59,12.8,6
white,9.1,0.28,0.49,2.0,0.57,278.65,112.0,0.9958,3.15,0.46,12.72,5
white,9.76,0.9,0.49,3.5,0.31,193.04,117.0,0.9938,3.14,0.51,9.1,6
red,8.52,1.1,0.03,18.05,0.1,109.41,158.0,0.9996,3.06,0.41,9.2,5
white,7.5,0.19,0.49,33.47,0.055,130.26,110.0,0.9946,3.78,0.44,9.9,5
white,7.4,0.1,0.49,63.03,0.6,101.45,188.0,1.0,3.52,0.58,9.7,6
red,7.37,0.3,0.74,26.9,0.11,35.0,406.02,0.99,3.97,1.45,9.9,5
white,6.6,0.3,0.38,4.6,0.040999999999999995,55.15,121.33,1.0,3.21,1.2,9.9,5
white,9.96,0.3,0.49,8.2,0.19,52.33,410.23,1.03,3.52,0.58,9.7,6
white,6.9,0.22,0.29,36.73,0.063,50.0,168.0,0.99,3.54,0.5,14.25,6
red,7.8,0.26,0.49,3.1,0.045,21.0,116.0,0.9931,3.16,1.95,10.3,5
white,8.5,0.17,1.57,8.8,0.048,23.0,108.0,0.9947,3.86,1.49,10.5,4
white,6.8,0.17,0.74,2.4,0.053,112.07,182.0,0.9953,3.71,0.46,10.5,6
white,7.22,0.27,1.33,1.4,0.05,101.93,266.37,0.99,3.09,0.23,9.8,6
white,7.1,1.16,1.13,1.8,0.51,153.32,128.0,0.9946,3.67,0.58,14.58,4
red,6.4,0.91,0.74,41.97,0.44,95.43,236.37,0.9978,3.58,0.68,13.34,5
red,7.6,0.31,0.49,13.4,0.062,50.0,191.0,1.03,3.22,0.53,9.0,4
white,5.01,0.31,0.08,15.4,0.046,13.0,119.0,0.99,3.96,1.41,10.19,5
red,14.22,1.1,1.57,7.2,0.039,260.16,181.31,1.02,2.94,1.55,11.5,6
red,8.4,0.33,0.16,47.11,0.13,72.08,108.0,0.9934,3.28,0.83,11.9,7
white,6.82,0.18,0.74,51.31,0.046,16.5,168.0,0.9978,3.58,0.68,12.49,5
white,6.4,0.25,0.74,7.8,0.48,199.41,209.0,0.9956,3.21,1.27,14.79,6
white,7.3,0.32,0.43,13.5,0.19,46.0,287.91,0.9982,3.03,0.4,8.7,5
white,9.3,0.31,0.52,3.48,0.042,34.0,422.04,1.02,3.1,1.35,9.8,5
white,4.11,1.43,1.1,7.8,0.03,52.0,114.89,1.03,3.83,1.47,9.2,6
white,7.3,0.3,0.15,10.62,0.039,46.0,291.66,1.04,3.02,0.4,10.74,5
white,10.17,0.27,0.74,46.34,0.24,27.0,122.0,1.02,3.35,0.48,11.2,6
white,7.78,0.92,0.79,10.68,0.027999999999999997,77.5,165.0,0.991,3.68,0.82,9.48,6
white,6.4,0.12,0.92,10.83,0.042,49.0,271.24,0.9945,2.75,0.82,10.4,6
white,6.8,0.21,0.66,20.81,0.047,25.0,111.0,1.03,3.13,0.86,10.7,6
white,14.42,1.53,1.31,7.3,0.043,220.11,95.43,1.03,3.13,0.33,13.54,6
red,7.0,0.29,1.15,3.8,0.047,178.17,380.96,0.9938,2.95,1.96,9.4,6
white,6.4,0.15,1.55,7.3,0.09,53.0,343.38,1.03,3.81,0.28,9.2,6
red,6.6,0.55,0.01,14.5,0.034,56.0,122.0,0.99,3.15,0.73,11.9,5
red,6.4,0.27,0.49,7.3,0.53,53.0,206.0,1.01,3.97,0.43,12.34,6
white,6.3,0.24,1.07,1.4,0.35,24.0,415.81,1.03,2.77,0.39,10.88,6
red,6.7,0.33,0.49,30.55,0.16699999999999998,37.13,94.0,1.02,3.82,0.5,12.87,6
white,4.17,1.33,0.64,3.8,0.047,37.0,236.74,1.03,3.04,0.4,12.45,6
red,8.25,0.34,1.2,8.0,0.58,55.0,58.24,1.0,3.08,0.81,10.7,6
white,5.6,1.21,0.24,4.7,0.08,27.0,77.0,0.9906,3.26,1.05,12.7,5
white,5.6,0.19,0.24,1.9,0.53,75.51,53.0,1.04,3.32,0.67,12.25,7
white,6.7,0.41,0.64,45.06,0.01,39.0,137.0,0.9942,3.14,0.35,9.5,5
white,7.1,0.26,0.49,2.2,0.49,31.0,113.0,0.9903,3.25,0.42,14.81,9
red,4.48,1.39,1.41,56.81,0.29,44.0,109.0,1.03,3.07,0.46,12.5,6
red,6.59,1.15,0.49,21.58,0.04,44.0,286.88,0.9935,3.34,1.87,14.37,7
white,6.9,1.06,1.07,23.5,0.057,59.0,235.0,1.02,2.98,0.47,12.19,5
white,8.1,0.2,0.49,11.8,0.048,46.0,212.0,0.99,2.91,0.46,10.47,7
white,7.5,1.1,0.01,1.7,0.031,44.0,369.86,1.03,3.07,0.46,13.42,6
white,8.2,0.26,0.95,5.2,0.1,13.03,167.12,0.9941,3.12,0.87,11.54,6
white,7.8,1.51,1.56,48.68,0.027000000000000003,215.41,229.4,1.01,3.03,0.32,11.76,7
white,8.0,0.14,0.49,45.02,0.21,84.04,120.0,1.0,3.26,1.0,10.6,7
white,8.0,0.22,0.49,18.57,0.41,128.25,131.0,0.9958,3.94,1.03,10.8,5
red,7.5,0.19,0.0,1.6,0.047,42.0,97.06,1.03,3.4,0.47,12.25,6
red,15.13,0.34,0.49,7.3,0.045,61.0,332.32,0.9957,3.02,0.4,12.34,6
white,5.53,0.2,0.64,1.6,0.065,194.01,143.0,1.02,3.22,0.52,9.2,6
white,7.94,0.91,0.01,56.94,0.045,53.0,243.0,0.9982,3.14,0.48,8.5,6
white,8.76,0.21,1.12,6.0,0.08,31.0,128.0,1.01,3.16,0.36,11.3,8
white,7.8,0.28,1.31,3.2,0.07,28.0,156.82,1.0,3.03,0.32,11.3,7
white,6.93,0.84,0.49,1.6,0.56,17.0,131.0,0.9956,4.01,0.34,9.4,5
red,6.5,0.32,0.49,41.06,0.045,71.83,169.0,1.02,3.46,0.37,8.7,6
white,7.0,0.14,1.49,27.87,0.053,66.8,118.0,0.9954,3.45,0.36,14.32,6
white,10.8,1.01,0.49,1.0,0.2,46.0,136.36,0.993,3.09,0.7,8.52,7
white,6.4,0.4,0.49,6.4,0.43,37.0,283.87,0.9954,3.14,0.53,9.7,6
white,9.0,0.22,0.49,50.37,0.048,52.0,195.0,0.99,3.91,1.65,14.84,6
white,14.9,0.32,0.49,45.97,0.05,118.93,131.0,1.01,2.83,1.02,9.4,5
white,8.2,0.2,0.13,3.5,0.057,121.8,108.0,0.9928,3.19,1.94,11.5,6
red,7.37,0.15,0.24,7.7,0.047,21.0,406.62,0.9951,2.94,0.86,9.6,6
white,6.9,0.5,0.24,1.8,0.42,4.4,121.0,0.99,3.23,0.7,11.4,5
white,4.62,0.58,0.49,16.09,0.27,14.0,365.3,0.9928,2.96,0.35,11.5,6
red,4.51,1.27,0.49,8.45,0.040999999999999995,28.0,111.0,0.9926,3.41,0.58,12.2,8
white,5.01,0.1,0.26,2.73,0.037000000000000005,140.1,110.0,0.9938,3.2,0.38,11.0,7
white,10.51,1.12,0.49,16.8,0.28,50.0,228.0,1.0001,3.03,1.49,13.67,6
white,7.5,0.14,0.74,1.6,0.035,21.0,126.0,0.99,3.26,1.67,10.2,6
white,12.87,0.49,0.49,7.0,0.11,184.66,313.37,1.01,3.21,0.33,10.0,5
white,8.1,0.12,0.78,1.2,0.042,234.86,160.0,0.9934,3.13,0.54,9.7,6
white,7.6,0.47,0.49,13.0,0.239,42.0,220.0,1.01,2.96,0.72,9.2,5
white,6.57,0.22,0.18,3.8,0.042,26.0,105.0,0.993,3.1,0.39,10.5,5
white,13.76,0.43,0.49,7.0,0.49,57.52,339.97,0.9952,3.21,0.33,10.0,5
white,6.4,0.83,0.9,60.37,0.054000000000000006,42.0,65.59,0.9948,2.76,1.02,12.28,6
white,4.53,0.19,0.49,52.97,0.057999999999999996,50.0,424.1,0.9998,2.89,0.36,9.1,7
white,8.1,0.35,0.49,12.3,0.58,286.25,144.0,0.9971,3.09,0.57,14.0,7
white,7.3,0.27,0.35,40.69,0.057999999999999996,50.0,134.0,0.9998,3.25,0.36,11.09,7
white,7.5,1.12,0.87,9.4,0.048,216.61,149.0,0.9962,3.56,1.03,10.5,7
red,9.23,1.09,1.59,7.5,0.054000000000000006,42.0,151.0,1.03,3.59,0.52,10.1,6
white,5.68,0.21,0.49,1.2,0.34,20.0,166.59,0.99,3.05,0.28,12.1,7
white,7.1,0.56,0.49,1.6,0.045,93.38,274.66,1.02,3.4,0.87,10.2,5
red,9.33,0.26,1.47,19.24,0.22,39.0,416.68,0.9965,3.26,0.52,9.4,4
white,12.54,0.64,0.49,51.18,0.11,27.0,131.0,0.9912,3.08,0.67,11.66,7
white,15.87,0.42,1.36,12.8,0.37,128.08,110.42,0.9978,3.22,1.79,9.36,6
white,8.2,0.98,0.49,16.26,0.27,198.82,184.7,0.9928,3.75,0.36,10.9,4
white,8.19,0.26,0.25,31.6,0.053,35.0,176.0,0.99,3.15,0.81,8.8,6
white,6.72,0.4,1.61,7.4,0.052000000000000005,151.74,184.0,1.0,3.11,1.52,9.0,5
white,12.48,1.01,0.74,41.79,0.046,27.0,142.0,0.9936,3.12,1.35,10.5,5
red,13.3,0.88,1.48,1.1,0.53,16.21,25.67,1.03,3.19,0.96,11.41,5
white,7.8,0.97,1.49,5.36,0.06,258.66,162.0,0.9966,3.92,0.58,11.3,6
white,4.24,0.53,1.26,10.4,0.59,52.0,204.52,1.03,3.54,0.45,8.8,5
white,6.6,1.56,0.49,61.03,0.32,53.0,217.0,0.996,3.16,0.4,8.33,5
white,6.6,0.27,0.49,7.8,0.049,62.0,134.04,0.9959,3.67,0.45,9.4,6
white,12.89,0.26,0.49,8.3,0.047,54.0,191.0,0.9954,3.23,0.4,10.3,6
red,6.7,0.81,1.15,23.87,0.047,179.28,131.79,1.01,2.92,0.42,10.8,7
white,7.9,0.38,0.96,31.6,0.053,242.93,176.0,1.01,3.15,0.38,8.8,6
white,8.1,0.28,1.16,15.4,0.29,196.35,255.59,0.99,3.63,0.58,12.66,4
white,12.05,0.29,0.79,1.0,0.036000000000000004,254.84,114.0,0.9911,3.41,0.51,11.5,8
white,7.03,0.75,0.58,1.0,0.04,8.0,180.77,0.9938,3.25,1.14,11.71,5
red,8.8,0.39,0.34,21.81,0.055,40.95,413.96,0.9927,3.58,0.51,11.8,6
white,7.83,0.18,0.45,1.2,0.033,20.0,72.0,1.01,3.12,1.43,10.17,7
white,7.1,1.16,0.38,51.25,0.036000000000000004,177.46,124.0,1.04,4.0,1.9,9.9,6
white,7.8,0.24,0.1,6.7,0.046,33.0,419.56,1.01,3.86,0.56,13.39,6
white,7.0,0.35,0.62,6.5,0.5,27.0,87.0,1.01,3.4,0.42,10.85,7
white,9.61,0.6,0.31,5.13,0.138,272.07,307.46,0.9951,3.2,1.25,13.81,5
red,8.72,0.27,0.79,58.0,0.53,35.0,163.0,0.9951,3.73,1.67,8.14,5
white,6.8,0.22,0.29,8.9,0.34,82.0,188.0,1.02,2.76,0.44,9.38,6
red,11.95,0.49,0.63,8.8,0.33,65.0,38.13,1.01,3.44,0.41,8.9,5
white,7.0,0.35,0.57,35.26,0.027999999999999997,27.0,283.4,1.02,3.6,0.42,11.4,7
white,7.3,0.23,0.37,1.8,0.032,60.0,156.0,0.99,3.11,1.09,11.1,6
white,6.2,1.25,0.07,41.72,0.045,103.68,170.0,0.9944,3.36,0.45,10.11,6
white,6.4,0.5,0.2,53.71,0.15,207.73,117.0,0.9944,3.33,0.43,11.85,5
white,11.55,0.15,0.51,18.35,0.2,129.93,197.0,1.01,3.98,0.55,9.0,5
white,6.3,0.31,0.73,10.0,0.046,49.0,212.0,1.02,3.74,0.55,10.11,6
white,7.2,0.25,0.28,2.33,0.53,179.45,350.1,0.99,3.75,0.83,9.0,7
white,7.2,0.89,0.28,14.4,0.18,197.14,205.0,0.9986,3.53,0.99,14.69,7
white,7.3,0.26,1.0,17.85,0.45,262.43,195.0,1.03,3.06,0.44,9.1,7
white,7.2,0.25,0.99,14.4,0.57,55.0,223.47,0.9986,3.12,0.57,11.91,7
white,12.44,1.14,0.37,9.4,0.33,69.95,73.45,1.04,3.46,0.72,9.08,5
red,14.38,0.26,0.83,17.85,0.1,41.5,195.0,1.0,3.06,0.94,8.89,7
white,4.49,0.25,0.58,1.55,0.040999999999999995,118.5,79.35,0.9949,3.55,0.95,9.77,3
white,12.56,0.16,0.68,1.3,0.03,28.0,123.0,0.9915,2.77,0.55,11.4,6
white,9.31,0.16,1.31,1.5,0.05,118.93,175.0,0.9951,3.11,1.38,14.79,4
white,7.2,0.97,0.28,58.46,0.42,29.98,183.74,0.9986,3.58,0.38,9.0,7
white,7.0,1.28,1.04,49.53,0.56,41.0,213.0,1.03,3.28,0.49,11.58,6
white,12.83,0.265,0.22,30.02,0.37,200.66,198.0,0.9955,3.25,0.41,10.2,5
white,8.54,0.14,1.45,58.68,0.06,197.81,150.0,1.01,3.37,0.69,9.2,6
white,7.65,0.21,0.33,7.16,0.57,35.0,132.0,1.03,3.0,0.4,10.22,6
white,12.1,0.61,0.36,59.18,0.21,47.0,409.05,1.01,3.08,1.51,10.65,6
white,15.87,0.1,0.77,2.0,0.46,39.0,157.4,0.9914,3.32,0.37,12.51,6
white,7.0,0.24,0.3,4.2,0.04,41.0,213.0,0.9927,3.51,0.49,13.95,6
white,7.7,0.26,1.17,2.2,0.043,35.0,175.0,1.02,3.38,0.31,10.35,6
white,12.61,0.26,0.3,4.21,0.06,184.08,369.34,0.9944,3.44,0.61,12.58,6
white,6.77,1.35,0.36,11.1,0.033,43.0,208.0,1.04,3.43,0.71,13.65,5
white,6.5,0.27,0.19,4.2,0.046,6.0,114.0,0.9955,3.25,0.35,8.6,4
red,8.17,0.33,0.24,17.69,0.057999999999999996,150.84,382.52,1.04,3.45,0.44,13.08,5
red,6.7,0.31,1.29,6.4,0.057,50.7,159.32,0.9955,3.84,0.76,9.6,5
white,5.24,0.25,1.55,54.96,0.03,32.0,127.0,0.99,3.41,0.47,11.3,6
white,14.02,1.2,0.22,1.5,0.038,38.0,157.0,0.9934,3.41,0.55,9.27,6
white,11.94,0.26,0.29,16.95,0.055999999999999994,48.0,64.57,0.9998,3.45,0.4,9.6,5
white,7.0,0.61,0.57,12.8,0.051,25.0,161.0,1.02,3.36,0.6,10.6,4
white,6.8,0.35,0.3,13.6,0.055,50.0,180.0,0.9984,2.94,0.39,9.8,5
white,8.1,1.16,0.27,1.6,0.02,265.47,67.0,0.9924,3.35,0.47,10.5,5
white,13.24,0.2,0.59,6.1,0.01,117.63,380.18,0.9939,3.02,0.51,10.66,5
white,4.39,0.79,0.29,3.0,0.061,25.0,48.25,1.02,3.22,1.02,12.93,6
white,4.79,0.34,1.32,6.2,0.19,67.13,288.72,1.0,2.89,0.49,11.42,6
white,10.59,0.3,0.24,6.6,0.12300000000000001,246.23,116.0,0.9953,3.07,0.48,9.4,5
white,6.88,0.57,0.12,35.32,0.04,235.97,432.78,0.9912,3.32,0.59,14.08,8
white,7.0,0.95,0.31,30.03,0.046,142.74,108.0,1.0,3.26,0.62,10.8,6
white,6.8,0.27,0.32,1.5,0.044000000000000004,111.83,142.0,0.9921,3.1,0.43,9.9,6
white,9.3,1.54,0.23,1.7,0.05,28.0,187.75,1.01,3.96,0.43,9.0,4
white,5.8,0.23,0.27,1.8,0.41,17.62,32.41,1.0,3.43,0.99,9.4,6
white,7.6,0.2,0.39,5.36,0.34,30.0,180.0,1.01,3.46,0.44,10.8,7
white,8.2,1.44,0.48,12.1,0.052000000000000005,12.1,190.0,0.995,3.5,0.45,10.9,7
white,8.57,0.4,1.0,19.5,0.040999999999999995,33.0,148.0,1.01,3.24,0.38,9.22,6
white,6.5,0.18,0.34,1.6,0.04,21.77,7.36,0.9912,3.9,0.92,12.42,8
white,7.0,0.13,0.3,51.69,0.22,31.0,395.64,0.99,3.85,0.42,8.24,6
white,6.9,0.17,0.22,61.36,0.36,55.0,167.5,0.9952,3.29,1.51,9.3,6
white,7.0,0.3,0.32,6.4,0.49,28.0,322.08,1.03,3.23,0.44,11.8,6
white,10.68,0.445,1.13,14.5,0.43,219.37,64.52,0.9986,3.06,0.36,10.0,6
white,13.4,0.3,0.24,41.32,0.12300000000000001,16.09,116.0,1.0,3.51,0.48,12.37,5
white,10.91,1.07,0.33,6.7,0.036000000000000004,45.0,275.76,1.02,3.2,1.67,11.4,6
white,9.2,1.56,0.3,1.1,0.031,40.0,240.15,1.03,3.92,0.3,13.84,6
white,4.01,1.38,0.37,8.23,0.23,201.46,198.0,0.9988,3.2,0.37,9.5,6
white,6.6,1.32,0.04,10.72,0.05,48.0,68.54,1.0,3.68,1.04,12.66,5
white,14.86,0.3,0.11,1.1,0.16,51.47,298.89,0.9914,2.99,1.27,11.1,6
white,6.9,1.22,0.3,9.6,0.057,194.37,185.0,0.9978,3.39,1.47,9.6,6
white,8.82,0.32,0.36,20.32,0.05,56.0,178.0,0.9928,3.29,0.47,12.0,6
white,6.1,0.22,0.23,1.61,0.052000000000000005,253.18,395.99,1.01,3.14,0.42,11.5,5
white,4.86,0.16,0.46,65.54,0.25,50.0,185.0,0.9978,3.74,0.38,10.47,6
red,8.67,0.15,0.38,1.8,0.07,200.82,101.0,0.9946,3.24,0.44,10.0,5
white,5.92,1.08,0.29,1.05,0.032,4.0,55.0,0.9908,3.88,0.32,11.4,4
red,8.57,0.37,0.47,22.24,0.061,23.0,6.72,1.0,3.14,0.45,9.6,6
white,13.37,0.38,0.4,2.0,0.038,89.24,152.0,1.02,3.91,1.37,12.9,6
white,6.3,0.25,0.23,15.42,0.5,76.61,142.0,0.99705,3.1,1.4,8.51,6
red,14.45,0.51,0.36,10.0,0.042,33.0,387.53,1.01,3.23,1.26,9.3,6
red,10.46,0.22,0.86,1.1,0.35,194.31,136.0,1.01,3.8,0.3,9.1,5
white,6.1,0.34,0.31,12.0,0.053,46.0,215.99,1.02,3.16,0.48,13.33,5
white,7.5,0.22,0.29,26.8,0.37,33.0,87.0,0.9940000000000001,3.42,0.42,9.9,5
white,8.3,0.3,0.36,22.22,0.28,33.0,169.0,0.9982,3.17,0.51,9.3,6
white,8.0,0.18,0.93,1.2,0.044000000000000004,106.49,102.0,0.99,3.28,1.6,10.03,5
red,14.72,0.17,0.09,1.5,0.055999999999999994,45.0,135.0,0.9924,3.2,0.43,12.11,6
white,7.4,0.18,0.82,10.4,0.045,235.02,19.18,1.02,3.11,0.57,8.57,6
white,8.4,0.16,0.51,28.76,0.046,225.87,84.33,1.02,3.38,1.12,11.4,7
white,8.56,0.77,1.54,21.56,0.045,53.0,133.73,0.9967,3.24,0.54,9.5,6
white,3.93,0.74,0.25,61.4,0.049,43.0,141.0,1.03,3.42,0.54,10.2,7
white,9.83,0.16,1.08,2.2,0.042,241.54,37.63,0.9914,3.31,0.43,11.1,6
white,6.3,1.06,0.23,34.01,0.53,80.97,142.0,0.99705,3.67,0.35,9.7,6
