type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
white,4.7,1.21,1.35,2.2,0.05,265.24,119.0,0.9962,3.12,1.16,13.05,4
white,7.0,1.06,1.18,1.34,0.39,26.31,61.0,0.9918,3.07,0.56,13.5,5
white,12.27,0.26,0.41,4.38,0.51,135.03,360.14,0.9941,2.82,0.44,13.59,5
white,7.5,0.21,0.34,12.96,0.42,26.0,111.0,1.02,3.38,0.47,9.76,6
red,13.47,0.44,1.23,56.98,0.09300000000000001,170.58,197.0,0.9981,3.41,0.47,9.0,5
white,4.12,1.14,0.09,62.55,0.06,37.42,340.13,1.0,3.51,0.47,11.16,6
white,11.62,0.3,0.2,1.1,0.077,149.9,346.05,1.04,3.3,0.89,8.7,4
white,8.0,1.27,0.84,2.0,0.29,238.76,113.81,1.03,3.59,0.72,8.53,7
white,3.92,0.21,1.22,7.5,0.53,45.0,185.0,1.03,3.73,0.55,9.4,5
white,5.46,0.23,1.1,4.08,0.079,35.5,216.0,1.01,3.16,0.68,11.72,5
white,14.02,0.87,0.07,2.2,0.073,134.25,230.26,0.9956,3.09,1.91,9.5,5
red,8.4,0.26,1.43,1.91,0.07200000000000001,136.21,48.96,1.01,3.37,1.37,10.2,6
white,8.99,0.22,1.4,27.4,0.29,32.0,386.99,1.0,3.52,1.57,10.43,5
white,6.4,1.06,0.51,3.32,0.4,62.0,205.99,1.02,3.08,1.41,9.1,6
white,7.5,0.61,0.34,55.1,0.03,49.72,192.78,1.01,3.1,0.49,11.27,7
white,15.85,1.23,0.93,6.35,0.024,121.84,87.0,0.9917,3.58,0.73,9.37,7
white,13.47,0.2,0.36,25.32,0.58,80.24,147.0,0.9931,3.43,0.95,11.0,6
white,10.44,0.37,0.26,39.59,0.33,259.43,166.0,1.0,3.28,1.84,11.58,7
white,7.83,0.22,0.38,6.09,0.56,32.0,322.61,1.0,2.9,1.58,9.7,5
red,8.2,1.58,0.33,9.1,0.036000000000000004,28.0,301.42,0.9953,2.96,0.4,10.9,7
white,7.7,0.34,0.06,48.99,0.46,25.0,192.0,1.0,2.9,1.56,10.9,5
white,6.2,1.33,0.45,43.01,0.57,27.0,186.0,0.99,3.17,1.78,11.13,6
white,5.39,0.16,0.19,3.2,0.09,204.84,281.5,1.01,3.16,0.87,9.54,7
white,13.81,0.28,1.42,7.7,0.048,42.0,439.74,0.9974,3.87,0.74,10.1,6
red,6.76,0.9,0.44,13.85,0.037000000000000005,43.0,86.34,1.01,2.77,1.56,8.5,5
white,5.2,0.26,0.96,37.79,0.051,278.91,192.48,1.0004,3.49,1.91,10.75,5
white,11.32,0.12,0.47,6.2,0.56,123.04,123.69,0.9952,4.01,1.86,10.1,6
white,14.78,1.55,0.33,38.37,0.09,209.08,118.0,1.02,3.43,1.95,11.39,7
white,6.3,0.27,0.05,5.8,0.32,52.0,178.25,0.995,3.81,0.38,13.81,6
red,5.01,0.27,0.25,28.53,0.25,52.0,155.0,1.0,3.28,0.38,13.73,6
white,7.4,0.2,0.37,16.95,0.048,59.9,190.0,1.01,3.03,1.41,8.24,6
white,15.74,0.23,0.21,5.1,0.46,29.0,142.0,1.02,2.8,1.26,13.33,7
white,7.3,0.31,0.6,10.2,0.61,63.18,193.09,0.9977,3.06,0.45,8.6,5
white,5.2,0.24,0.49,31.28,0.4,21.0,70.35,0.992,3.56,0.46,13.52,8
white,10.15,0.66,1.19,1.3,0.07,108.15,270.24,1.0,3.61,0.42,11.2,8
red,13.73,0.64,0.37,64.57,0.048,61.43,90.98,0.9995,3.03,0.42,9.08,6
white,15.24,0.47,0.99,50.09,0.034,127.43,129.3,1.01,3.02,0.39,10.6,7
white,8.3,1.29,0.58,3.04,0.61,62.0,311.83,1.0,3.66,0.51,12.29,6
red,15.41,0.76,0.42,8.55,0.048,81.45,178.0,1.0,3.63,1.68,14.26,6
red,13.41,0.75,0.96,1.28,0.069,213.74,402.97,1.0,3.13,0.43,13.31,6
red,9.85,1.25,0.31,18.41,0.58,202.26,177.18,1.01,3.91,0.39,10.6,7
white,7.4,1.45,1.35,13.32,0.045,258.47,183.0,0.9963,3.4,1.54,8.45,5
white,4.48,0.24,0.77,1.3,0.32,25.0,97.0,0.9906,3.61,0.5,13.13,8
white,6.5,0.35,1.58,8.8,0.04,136.4,139.0,1.02,2.92,0.37,10.75,6
red,4.07,0.63,0.66,38.84,0.035,29.0,142.0,1.04,2.95,1.97,10.45,7
red,6.5,0.58,0.93,45.7,0.39,32.0,120.0,1.0,3.8,1.43,10.51,6
white,9.79,0.68,0.72,2.6,0.025,105.94,358.05,1.03,2.73,1.47,12.25,7
white,12.44,0.5,0.34,54.53,0.14,52.0,306.02,1.01,3.5,0.38,14.77,6
white,7.06,0.17,1.29,20.13,0.027999999999999997,45.0,71.93,1.02,3.68,0.43,11.8,6
red,6.3,0.16,0.4,1.6,0.033,213.8,377.97,1.04,2.75,0.53,11.89,5
white,10.24,1.54,1.07,6.7,0.036000000000000004,225.03,103.03,0.9938,3.12,0.42,10.76,5
white,14.4,0.31,0.69,10.2,0.5,58.0,163.02,0.9977,3.63,0.45,10.42,5
white,14.95,1.12,0.22,16.71,0.3,25.0,142.36,1.01,3.29,0.49,10.45,7
red,5.2,0.88,1.58,30.88,0.49,184.94,150.04,1.04,3.55,1.34,14.57,8
white,9.34,0.37,0.94,20.33,0.17,91.91,87.0,1.01,3.3,1.51,11.28,7
white,8.05,0.29,0.27,14.16,0.35,277.5,76.0,0.99,3.87,0.51,9.37,7
white,9.2,0.66,0.4,35.72,0.054000000000000006,18.0,52.96,1.02,3.04,0.46,10.76,4
white,7.2,1.21,0.88,40.55,0.09,114.03,89.03,1.0,3.39,0.59,12.6,7
white,13.6,0.18,0.55,8.0,0.04,60.62,325.74,1.03,3.04,0.61,12.1,6
red,9.33,0.45,0.34,53.65,0.053,105.02,177.0,1.02,3.52,1.35,9.9,6
white,5.81,0.18,0.4,29.41,0.03,211.21,102.0,1.02,3.28,0.82,14.15,5
white,12.19,0.52,1.56,1.4,0.34,95.64,26.0,1.04,3.31,0.93,13.61,4
white,7.0,1.43,1.53,22.42,0.58,283.38,96.0,0.99,3.13,0.39,14.66,8
white,9.9,0.415,0.11,20.01,0.04,200.88,43.67,0.9922,3.0,0.52,11.45,5
red,13.87,0.45,0.22,43.83,0.28,240.78,207.03,0.9976,3.31,1.68,11.47,5
white,5.03,1.27,0.28,1.4,0.47,11.0,64.0,1.0,3.07,0.52,13.73,5
red,6.4,0.91,0.16,37.06,0.55,26.0,79.39,1.0,3.28,0.33,9.0,5
red,6.7,0.84,0.32,56.84,0.051,57.23,7.59,1.01,3.54,0.45,12.39,6
white,11.22,0.73,1.04,59.46,0.46,30.0,266.5,1.0,3.93,0.3,10.1,6
red,5.85,0.25,0.88,1.45,0.04,40.0,89.0,0.9911,3.35,0.4,11.4,7
white,7.86,1.56,0.45,1.6,0.042,40.7,355.42,0.9944,3.33,0.98,8.01,5
white,14.4,1.16,0.4,44.17,0.044000000000000004,19.0,397.82,0.9937,3.44,0.83,10.9,5
white,6.3,0.55,1.56,13.0,0.047,18.98,182.0,0.9974,3.2,1.34,8.09,6
white,6.5,1.28,0.29,43.4,0.038,73.0,275.54,1.0,3.15,0.25,12.9,7
white,6.4,0.67,0.18,26.78,0.042,24.0,99.0,1.02,3.53,0.38,12.68,7
white,9.52,1.48,1.28,1.3,0.29,130.13,100.0,0.99,3.27,0.35,14.19,5
white,7.9,1.13,0.29,35.93,0.35,93.78,117.0,0.9918,3.36,0.59,11.8,7
red,12.18,0.43,0.28,43.88,0.048,36.0,28.59,0.9936,3.27,1.86,9.85,6
white,8.14,0.23,0.86,4.0,0.047,181.65,128.0,1.02,3.2,1.83,9.03,6
red,6.8,0.39,0.09,53.37,0.043,163.24,138.59,1.04,3.81,0.98,12.05,5
white,8.7,0.22,0.42,53.08,0.51,194.71,299.41,1.03,3.14,0.43,13.6,5
red,7.4,1.2,1.4,52.08,0.09,196.31,174.26,0.9953,3.25,1.86,14.45,5
white,6.83,0.25,0.56,12.85,0.06,30.0,232.23,0.9986,3.01,0.47,13.6,6
white,3.84,0.66,0.42,5.2,0.09,131.7,202.37,0.99,3.4,1.85,13.45,8
white,10.35,0.31,0.46,36.78,0.44,278.27,170.0,1.03,3.08,0.4,10.37,8
white,6.54,0.9,0.46,24.71,0.25,3.88,153.84,1.02,3.46,0.58,9.5,5
red,12.39,0.31,0.18,6.9,0.034,26.0,203.95,1.0,3.43,0.34,13.75,5
red,6.87,0.16,1.21,1.0,0.44,187.66,57.0,0.9921,3.51,1.04,13.34,6
red,9.3,0.77,0.09,26.13,0.08,166.78,362.63,1.0,3.25,1.2,10.2,5
white,9.25,1.17,0.46,3.2,0.32,244.61,133.0,1.01,3.62,1.84,14.42,5
red,4.31,0.24,1.14,33.57,0.048,27.0,146.69,0.9933,3.29,1.79,10.5,5
white,14.32,1.53,0.32,43.19,0.43,128.07,434.03,1.0,3.03,1.0,8.8,5
white,11.24,0.32,0.81,14.03,0.32,71.0,223.0,1.0,3.14,1.25,8.9,5
white,9.1,0.44,0.32,34.51,0.04,15.0,151.0,0.99,3.12,0.23,10.6,5
white,8.9,0.5,0.32,42.19,0.45,143.11,188.0,1.0,3.17,1.88,9.5,5
red,6.22,0.17,0.37,26.39,0.19,29.0,35.41,1.03,3.2,1.38,10.8,6
white,3.87,0.54,1.34,7.2,0.26,121.13,134.82,0.9952,3.59,0.35,9.5,5
white,6.9,0.4,1.16,21.79,0.042,236.08,377.76,1.01,3.13,1.44,8.9,5
white,15.66,0.32,0.18,7.5,0.43,204.44,10.88,0.9959,3.6,0.41,10.77,5
white,8.53,0.78,0.0,1.3,0.042,254.06,52.82,1.04,3.31,0.36,12.59,4
white,5.3,0.395,0.29,31.75,0.14,90.62,102.0,1.03,3.5,1.19,10.6,6
white,8.16,0.16,0.46,4.8,0.037000000000000005,135.18,226.29,0.9967,3.67,1.59,10.69,4
red,7.6,1.12,0.79,35.24,0.034,26.0,158.46,0.9944,3.42,1.33,10.5,4
red,7.8,0.3,1.21,65.79,0.21,103.11,135.0,0.9998,3.63,1.12,12.49,6
white,4.75,0.17,0.4,38.77,0.054000000000000006,243.77,264.22,1.02,2.93,0.97,9.0,6
white,5.7,0.26,0.27,4.1,0.02,73.5,189.5,1.04,3.27,0.67,9.02,6
white,5.27,0.3,0.29,16.85,0.32,86.85,135.0,0.9998,3.16,1.0,9.28,6
red,14.67,0.91,0.34,58.27,0.19,107.25,153.0,0.9945,3.33,1.36,10.19,6
red,7.8,0.3,0.92,16.85,0.054000000000000006,183.2,205.23,0.9998,3.16,0.38,9.0,6
white,5.16,0.92,1.02,14.93,0.043,29.0,188.12,1.0,3.15,2.0,10.2,7
red,12.63,0.26,0.27,32.56,0.57,171.19,189.5,0.9942,3.27,0.38,11.95,6
white,11.79,0.23,0.29,0.9,0.05,283.78,73.0,0.99,3.04,1.25,8.03,6
red,7.85,0.24,1.18,30.17,0.33,109.0,129.0,1.0,3.58,0.46,11.83,5
white,7.25,0.75,0.38,44.93,0.039,283.66,68.53,0.9927,2.75,0.72,9.5,5
red,7.4,0.23,0.62,57.98,0.044000000000000004,22.0,356.11,0.9938,2.84,0.26,10.12,6
white,7.2,0.2,0.38,1.0,0.037000000000000005,260.48,380.1,1.01,3.21,0.37,12.21,5
white,10.28,0.69,0.34,1.3,0.055,50.0,295.77,1.01,2.82,1.23,10.29,6
white,7.7,0.37,0.43,64.17,0.062,7.06,115.0,0.9966,3.48,1.92,8.98,6
white,10.35,0.15,0.45,36.26,0.03,187.5,118.0,1.02,3.89,0.9,10.72,5
white,5.07,1.38,0.08,3.96,0.4,219.2,119.0,1.01,3.01,0.7,12.54,6
white,5.33,0.22,0.33,3.46,0.38,111.86,101.0,0.99,3.37,0.55,11.04,5
white,13.27,1.52,0.88,12.7,0.036000000000000004,81.59,220.98,0.99,3.41,0.54,10.0,6
white,11.41,0.25,0.41,22.91,0.42,40.92,275.13,1.03,2.87,0.72,13.63,5
red,9.38,0.32,0.35,14.51,0.039,35.44,198.0,0.9984,3.38,0.5,9.14,7
red,6.8,0.25,0.29,2.0,0.42,227.14,189.0,1.0,3.87,0.54,13.49,6
white,14.35,0.44,1.62,2.8,0.14,105.67,167.0,0.9956,3.25,0.35,14.24,5
white,15.76,1.54,0.65,17.47,0.044000000000000004,110.73,365.74,1.02,3.23,1.5,9.4,5
white,9.14,0.89,0.28,28.46,0.11,213.46,118.0,1.01,3.14,0.34,9.6,5
white,4.18,0.42,0.45,2.81,0.6,175.49,125.0,1.03,4.01,0.36,13.29,6
white,7.4,0.22,1.45,13.83,0.35,248.32,101.0,0.9931,3.42,0.55,8.99,5
white,6.4,1.27,0.3,36.44,0.1,236.11,275.2,0.992,3.24,1.89,9.39,6
red,4.15,0.46,0.56,4.1,0.51,40.0,138.0,1.03,3.18,1.82,12.8,7
white,3.94,0.41,1.04,61.25,0.065,180.97,190.17,0.9978,3.15,1.82,12.18,5
white,4.9,0.49,0.37,36.7,0.048,22.0,345.78,1.03,3.93,1.97,10.12,5
white,6.6,0.6,0.92,61.97,0.51,9.25,292.62,0.9914,3.25,1.28,11.1,8
red,7.1,0.21,0.7,9.41,0.26,186.64,143.0,0.9932,3.78,0.33,9.9,6
red,12.27,0.97,1.15,51.93,0.41,5.0,12.37,0.9944,3.58,1.19,10.45,5
white,7.6,0.21,0.83,1.9,0.49,10.0,119.0,1.01,3.65,0.7,12.8,6
white,6.9,1.33,0.26,5.2,0.024,174.35,135.0,1.0,3.16,0.63,14.48,7
white,7.1,1.27,1.62,56.7,0.59,240.25,107.0,1.04,2.96,1.81,9.61,6
white,5.14,1.04,0.19,55.08,0.042,116.44,318.81,1.03,3.36,0.41,12.72,7
red,6.2,1.28,0.51,8.3,0.32,36.0,433.26,1.02,3.33,0.48,13.61,6
white,7.9,0.26,0.45,51.47,0.3,59.88,255.45,0.99,3.85,1.75,9.2,6
white,14.29,1.38,0.28,5.2,0.024,274.97,135.0,0.9948,3.16,1.41,10.7,7
red,8.02,0.22,0.4,65.04,0.16,203.79,129.5,1.0,3.85,0.41,9.1,7
white,7.1,0.81,0.26,14.45,0.31,144.54,122.7,1.0,2.82,0.28,8.56,6
white,7.4,1.57,1.38,16.83,0.1,258.15,93.0,1.02,3.0,0.82,14.0,7
red,6.8,0.99,0.51,22.06,0.27,37.0,93.0,1.0,3.18,1.39,10.8,6
white,10.84,0.82,0.45,1.5,0.46,140.44,75.0,1.04,3.26,1.32,10.8,7
red,12.47,0.55,0.38,20.75,0.6,112.91,131.66,1.02,3.62,0.37,10.79,5
white,5.0,0.6,1.32,1.5,0.049,10.0,400.52,0.9917,3.48,0.44,10.76,6
red,10.33,0.33,1.25,27.96,0.049,12.33,11.84,1.01,3.65,0.44,10.42,6
red,4.5,0.33,0.21,54.35,0.047,11.0,259.44,1.0,3.19,0.46,9.4,5
white,5.67,0.26,0.56,15.55,0.05,190.72,171.0,0.9986,3.87,0.35,10.48,6
red,6.4,0.97,1.58,9.51,0.046,157.86,192.0,1.01,4.0,0.37,14.22,5
red,14.39,1.07,0.4,24.13,0.03,134.14,173.81,0.9917,3.67,0.49,8.55,6
red,7.58,0.23,0.46,29.94,0.4,170.07,125.0,1.01,3.23,0.51,12.42,6
white,10.09,0.54,0.7,31.98,0.57,24.96,328.7,1.03,2.96,0.43,10.5,6
white,7.3,0.27,0.72,54.52,0.064,131.11,188.0,1.0,3.29,1.26,11.59,5
white,12.87,0.32,0.36,1.6,0.28,41.36,155.0,0.993,3.23,1.08,12.14,6
white,15.29,0.33,0.16,1.5,0.42,210.93,214.75,1.0,3.48,1.12,11.29,6
white,6.3,0.94,0.86,1.2,0.54,11.0,350.13,0.9926,3.14,0.34,10.8,6
red,8.0,0.28,0.42,52.83,0.56,101.72,42.61,0.9959,2.79,0.43,13.01,5
white,5.89,0.13,1.23,1.0,0.49,92.79,126.16,0.99,3.04,1.04,11.7,8
white,6.82,0.61,1.32,21.0,0.14,57.87,220.0,0.9993,2.94,0.48,14.48,5
red,7.2,0.26,1.62,60.35,0.027000000000000003,27.04,126.0,0.993,3.06,0.37,11.1,8
white,3.96,0.26,0.36,61.57,0.2,230.5,328.17,1.02,3.96,0.32,8.02,8
white,6.4,0.23,0.33,39.79,0.25,138.74,102.11,1.02,3.38,1.48,8.11,6
red,5.73,0.34,0.69,6.0,0.36,50.0,246.74,1.01,3.74,0.58,8.29,7
white,9.75,1.07,0.04,1.2,0.21,21.0,403.41,0.9940000000000001,3.81,0.41,10.0,6
white,8.0,0.7,1.41,7.1,0.31,155.15,339.19,0.9959,3.17,0.43,12.09,5
red,7.2,0.23,0.39,17.0,0.42,89.87,404.11,1.01,3.89,0.54,11.7,7
red,3.9,0.09,0.06,3.4,0.023,233.05,87.0,0.9902,3.14,1.92,10.36,6
white,4.32,0.26,0.39,2.3,0.15,159.83,76.82,1.03,3.14,0.54,14.78,7
red,15.23,1.31,0.38,6.5,0.24,128.68,372.32,1.02,2.83,0.42,14.74,5
white,10.55,0.33,1.2,10.28,0.047,170.38,316.37,1.02,3.23,0.28,8.77,6
white,5.5,1.27,0.13,19.45,0.3,242.84,156.29,1.01,3.48,0.32,12.4,3
red,7.3,0.29,0.3,13.88,0.043,60.04,333.59,1.01,3.06,1.6,8.7,6
white,6.52,0.41,0.48,4.5,0.05,168.41,275.56,0.992,3.88,0.34,9.92,7
red,12.81,0.58,1.28,5.85,0.033,90.92,93.0,1.03,2.9,1.93,12.6,7
red,11.81,1.24,0.3,5.2,0.13,28.84,422.95,0.99,2.75,1.82,13.58,6
white,14.54,1.48,0.21,1.3,0.043,47.0,155.0,1.01,3.78,1.86,8.13,6
white,9.72,0.18,0.31,7.82,0.48,126.74,338.61,1.02,3.03,0.28,12.91,5
red,14.75,0.28,0.37,3.4,0.023,126.26,113.24,0.9902,3.12,0.53,11.86,6
white,7.3,0.9,0.7,3.0,0.36,35.0,284.73,1.0,3.36,0.51,10.9,5
red,8.85,0.44,0.37,55.03,0.14,172.58,38.38,1.02,3.74,0.43,13.5,7
white,15.56,0.25,0.48,2.2,0.34,28.0,70.56,0.998,3.04,0.59,9.7,5
red,14.73,0.14,0.27,1.8,0.32,119.94,386.71,0.9954,3.45,0.43,9.2,6
white,4.37,0.18,0.6,2.1,0.17,33.0,415.43,1.0,3.43,0.61,10.6,7
white,13.11,0.43,0.42,35.72,0.54,254.12,7.36,1.04,3.95,0.32,12.83,7
white,7.1,0.44,1.21,11.15,0.44,35.0,368.93,1.03,3.14,1.81,12.67,7
white,6.4,0.26,0.57,44.22,0.037000000000000005,23.0,131.0,0.9944,3.75,1.83,10.1,5
white,8.0,0.46,0.54,19.41,0.01,62.0,150.04,0.9999,3.48,0.68,9.4,4
white,8.0,0.34,0.4,5.2,0.04,41.0,310.14,0.99,2.95,1.1,10.6,7
red,7.2,0.62,1.5,8.84,0.57,263.57,295.34,0.992,3.91,0.46,11.98,6
red,9.09,0.4,1.08,1.1,0.045,196.63,331.01,0.9925,2.77,1.01,12.15,7
white,8.4,0.57,1.65,53.25,0.09,46.0,48.58,1.03,3.08,0.43,11.1,5
red,15.3,1.31,0.23,5.15,0.41,48.0,46.3,0.9952,2.94,0.65,10.5,7
red,5.75,0.83,0.33,20.06,0.48,28.0,179.2,1.01,3.13,0.42,9.3,5
white,12.72,0.245,0.26,1.1,0.047,9.17,152.0,1.04,3.12,0.42,9.44,6
white,7.3,1.53,0.41,3.79,0.53,52.0,143.8,1.0,3.03,1.17,12.2,7
white,12.19,0.88,0.19,26.97,0.13,236.07,390.14,1.0,3.13,0.3,13.97,5
red,4.08,0.26,0.95,52.88,0.09,147.1,365.32,0.9959,3.43,1.68,10.3,6
white,7.3,1.06,0.65,1.4,0.56,48.59,157.0,1.0,3.74,0.62,9.61,6
white,11.26,0.75,1.02,6.7,0.57,242.76,47.38,1.0,3.28,1.29,9.6,6
white,6.9,1.04,0.86,6.8,0.034,65.0,212.0,1.03,3.61,0.39,14.56,6
white,6.2,1.18,0.12,6.8,0.08,172.92,245.0,1.02,3.06,0.26,13.23,6
white,6.4,0.23,0.11,65.27,0.26,152.9,236.0,1.01,3.06,0.78,10.59,6
white,12.01,1.04,0.33,1.5,0.05,111.17,156.0,0.9946,3.5,1.87,13.97,6
white,11.5,0.81,0.65,1.4,0.49,28.0,84.35,0.99,3.83,1.98,13.81,6
red,6.72,1.19,0.46,48.46,0.49,108.88,99.73,1.04,3.71,0.46,13.84,6
white,7.2,0.69,1.34,1.2,0.44,15.0,253.37,1.0,3.31,1.92,14.29,5
white,6.9,0.96,1.6,3.95,0.14,11.55,121.92,1.01,3.46,0.62,12.61,7
red,5.2,0.28,0.34,16.99,0.1,176.84,150.8,1.03,3.9,1.87,12.3,8
white,8.0,0.22,1.08,14.6,0.14,45.0,163.0,1.01,3.16,1.67,10.8,7
white,7.6,0.15,0.27,10.5,0.04,21.0,288.83,0.9966,3.77,0.35,9.4,5
white,8.93,1.11,1.06,13.8,0.51,131.37,190.0,1.02,3.51,0.58,9.4,6
red,14.09,1.33,1.07,14.6,0.37,45.0,215.21,1.03,3.56,1.57,12.3,7
white,8.1,1.33,0.47,1.1,0.037000000000000005,23.0,126.0,1.0,3.23,1.29,10.41,5
red,11.73,0.39,0.94,5.3,0.33,32.0,138.69,1.0,3.17,0.48,9.4,5
white,8.1,0.15,1.56,1.1,0.037000000000000005,274.37,422.56,1.02,3.92,1.34,10.9,5
red,7.27,1.4,0.87,50.04,0.048,208.7,300.12,0.99,4.0,1.89,14.5,6
white,6.1,0.97,0.35,63.48,0.51,167.79,132.0,1.01,3.22,0.46,12.81,6
white,15.64,0.83,0.77,20.97,0.27,252.04,88.29,1.03,3.05,0.69,14.44,7
white,7.6,0.66,0.29,24.99,0.04,162.49,258.36,0.99,2.82,1.99,9.4,5
white,6.7,0.55,0.65,4.9,0.24,284.09,262.45,1.03,2.87,0.37,9.25,6
white,13.79,0.91,0.3,1.5,0.39,14.0,153.0,1.02,3.29,0.62,11.47,6
white,7.8,1.3,0.41,35.07,0.026000000000000002,262.39,417.81,1.01,3.65,1.62,12.5,6
white,7.7,0.27,0.34,30.67,0.027999999999999997,253.72,168.0,1.03,3.15,1.2,12.1,7
white,7.4,1.54,0.74,55.37,0.039,51.0,371.88,1.04,3.55,0.25,8.7,5
white,8.0,0.12,0.11,8.8,0.026000000000000002,50.0,182.44,1.0,3.07,1.15,10.05,8
white,7.7,1.33,0.27,1.8,0.08,232.47,168.0,0.9911,2.99,0.48,12.1,7
red,5.24,0.16,0.87,15.9,0.06,254.08,346.07,0.991,3.02,0.78,13.29,6
red,6.6,0.86,1.32,1.8,0.05,40.0,147.0,1.03,2.75,0.57,11.4,7
white,14.0,0.14,1.57,1.6,0.24,35.0,110.0,0.9907,3.02,0.6,10.57,7
white,5.4,0.32,1.45,1.4,0.58,8.66,174.57,1.03,2.93,0.51,8.43,7
white,6.6,0.16,1.37,1.6,0.23,15.0,78.0,1.01,3.1,0.44,14.82,6
white,8.4,0.16,0.33,29.76,0.033,16.0,385.93,1.04,3.82,0.53,9.7,6
white,11.03,1.28,0.47,9.2,0.038,54.0,191.0,0.9966,3.5,0.56,12.44,6
white,5.37,1.3,0.3,1.1,0.55,254.6,12.06,0.993,3.44,1.03,10.3,6
red,6.04,0.95,0.02,14.08,0.01,102.45,102.0,0.99,3.89,0.4,8.73,4
red,6.9,1.31,0.43,4.2,0.031,169.54,168.4,0.99,3.0,1.49,8.8,4
red,7.5,0.17,1.57,13.16,0.12,235.54,191.0,0.9966,3.04,0.56,12.02,6
red,7.5,0.62,0.56,5.0,0.045,18.46,286.35,0.9942,3.78,0.64,10.9,6
white,7.3,0.3,0.38,18.48,0.16,111.43,128.55,1.02,3.19,0.37,12.6,7
red,12.61,1.38,0.53,5.2,0.04,53.89,252.07,0.99,3.3,1.8,10.16,6
red,6.24,0.19,1.14,65.69,0.042,226.49,166.0,1.02,2.96,1.88,13.87,5
white,13.33,0.48,0.38,27.21,0.045,52.0,108.32,0.995,2.77,1.08,10.2,6
white,9.5,0.2,0.99,21.26,0.032,51.0,176.0,1.0,3.61,0.27,11.4,5
red,6.52,0.15,0.95,12.35,0.067,39.0,212.0,1.03,3.3,0.57,9.6,6
white,14.56,0.2,1.03,8.1,0.02,249.51,399.24,0.9952,3.68,0.3,10.67,6
red,6.68,0.54,0.59,17.35,0.038,277.49,30.83,1.01,2.95,0.22,13.6,5
white,7.9,0.83,0.84,39.51,0.05,165.86,194.03,1.0,2.9,1.81,10.7,7
white,6.8,1.48,1.62,1.8,0.047,26.95,105.0,0.99,3.9,0.36,12.8,8
red,9.7,0.35,0.36,1.5,0.29,100.0,316.53,0.9958,2.72,1.88,14.88,5
red,9.96,0.58,0.68,1.6,0.41,272.17,130.0,0.9948,3.74,0.55,13.58,6
white,13.67,0.17,1.23,49.9,0.42,8.74,94.0,1.0,3.02,0.61,11.9,6
red,6.52,0.365,1.45,42.16,0.040999999999999995,37.0,160.62,0.997,3.46,2.0,9.9,6
white,14.38,0.23,0.08,23.39,0.08,26.57,236.88,0.9927,3.52,1.62,10.7,6
white,9.6,1.18,0.9,21.33,0.04,16.0,417.71,0.99,3.65,1.75,10.5,5
white,8.45,1.35,0.42,1.3,0.46,73.2,259.23,1.01,3.49,0.48,13.15,5
white,6.4,0.4,1.56,6.2,0.15,181.73,122.44,1.03,2.92,0.69,14.58,6
white,10.65,0.2,0.99,11.81,0.38,65.3,162.0,0.99,3.1,0.35,14.8,6
red,7.06,0.26,0.26,37.82,0.55,208.55,38.06,0.9932,3.58,1.27,13.68,6
white,7.0,0.15,0.34,1.4,0.55,21.0,170.39,1.0,2.82,0.4,9.92,5
red,6.4,0.85,0.31,22.1,0.13,86.45,360.06,0.99,3.54,0.51,14.25,6
red,6.4,0.88,0.53,18.14,0.038,40.74,79.14,1.01,3.49,0.41,8.8,5
red,10.38,1.54,0.28,1.5,0.23,114.53,100.01,1.01,3.04,0.4,12.84,6
white,7.3,1.1,0.37,60.93,0.35,192.43,16.21,0.99,2.77,0.69,13.2,6
white,5.1,0.92,0.38,25.36,0.18,28.0,278.76,1.02,3.06,0.56,10.1,6
white,15.24,0.2,0.26,14.17,0.09300000000000001,40.0,161.0,1.0,3.44,0.51,11.0,5
white,6.9,0.16,0.35,1.3,0.043,21.0,356.33,1.0,3.25,0.62,12.0,6
red,6.69,1.04,0.58,25.43,0.04,187.41,234.9,1.01,3.38,0.57,8.18,7
white,5.33,0.22,1.61,55.19,0.11,41.39,379.76,0.9958,3.33,1.83,13.85,6
red,14.89,0.94,0.33,27.35,0.047,27.42,167.0,0.9928,3.25,0.63,10.5,6
white,15.31,0.18,0.76,1.2,0.31,81.88,282.98,0.9902,2.88,0.79,10.56,6
white,8.4,1.16,0.12,2.1,0.052000000000000005,20.0,140.61,0.9940000000000001,3.44,1.3,9.5,5
white,4.44,1.1,0.41,2.2,0.26,184.92,320.87,1.01,3.94,0.81,9.82,5
white,6.8,1.32,1.08,11.26,0.057999999999999996,50.29,271.22,0.99,2.98,0.39,12.73,6
white,10.26,0.85,0.41,5.94,0.05,69.0,210.0,1.0004,3.15,1.65,9.3,7
red,7.8,0.55,0.49,1.8,0.39,137.94,111.43,0.991,3.09,0.68,11.28,8
white,9.0,0.24,0.24,62.78,0.23,166.68,107.0,1.01,3.36,1.36,12.09,6
white,13.96,0.27,0.24,27.37,0.4,253.8,346.03,0.995,3.6,0.72,12.51,6
white,11.83,0.29,0.36,7.0,0.35,53.27,161.0,1.03,3.02,1.98,14.53,8
red,7.34,0.18,0.3,1.16,0.27,40.0,218.48,1.04,2.85,0.52,8.98,5
