fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
11.0,0.2,0.48,2.0,0.343,6.0,18.0,0.9979,3.3,0.71,10.5,5
10.4,0.55,0.23,2.7,0.091,18.0,48.0,0.9994,3.49,0.93,10.3,6
6.9,0.36,0.25,2.4,0.54,5.0,16.0,0.9964,3.41,0.6,10.1,6
14.93,0.34,0.52,3.2,0.094,17.0,53.0,1.0014,3.05,0.81,9.5,6
10.8,0.5,0.46,2.5,0.073,5.0,74.71,1.0001,3.05,0.64,9.5,5
10.6,0.83,0.37,2.6,0.086,26.0,70.0,0.9981,3.16,0.52,9.9,5
7.1,0.63,0.06,2.0,0.083,8.0,29.0,0.99,3.67,0.73,9.6,5
7.2,0.65,0.02,2.3,0.094,5.0,31.0,0.9993,3.67,0.8,9.7,5
6.9,0.67,0.06,2.1,0.08,8.0,33.0,0.99845,3.68,0.71,9.6,5
7.85,1.24,0.56,2.6,0.086,20.0,44.0,0.9965,3.38,0.59,14.28,6
11.1,0.18,0.71,1.5,0.068,7.0,15.0,0.9973,3.22,0.64,10.1,6
8.3,0.705,0.12,2.6,0.092,12.0,28.0,0.9994,3.51,0.72,10.0,5
7.4,0.67,0.12,1.6,0.45,5.0,21.0,0.996,3.39,0.54,9.5,5
8.4,0.65,0.6,2.1,0.48,12.0,90.0,0.9973,3.2,0.52,9.2,5
10.3,0.53,0.48,2.5,0.063,6.0,25.0,0.9998,3.12,0.59,9.3,6
7.6,0.62,0.32,2.2,0.08199999999999999,7.0,54.0,0.99,3.23,0.52,9.4,5
10.3,0.41,0.42,2.4,0.11,6.0,14.0,0.9994,3.19,0.62,9.5,6
10.3,0.14,0.44,2.4,0.214,5.0,41.65,0.9994,3.19,1.04,9.5,6
7.4,0.29,0.38,1.7,0.062,9.0,80.19,0.9968,3.41,0.53,9.5,6
10.3,0.53,0.48,2.5,0.063,6.0,25.0,0.9998,3.12,0.59,9.3,6
7.9,0.53,0.24,2.0,0.07200000000000001,15.0,105.0,0.996,3.27,0.54,9.4,6
9.0,0.46,0.31,2.8,0.093,19.0,98.0,0.99815,3.32,1.1,9.5,6
8.6,0.47,0.4,4.91,0.076,30.0,135.0,0.9976,3.3,0.53,9.4,5
7.4,0.36,0.29,2.6,0.087,26.0,72.0,0.99645,3.39,0.68,11.0,5
12.26,0.35,0.29,2.5,0.096,20.0,53.0,0.9962,3.42,0.65,11.0,6
9.6,0.56,0.23,3.4,0.102,37.0,92.0,0.9996,3.3,0.65,10.1,5
9.6,0.77,0.12,2.9,0.08199999999999999,5.16,74.0,0.99865,3.92,0.64,10.4,6
9.8,0.66,0.39,10.56,0.083,21.0,59.0,0.9989,3.37,0.71,11.5,7
5.68,0.77,0.12,2.9,0.08199999999999999,30.0,74.0,0.99865,3.3,0.64,10.4,6
9.8,0.66,0.39,3.2,0.083,21.0,59.0,0.9989,3.37,0.71,11.5,7
9.3,0.61,0.02,3.4,0.09,25.0,87.0,0.99975,2.97,0.62,9.7,5
6.63,0.62,0.05,4.22,0.079,6.0,18.0,0.99735,3.29,0.63,9.3,5
10.3,0.59,0.42,2.8,0.09,35.0,73.0,0.999,3.28,0.7,9.5,6
10.0,0.49,0.2,11.0,0.071,13.0,74.59,1.0015,3.16,0.69,9.2,6
10.0,0.49,0.2,11.0,0.071,13.0,50.0,1.0015,3.16,0.69,9.2,6
15.09,0.53,0.66,3.65,0.121,6.0,14.0,0.9978,3.05,0.74,11.5,7
10.3,0.44,0.5,4.5,0.107,5.0,13.0,0.998,3.28,0.83,14.53,5
13.4,1.18,0.62,2.6,0.08199999999999999,6.0,21.0,1.0002,3.16,1.65,9.7,6
10.7,0.46,0.39,2.0,0.061,7.0,15.0,0.9981,3.18,0.62,9.5,5
12.01,0.36,0.64,2.9,0.122,10.0,41.0,0.998,3.23,0.66,12.5,6
10.2,0.36,0.87,2.9,0.122,10.0,41.0,0.998,3.23,0.66,12.5,6
8.0,0.58,0.28,3.2,0.066,21.0,114.0,0.9973,3.22,0.54,9.4,6
8.4,0.56,0.08,2.1,0.105,16.0,44.0,0.9958,3.13,1.12,11.0,5
7.9,0.65,0.01,2.5,0.078,17.0,38.0,0.9963,3.34,0.74,11.7,7
11.9,0.695,0.53,14.96,0.128,7.0,21.0,0.9992,3.17,0.84,12.2,7
8.9,0.43,0.05,1.9,0.052000000000000005,6.0,16.0,0.9948,3.35,0.7,12.5,6
7.15,0.43,0.32,2.8,0.08,29.0,58.0,0.9974,3.31,0.64,10.3,5
12.4,0.49,0.58,3.0,0.18,28.0,99.0,1.0008,3.16,1.0,11.5,6
12.5,0.28,0.54,2.3,0.08199999999999999,12.0,29.0,0.9997,3.69,1.36,8.64,7
12.2,0.34,0.5,2.4,0.066,10.0,21.0,1.0,3.12,1.18,9.2,6
14.11,0.42,0.48,4.22,0.065,5.0,18.0,0.99,3.21,0.87,11.3,6
10.9,0.39,0.47,1.8,0.118,30.29,14.0,0.9982,3.3,0.75,9.8,6
10.9,0.39,0.93,1.8,0.118,6.0,14.0,0.9982,3.3,0.75,9.8,6
11.9,0.57,0.5,2.6,0.08199999999999999,6.0,32.0,1.0006,3.12,0.78,10.7,6
7.0,0.685,0.0,1.9,0.067,40.0,63.0,0.9979,3.6,1.94,9.9,5
6.6,0.815,1.0,2.7,0.5,17.0,34.0,0.9955,3.58,0.89,12.3,7
13.8,1.16,0.67,3.0,0.093,6.0,179.98,0.9986,3.02,0.93,12.0,6
9.6,0.56,0.31,12.01,0.08900000000000001,15.0,46.0,0.9979,3.11,0.92,10.0,6
9.1,0.785,0.0,2.6,0.093,11.0,28.0,0.9994,3.36,0.86,9.4,6
10.7,0.67,0.22,2.7,0.107,17.0,34.0,1.0004,3.28,0.98,9.9,6
9.1,0.795,0.0,2.6,0.096,52.35,26.0,0.9994,3.35,0.83,9.4,6
7.7,0.665,0.0,2.4,0.16,8.0,19.0,0.9974,3.27,0.73,9.3,5
13.5,1.33,0.94,4.8,0.12,23.0,77.0,1.0018,3.25,0.77,13.0,5
6.1,0.21,0.4,1.4,0.066,40.5,165.0,0.9912,3.25,0.59,11.9,6
6.7,0.75,0.01,2.4,0.078,17.0,32.0,0.9955,3.55,0.61,11.63,6
11.5,0.41,0.52,3.0,0.08,29.0,55.0,1.0001,3.62,1.14,11.71,5
10.5,0.42,0.66,2.95,0.116,12.0,29.0,0.997,3.24,0.75,11.7,7
11.9,0.43,0.66,3.1,0.109,10.0,23.0,1.0,3.15,0.85,10.4,7
12.6,0.38,0.66,2.6,0.08800000000000001,23.15,41.0,1.001,3.17,0.68,9.8,6
8.2,0.7,0.23,2.0,0.099,55.43,81.0,0.9973,3.19,0.7,9.4,5
8.6,0.45,0.65,2.6,0.086,21.0,50.0,0.9982,3.37,0.91,9.9,6
14.53,0.72,0.66,2.5,0.07200000000000001,29.48,37.0,0.9992,3.05,0.44,10.0,5
12.5,0.46,0.63,2.0,0.071,6.0,15.0,0.9988,3.02,0.87,10.2,5
12.8,1.37,0.66,5.8,0.083,7.0,42.0,1.0022,3.07,1.1,10.0,7
10.0,0.42,0.5,3.4,0.107,7.0,21.0,0.9979,3.26,0.93,11.8,6
12.8,0.615,0.66,5.8,0.083,7.0,42.0,1.0022,3.07,0.73,10.0,7
10.4,1.2,0.61,2.6,0.076,11.0,84.21,1.0,3.16,0.69,9.0,5
10.3,0.34,0.52,2.8,0.159,15.0,75.0,1.0,3.18,0.64,9.4,5
9.4,0.27,0.9,2.4,0.07400000000000001,6.0,18.0,0.9962,3.2,1.13,12.0,7
6.9,0.765,0.02,2.3,0.063,35.0,63.0,0.9975,2.78,0.78,9.9,5
7.9,0.24,0.4,1.6,0.056,11.0,25.0,0.9967,3.32,1.95,8.7,6
9.1,0.28,0.48,14.22,0.067,26.0,46.0,0.9967,3.32,1.04,10.6,6
7.4,0.69,0.22,2.2,0.106,12.0,72.0,0.9959,3.05,0.63,9.2,5
14.0,0.41,0.63,3.8,0.08900000000000001,6.0,47.0,1.0014,3.01,0.81,10.8,6
11.5,0.54,0.75,4.4,0.124,6.0,286.65,0.9984,3.01,0.83,11.8,7
13.37,0.45,0.5,3.0,0.34,19.0,47.0,1.0003,3.26,1.11,11.0,6
9.4,0.27,0.53,2.4,0.07400000000000001,6.0,58.91,0.9962,3.2,1.13,12.0,7
11.4,0.625,0.66,6.2,0.2,6.0,24.0,0.9988,3.11,0.99,13.3,6
8.3,0.42,0.38,2.5,0.094,24.0,60.0,0.9979,3.31,0.7,10.8,6
8.3,0.26,0.42,2.0,0.08,11.0,27.0,0.9974,3.07,0.8,9.4,6
13.7,0.415,0.68,2.9,0.085,17.0,43.0,1.0014,3.06,0.8,10.0,6
8.3,0.26,0.42,2.0,0.08,11.0,27.0,0.9974,3.21,0.8,9.4,6
8.3,0.26,0.42,2.0,0.08,11.0,27.0,0.9974,3.21,0.8,9.4,6
5.8,0.51,0.28,1.23,0.087,23.0,54.0,0.998,3.42,0.74,9.2,5
14.4,0.63,0.07,2.4,0.09,11.0,37.0,0.9979,3.43,0.76,9.7,6
7.8,0.54,0.26,12.83,0.08800000000000001,23.0,48.0,0.9981,3.41,0.74,9.2,6
4.77,0.66,0.01,1.9,0.079,17.0,42.0,0.9972,3.31,0.54,9.6,6
7.8,0.46,0.26,1.9,0.08800000000000001,23.0,53.0,0.9981,3.43,0.74,9.2,6
9.6,0.38,0.31,2.5,0.096,16.0,49.0,0.9982,3.19,0.7,10.0,7
5.6,0.85,0.05,1.4,0.045,27.36,88.0,0.9924,3.56,0.82,12.9,8
13.7,0.415,0.68,2.9,0.085,17.0,43.0,1.0014,3.06,0.8,10.0,6
9.5,0.37,0.52,2.0,0.08199999999999999,27.59,26.0,0.998,3.18,0.51,9.5,5
15.68,0.665,0.61,2.0,0.112,13.0,95.0,0.997,3.16,1.57,9.1,5
12.7,0.6,0.65,2.3,0.063,6.0,25.0,0.9997,3.03,0.57,9.9,5
12.0,0.17,0.76,4.2,0.066,7.0,38.0,1.0,3.22,0.6,13.0,7
6.6,0.735,0.02,7.9,0.122,68.0,124.0,0.9994,3.47,0.53,9.9,5
11.5,0.59,0.59,2.6,0.087,13.0,49.0,0.9988,3.18,0.65,11.0,6
11.5,0.51,0.83,2.6,0.087,13.0,49.0,0.9988,3.18,0.65,11.0,6
8.7,0.765,0.04,2.3,0.064,9.0,42.0,0.9963,3.1,0.55,9.4,5
6.6,0.735,0.02,7.9,0.122,68.0,124.0,0.9994,3.47,1.99,9.9,5
7.7,0.26,0.3,1.7,0.059,20.0,38.0,0.9949,3.29,0.47,10.8,6
12.2,0.45,0.54,2.6,0.085,19.0,64.0,1.0,3.62,0.61,10.5,6
11.4,0.6,0.49,2.7,0.085,10.0,41.0,0.9994,3.15,0.63,10.5,6
7.7,0.69,0.05,2.7,0.075,15.0,27.0,1.0,3.26,0.61,9.1,5
8.7,0.31,0.46,12.28,0.059,11.0,25.0,0.99,3.12,0.76,10.1,6
9.8,0.44,0.47,2.5,0.063,9.0,28.0,0.9981,3.24,0.65,10.8,6
12.0,0.39,0.39,3.0,0.093,12.0,30.0,0.9996,3.18,0.63,10.8,7
10.4,0.34,0.58,3.7,0.174,6.0,16.0,0.997,3.19,0.7,11.63,6
12.5,0.46,0.49,4.5,0.07,26.0,49.0,0.9981,3.05,0.57,9.6,4
9.0,0.43,0.34,2.5,0.08,26.0,86.0,0.9987,3.38,0.62,13.6,6
9.1,0.45,0.28,2.4,0.08,23.0,56.85,0.9987,3.38,0.62,9.5,5
7.1,0.735,0.16,13.87,0.1,15.0,77.0,0.9966,3.27,0.64,9.3,5
9.9,0.4,0.53,6.7,0.097,6.0,19.0,0.9986,3.27,0.82,11.7,7
8.8,0.52,0.34,2.7,0.087,24.0,122.0,0.9982,3.26,1.1,9.5,5
8.6,0.725,0.24,6.6,0.117,12.06,134.0,1.0014,3.32,1.07,9.3,5
10.6,0.48,0.64,12.67,0.111,6.0,20.0,0.99,3.26,0.66,11.7,6
7.0,0.58,0.12,1.9,0.091,34.0,124.0,0.9956,3.44,0.48,10.5,5
11.9,0.38,0.37,2.0,0.121,7.0,20.0,1.0,3.24,0.76,10.4,6
6.8,0.77,0.0,1.8,0.066,34.0,52.0,0.9976,3.62,0.68,9.9,5
9.5,0.56,0.33,2.4,0.08900000000000001,35.0,67.0,0.9972,3.28,0.73,11.8,7
6.6,0.84,0.03,2.3,0.059,32.0,48.0,0.9952,3.52,0.56,12.3,7
7.7,0.96,0.2,12.8,0.047,15.0,60.0,0.9955,3.36,0.44,10.9,5
10.5,0.24,0.47,2.1,0.066,6.0,226.12,0.9978,3.15,0.9,11.0,7
7.7,0.96,0.2,2.0,0.047,15.0,177.46,0.9955,3.6,0.44,10.9,5
6.6,0.84,0.03,2.3,0.04,32.0,48.0,0.9952,3.52,0.56,12.3,7
6.4,0.67,0.13,2.1,0.49,19.0,48.0,0.9949,3.49,1.79,11.4,6
12.4,0.78,0.22,1.9,0.077,6.0,32.0,0.9988,3.26,0.56,10.6,6
9.1,0.52,0.33,1.3,0.07,9.0,30.0,0.9978,3.24,0.6,9.3,5
11.71,0.84,0.63,2.4,0.08800000000000001,13.0,35.0,0.9997,3.1,0.48,10.4,6
10.5,0.24,0.47,2.1,0.066,6.0,24.0,0.9978,3.15,0.9,11.0,7
7.8,0.55,0.35,2.2,0.07400000000000001,21.0,66.0,0.9974,3.58,0.56,9.2,5
11.9,0.37,0.69,2.3,0.078,12.0,24.0,0.9958,3.0,0.65,12.8,6
12.3,0.39,0.63,2.3,0.091,6.0,18.0,1.0004,3.16,0.49,9.5,5
10.4,1.34,0.55,3.2,0.37,22.0,54.0,0.9996,3.15,0.89,9.9,6
7.22,0.39,0.63,2.3,0.091,6.0,18.0,1.0004,3.16,0.49,9.5,5
8.0,0.67,0.3,2.0,0.06,38.0,62.0,0.9958,3.26,0.56,10.2,6
11.1,0.45,0.73,3.2,0.066,6.0,22.0,0.9986,3.17,0.66,11.2,6
10.4,0.41,0.55,3.2,0.076,22.0,54.0,0.9996,3.15,0.89,9.9,6
7.0,0.62,0.18,1.5,0.39,7.0,72.79,0.9951,3.08,0.6,9.3,5
12.6,0.31,0.72,2.2,0.07200000000000001,6.0,29.0,0.9987,3.29,0.82,9.8,8
11.9,0.4,0.65,2.15,0.068,7.0,27.0,0.9988,3.06,0.68,11.3,6
15.6,0.685,0.39,3.7,0.1,6.0,43.0,1.0032,2.99,0.68,11.2,7
10.0,0.44,0.49,2.7,0.4,11.0,19.0,0.9963,3.23,0.63,11.6,7
5.3,0.57,0.9,1.7,0.054000000000000006,5.0,27.0,0.9934,3.57,0.84,12.5,7
9.5,0.735,0.1,2.1,0.079,6.0,31.0,0.9986,3.23,0.56,10.1,6
11.99,1.25,0.23,6.75,0.46,31.0,72.0,0.9996,3.1,0.73,10.5,5
9.3,0.48,0.29,2.1,0.127,6.0,16.0,0.9968,3.22,0.72,11.2,5
8.6,0.53,0.22,2.0,0.1,7.0,27.0,0.9967,3.2,0.56,9.81,6
11.9,0.39,0.69,2.8,0.095,17.0,35.0,0.9994,3.1,0.61,10.8,6
11.9,0.39,0.69,2.8,0.095,17.0,35.0,0.9994,3.1,0.61,10.8,6
8.4,0.37,0.53,1.8,0.413,9.0,26.0,0.9979,3.06,1.06,9.1,6
6.8,0.56,0.03,1.7,0.15,18.0,35.0,1.0,3.44,0.63,10.0,6
10.4,0.33,0.63,6.01,0.084,5.0,22.0,0.9998,3.26,0.74,11.2,7
7.0,1.27,0.4,12.87,0.063,21.0,67.0,0.9952,3.5,0.63,11.1,5
11.3,0.62,0.67,5.54,0.086,6.0,19.0,0.9988,3.5,0.69,13.4,8
8.9,0.59,0.39,2.3,0.095,5.0,22.0,0.9986,3.37,0.58,10.3,5
9.2,0.63,0.21,2.7,0.097,32.38,65.0,0.9988,3.28,0.58,9.6,5
10.4,0.33,0.63,2.8,0.084,5.0,22.0,0.9998,3.26,0.74,11.2,7
11.6,0.58,0.66,2.2,0.07400000000000001,10.0,47.0,1.0008,3.25,1.95,9.0,3
9.2,0.43,0.98,2.3,0.083,14.0,23.0,0.9976,3.35,0.61,11.3,6
8.3,0.615,0.22,2.6,0.087,6.0,19.0,0.9982,3.26,0.61,9.3,5
11.0,0.26,0.68,2.55,0.085,10.0,25.0,0.997,3.18,0.61,11.8,5
8.1,0.66,0.7,2.2,0.098,25.0,129.0,0.99,3.08,0.53,9.0,5
7.04,0.315,0.54,2.1,0.084,5.0,15.0,1.0,2.98,0.7,9.2,6
10.0,0.29,0.4,2.9,0.098,10.0,26.0,1.0,2.9,0.91,9.7,5
10.3,0.5,0.42,2.0,0.069,21.0,51.0,0.9982,3.16,0.72,11.5,6
8.8,0.46,0.45,2.6,0.065,7.0,18.0,0.9947,2.77,0.79,14.0,6
11.4,0.36,0.69,14.37,0.09,6.0,131.39,1.0,3.17,0.62,9.2,6
8.7,0.82,0.6,2.23,0.07,36.0,48.0,0.9952,3.2,0.58,9.8,5
13.0,0.32,0.65,2.6,0.093,15.0,47.0,0.9996,3.05,0.61,10.6,5
9.6,0.54,0.42,2.4,0.081,25.0,52.0,1.0,3.2,0.71,11.4,6
12.5,1.56,0.55,2.6,0.083,44.82,68.0,0.9995,3.32,0.82,10.4,6
9.9,0.35,0.55,2.1,0.062,5.0,14.0,0.9971,3.26,0.79,10.6,5
10.5,0.28,0.51,1.7,0.08,10.0,24.0,0.9982,3.2,0.89,9.4,6
9.6,0.68,0.24,2.2,0.087,5.0,28.0,0.9988,3.14,0.6,10.2,5
9.3,0.27,0.41,2.0,0.091,6.0,16.0,0.998,3.14,0.7,9.7,5
6.61,0.24,0.49,1.8,0.075,6.0,20.0,0.9977,3.18,1.06,11.0,6
9.6,0.68,0.24,2.2,0.087,5.0,28.0,0.9988,3.14,0.6,10.2,5
9.4,0.685,0.11,2.7,0.077,22.25,31.0,0.9984,3.19,0.7,10.1,6
10.6,0.28,0.39,15.5,0.069,6.0,23.0,1.0026,3.12,0.66,9.2,5
9.4,0.3,0.56,2.8,0.08,6.0,17.0,0.9964,2.98,0.92,11.53,8
10.6,0.36,0.59,2.2,0.152,6.0,18.0,0.9986,3.04,1.05,12.01,5
10.6,0.36,0.82,2.2,0.152,7.0,18.0,0.9986,3.04,1.06,9.4,5
10.6,1.33,0.68,4.1,0.114,69.29,24.0,1.0,3.06,0.66,13.4,6
10.2,0.67,0.39,11.2,0.054000000000000006,6.0,17.0,0.9976,3.48,0.47,10.0,5
10.2,0.67,0.39,1.9,0.054000000000000006,6.0,17.0,0.9976,3.17,0.47,9.17,5
10.2,0.645,0.36,1.8,0.053,5.0,14.0,0.9982,3.17,1.63,13.28,6
11.6,0.32,0.55,2.8,0.42,35.0,67.0,1.0002,3.32,0.92,10.8,7
9.3,0.39,0.4,2.6,0.073,10.0,26.0,0.9984,3.34,0.75,10.2,6
9.3,0.775,0.27,2.8,0.078,24.0,218.78,0.9984,3.31,0.67,10.6,6
9.2,0.41,0.84,2.5,0.055,49.58,178.41,0.99,3.34,1.85,13.3,7
8.9,0.4,0.51,2.6,0.052000000000000005,13.0,27.0,0.995,3.32,0.9,13.4,7
8.7,0.69,0.31,3.0,0.086,11.44,81.0,1.0,3.48,0.74,11.6,6
6.5,0.39,0.84,8.3,0.051,28.0,91.0,0.9952,3.44,0.55,12.1,6
10.7,0.35,0.53,2.6,0.07,5.0,16.0,0.9972,3.15,0.65,11.0,8
7.8,0.52,0.25,1.9,0.081,14.0,38.0,0.9984,3.43,0.65,9.0,6
7.2,0.34,0.32,2.5,0.17,43.0,113.0,0.9966,3.32,0.79,11.1,5
10.7,0.35,0.53,2.6,0.07,5.0,16.0,0.9972,3.15,0.65,11.0,8
8.7,0.69,0.31,3.0,0.31,23.0,139.19,1.0002,3.81,0.74,9.0,6
7.8,0.52,0.71,1.9,0.081,14.0,141.58,0.9984,3.43,0.96,9.0,6
10.4,0.44,0.73,6.55,0.07400000000000001,38.0,135.09,0.999,3.17,0.85,12.0,7
12.06,0.44,0.73,6.55,0.07400000000000001,38.0,76.0,0.999,3.17,0.85,12.0,7
10.5,0.26,0.47,1.9,0.078,6.0,24.0,0.9976,3.18,1.04,14.03,7
10.5,0.24,0.42,1.8,0.077,9.09,22.0,0.9976,3.21,1.05,10.8,7
10.2,0.49,0.63,2.9,0.6,10.0,26.0,0.9968,3.16,0.78,12.5,7
10.4,0.24,0.46,1.8,0.075,6.0,21.0,0.9976,3.25,1.02,13.23,7
11.2,0.67,0.55,2.3,0.084,6.0,13.0,1.0,3.17,0.71,9.5,6
10.0,0.59,0.31,2.2,0.09,26.0,62.0,0.9994,3.18,0.63,10.2,6
13.3,0.29,0.75,2.8,0.084,23.0,43.0,0.99,3.04,0.68,11.4,7
12.4,0.42,0.49,4.6,0.073,19.0,43.0,0.9978,3.02,0.61,9.5,5
10.0,0.59,0.31,10.1,0.09,26.0,62.0,1.0,3.18,0.63,10.2,6
10.7,0.4,0.07,2.1,0.125,15.0,49.0,0.998,3.03,0.81,9.7,6
10.5,0.51,0.64,2.4,0.12,6.0,15.0,0.9973,3.09,0.66,11.8,7
10.5,0.51,0.64,2.4,0.107,6.0,15.0,0.9973,3.09,0.66,14.5,7
8.5,0.655,0.49,6.1,0.122,34.0,151.0,1.001,3.31,1.14,9.3,5
12.5,0.6,0.49,5.25,0.1,5.0,147.72,1.001,3.25,0.81,11.9,6
10.4,0.61,0.49,2.1,0.2,5.0,178.13,0.9994,3.16,0.63,8.4,3
10.9,0.21,0.49,2.8,0.08800000000000001,11.0,32.0,0.9972,3.22,0.68,11.7,6
7.3,0.365,0.49,2.5,0.08800000000000001,39.0,106.0,0.9966,3.36,0.78,11.0,5
12.6,0.25,0.49,2.7,0.08800000000000001,15.0,33.0,0.9982,3.42,1.25,10.03,6
7.6,0.41,0.49,2.0,0.08800000000000001,16.0,43.0,0.998,3.48,0.64,9.1,5
8.2,0.39,0.49,2.3,0.099,47.0,133.0,0.9979,3.38,0.99,9.8,5
9.3,0.4,0.49,2.5,0.085,38.0,142.0,0.9978,3.26,0.55,9.4,5
9.2,0.43,0.49,2.4,0.086,23.0,72.68,1.0,3.23,0.64,9.5,5
10.4,0.64,0.99,2.8,0.105,29.0,53.0,0.9998,3.24,0.67,9.9,5
7.3,0.365,0.49,2.5,0.08800000000000001,39.0,106.0,0.9966,3.36,0.78,11.0,5
7.0,0.45,0.49,2.5,0.097,33.0,85.0,0.9962,3.39,0.77,11.4,6
8.2,0.42,0.49,2.6,0.084,32.0,55.0,0.9988,3.34,0.75,8.7,6
9.9,0.63,0.24,2.4,0.077,6.0,114.85,0.9974,3.09,0.57,9.4,5
14.09,0.22,0.24,2.1,0.078,1.0,28.0,0.999,3.41,0.81,10.3,6
11.9,0.38,0.49,2.7,0.098,12.0,42.0,1.0004,3.16,0.61,10.3,5
11.9,0.38,0.49,2.7,0.12,12.0,42.0,1.0,3.16,0.61,11.08,5
10.3,0.27,0.24,2.1,0.07200000000000001,15.0,33.0,0.9956,3.22,0.66,12.8,6
10.0,0.48,0.24,2.7,0.102,13.0,159.29,1.0,3.97,0.56,10.0,6
9.1,0.22,0.24,2.1,0.078,1.0,28.0,0.999,3.41,0.87,10.3,6
9.9,0.63,0.47,2.4,0.077,6.0,33.0,0.9974,3.09,0.57,9.4,5
8.1,0.825,0.24,2.1,0.084,5.0,13.0,0.9972,3.37,0.77,10.7,6
12.9,0.35,0.49,5.8,0.066,5.0,35.0,1.0014,3.2,0.66,12.0,7
11.2,0.5,0.74,5.15,0.1,5.0,17.0,0.9996,3.22,0.62,11.2,5
9.2,0.59,0.24,3.3,0.101,52.45,47.0,0.9988,3.26,0.37,9.6,5
9.5,0.46,0.49,6.3,0.064,49.54,17.0,0.9988,3.21,0.73,11.0,6
9.3,0.715,0.24,2.1,0.07,5.0,20.0,0.9966,3.12,0.59,9.9,5
11.2,0.66,0.24,2.5,0.085,16.0,53.0,0.9993,3.06,0.72,11.0,6
14.3,0.31,0.74,1.8,0.075,6.0,15.0,1.0008,2.86,0.79,8.4,6
9.1,0.47,0.49,2.6,0.094,38.0,44.89,0.9982,3.08,0.59,9.1,5
15.11,0.55,0.24,2.0,0.078,10.0,244.54,0.9983,3.45,0.78,9.5,6
10.6,0.31,0.49,7.76,0.067,6.0,21.0,0.9987,3.26,0.86,10.7,6
12.4,0.35,0.49,2.6,0.079,27.0,69.0,0.9994,3.12,0.75,10.4,6
9.0,0.53,0.49,1.9,0.171,6.0,25.0,0.9975,3.27,0.61,9.4,6
6.8,1.51,0.01,2.1,0.07400000000000001,9.0,25.0,0.9958,3.33,1.1,11.81,6
9.4,0.43,0.24,2.8,0.22,14.0,45.0,0.998,3.03,0.73,10.0,6
9.5,0.46,0.24,2.7,0.092,14.0,44.0,1.0,3.12,0.74,10.0,6
5.0,1.04,0.24,1.6,0.05,32.0,96.0,0.9934,3.74,0.62,11.5,5
15.5,0.645,0.49,4.2,0.095,10.0,23.0,1.00315,2.92,0.74,11.1,5
15.5,0.645,0.49,4.2,0.095,10.0,23.0,1.00315,2.92,0.74,11.1,5
10.9,0.53,0.49,4.6,0.118,10.0,17.0,1.0002,3.07,0.56,11.7,6
15.6,0.645,0.49,4.2,0.095,10.0,23.0,1.00315,2.92,0.74,11.1,5
11.86,0.53,0.49,4.6,0.118,10.0,17.0,1.0002,3.07,1.53,11.7,6
13.0,0.47,0.49,4.3,0.085,6.0,47.0,1.0021,3.3,0.68,12.7,6
12.7,0.6,0.49,2.8,0.075,5.0,9.2,1.0,3.14,0.57,11.4,5
9.0,0.44,0.49,2.4,0.078,26.0,121.0,0.9978,3.23,0.58,9.2,5
9.0,0.54,0.49,2.9,0.094,41.0,110.0,0.9982,3.08,0.61,9.2,5
7.6,0.29,0.49,2.7,0.092,25.0,60.0,0.9971,3.31,0.61,10.1,6
13.0,0.2,0.49,4.3,0.085,6.0,47.0,1.0021,3.3,0.68,12.7,6
12.7,0.45,0.81,2.8,0.16,5.0,19.0,0.9994,3.14,0.57,10.8,5
8.7,0.7,0.24,2.5,0.226,5.0,15.0,0.9991,3.32,0.6,9.0,6
8.7,0.7,0.24,2.5,0.226,5.0,15.0,0.9991,3.32,0.6,9.0,6
9.8,0.5,0.49,2.6,0.25,5.0,20.0,0.999,3.31,0.79,9.18,6
6.2,0.36,0.49,12.4,0.095,19.0,42.0,0.9946,3.85,0.57,11.7,6
11.5,0.35,0.49,3.3,0.07,10.0,37.0,1.0003,3.32,0.91,11.0,6
6.2,0.36,0.24,2.2,0.095,19.0,42.0,0.9946,3.57,0.57,11.7,6
10.2,0.24,0.49,3.44,0.075,10.0,28.0,0.9978,3.14,1.5,13.7,5
10.5,0.59,0.49,5.66,0.07,14.0,47.0,0.9991,3.3,0.56,14.14,4
10.6,0.34,0.49,3.2,0.078,20.0,78.0,0.9992,3.19,0.7,10.0,6
12.3,0.27,0.49,3.1,0.079,28.0,46.0,0.9993,3.2,0.8,10.2,6
9.9,0.5,0.24,2.3,0.103,6.0,14.0,0.9978,3.34,0.58,10.0,4
15.39,0.44,0.49,2.8,0.083,18.0,111.0,1.0,3.3,0.6,9.5,5
8.8,0.47,0.49,2.9,0.085,17.0,110.0,0.9982,3.29,0.6,9.8,5
10.6,0.31,0.49,2.2,0.063,18.0,6.53,0.9976,3.14,0.51,9.8,6
12.3,0.5,0.49,2.2,0.41,5.0,14.0,1.0002,3.19,0.44,9.6,5
12.3,0.5,0.49,2.2,0.34,66.0,14.0,1.0002,3.19,0.44,9.6,5
14.77,0.49,0.49,2.2,0.21,5.0,15.0,1.0,3.19,0.43,9.2,5
12.0,0.28,0.49,1.9,0.07400000000000001,10.0,21.0,0.9976,3.38,1.51,9.9,7
