Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
F,0.58,0.46,0.15,1.16,0.5575,0.55,0.31,7
F,0.09,0.46,0.18,1.0515,0.4095,0.2595,0.276,8
M,0.48,0.38,0.15,1.012,1.37,0.2115,0.2835,10
F,0.53,0.18,0.145,1.137,0.62,0.19,0.29,8
M,0.53,0.6,0.58,1.1335,0.22,0.2565,0.237,9
M,0.59,0.58,0.77,1.136,0.5245,0.2615,0.97,11
M,0.59,0.27,0.72,0.16,0.479,0.2425,0.309,8
I,0.14,0.455,0.145,1.72,0.5155,0.16,0.25,8
M,0.595,0.47,0.28,1.121,0.4,0.17800000000000002,0.155,11
F,0.63,0.45,0.03,1.114,0.5865,0.62,0.58,11
I,0.595,0.57,0.73,1.213,0.621,0.52,0.27399999999999997,9
F,0.595,0.46,0.14,2.78,0.4655,0.62,0.2515,9
M,0.595,0.37,0.43,1.044,0.518,0.2205,0.96,9
I,0.605,0.48,0.15,1.92,0.5265,0.62,0.82,9
M,0.605,0.58,0.155,1.161,0.5720000000000001,0.2455,0.16,9
M,0.8,0.47,0.165,0.44,0.6025,0.262,0.2925,11
F,0.3,0.47,0.15,1.1625,1.43,0.258,0.95,11
F,0.25,0.52,0.155,2.16,0.5539999999999999,0.58,0.3295,10
F,0.54,0.18,0.16,0.91,0.585,0.51,0.33,8
M,0.62,0.51,0.18,1.3315,0.594,0.55,0.53,11
F,0.8,0.48,1.06,0.75,0.6235,0.13,0.9,10
F,0.43,0.49,1.07,1.39,0.5705,0.271,0.47,10
F,0.5,0.475,0.25,1.29,0.4755,0.6,0.349,10
M,0.625,0.5,0.8,1.288,0.573,0.3035,0.315,9
F,0.625,0.51,0.15,0.73,0.5845,0.27,0.401,9
F,0.09,0.485,0.155,2.39,0.637,0.51,0.31,8
F,0.63,0.18,0.57,1.9,0.03,0.284,0.315,11
F,0.63,0.48,0.25,0.04,0.98,0.248,0.79,8
M,0.635,0.49,0.175,1.375,1.38,0.2705,0.395,11
M,0.635,0.525,0.68,1.91,1.08,0.3,0.3745,10
I,0.64,0.505,0.61,1.48,0.705,0.11,0.335,10
M,0.64,0.51,0.17,1.5175,0.693,0.326,0.14,11
F,0.64,0.57,0.58,2.28,0.4935,0.29100000000000004,1.0,10
M,0.645,0.5,0.155,1.2205,0.4,0.57,0.3185,10
I,0.29,0.52,0.86,1.636,0.779,0.342,0.11,11
M,0.645,0.52,0.175,2.09,1.23,0.3555,0.4,8
F,0.645,0.505,0.165,1.4325,0.684,0.2,0.32,8
M,0.645,0.5,0.175,1.3385,0.633,0.05,0.63,11
F,0.645,0.44,0.16,0.27,0.5475,0.327,0.3,10
F,0.645,0.22,0.1,2.68,0.515,0.2055,0.385,10
M,0.65,0.45,0.16,2.6,0.57,0.33,0.3725,9
M,0.65,0.52,0.54,1.6785,0.6665,0.03,0.31,11
M,0.65,0.57,0.185,1.9,0.15,0.18,0.59,10
F,0.63,0.46,1.08,2.16,0.56,0.331,0.22,9
F,0.655,0.4,0.175,1.6525,0.8515,0.32,0.55,10
F,0.7,0.505,0.185,1.528,0.69,0.3025,0.09,11
I,0.35,0.31,0.16,1.5905,0.6425,0.297,0.23,9
M,0.42,0.495,0.58,0.53,0.594,0.05,0.485,10
F,0.56,0.06,0.08,1.3695,0.6409999999999999,0.294,0.76,6
M,0.67,0.26,0.165,2.12,0.682,0.57,0.4005,11
F,0.675,0.36,0.95,1.587,0.18,0.2995,0.23,10
F,0.675,0.32,0.195,1.02,0.7645,0.3615,0.67,12
M,0.15,0.535,0.185,1.607,0.7245,0.3215,0.3,12
I,0.58,0.55,0.175,1.7005,0.8255,0.36200000000000004,0.405,8
M,0.63,0.505,0.92,1.8719999999999999,0.86,0.24,0.48,10
F,0.695,0.54,0.175,1.8385,0.52,0.25,0.35,10
F,0.705,0.46,0.62,2.48,0.87,0.42,0.4045,12
I,0.71,0.565,0.205,2.198,1.012,0.5225,0.92,11
I,0.715,0.565,0.175,1.9525,0.07,0.28,0.57,10
F,0.715,0.2,1.07,1.56,0.6655,0.03,0.405,11
I,0.53,0.6,0.47,2.555,0.35,0.44,0.52,11
M,0.765,0.16,0.3,0.06,0.82,0.509,0.6205,12
I,0.36,0.13,0.045,2.14,0.012,0.0075,0.0095,4
F,0.43,0.15,0.045,0.0375,0.5,0.006,0.32,3
I,0.73,0.21,0.04,0.0325,1.03,0.005,0.0095,4
I,0.79,0.155,0.04,2.69,0.15,0.009000000000000001,0.88,4
I,0.45,0.165,1.13,0.059000000000000004,0.34,0.0125,0.17,4
I,0.47,0.19,0.13,2.51,0.03,0.013000000000000001,0.97,4
I,0.25,0.5,0.065,0.0685,0.0245,0.17,0.0225,5
M,0.265,0.195,0.03,0.084,0.02,0.43,0.025,7
I,0.275,0.195,0.065,1.13,0.68,0.02,0.027999999999999997,6
I,0.28,0.15,1.02,0.1075,0.0415,0.024,0.034,5
F,0.285,0.22,0.065,0.44,1.31,0.0205,0.42,5
I,0.3,0.22,0.08,0.1255,0.13,0.19,0.039,6
F,0.315,0.56,1.09,0.88,0.18,0.027000000000000003,0.4,6
I,0.75,0.25,0.39,0.42,1.47,0.0295,0.09,6
I,0.8,0.265,0.2,1.19,1.29,0.51,0.055,5
I,0.37,0.34,0.76,1.84,0.1165,0.0265,0.14,6
I,0.375,0.28,1.11,0.2345,0.04,0.0455,0.35,6
I,0.56,0.11,0.1,1.22,0.38,0.25,0.065,6
F,0.385,0.64,0.9,0.94,0.122,0.0495,0.065,7
I,0.4,0.32,0.095,0.67,0.19399999999999998,0.58,0.087,6
I,0.405,0.3,0.67,0.32,1.41,0.044000000000000004,0.09300000000000001,7
I,0.41,0.23,0.1,0.95,0.14,0.057,0.81,7
I,0.11,0.325,0.1,0.1,0.76,0.15,0.67,6
I,0.42,0.3,0.13,0.316,1.19,0.24,0.1035,7
I,0.42,0.32,0.11,0.3625,0.26,0.23,0.32,7
I,0.42,0.31,0.095,0.27899999999999997,0.1255,0.051,0.08800000000000001,6
I,0.65,0.325,0.115,0.12,0.162,0.0865,0.1045,7
M,0.43,0.29,0.12,1.79,0.1985,0.0865,0.1035,7
F,0.435,0.51,1.11,0.413,0.2055,0.5,0.41,6
M,0.21,0.345,0.115,1.26,0.222,0.0735,0.84,7
I,0.44,0.33,0.11,0.3705,0.1545,0.084,0.12,7
M,0.09,0.1,0.84,0.409,0.51,0.01,0.11699999999999999,7
F,0.72,0.34,0.145,0.434,0.1945,0.0905,0.13,7
I,0.445,0.16,0.11,0.41100000000000003,1.26,0.0935,0.109,8
M,0.51,0.55,0.125,1.63,1.38,0.65,0.84,8
I,0.4,0.29,0.6,2.57,0.24100000000000002,0.1075,0.12,6
I,0.4,0.33,0.105,2.2,1.16,0.0785,0.0975,7
I,0.54,0.09,0.14,1.26,0.1945,0.1,0.43,6
I,0.59,0.33,0.11,2.01,1.07,0.0885,0.102,6
I,0.46,0.57,0.115,0.4155,1.46,0.42,0.37,7
I,0.47,0.39,0.105,1.1,0.27,0.23,0.48,7
I,0.15,0.52,0.76,0.4845,0.21100000000000002,0.1075,0.74,6
I,0.475,0.44,0.86,0.4565,0.20600000000000002,0.099,0.94,6
M,0.475,0.35,0.1,2.81,0.2165,0.111,0.115,7
F,0.31,0.38,0.125,2.02,0.3395,0.1085,0.1665,8
M,0.47,0.07,0.125,1.04,0.235,0.0,0.141,7
F,0.5,0.4,0.14,1.63,0.248,0.11199999999999999,0.1585,7
I,0.53,0.4,0.26,0.542,0.215,0.11599999999999999,0.17,9
F,0.5,0.38,0.04,1.5,0.08,0.1135,0.134,8
M,0.5,0.15,0.125,0.5215,0.2485,0.39,0.65,6
F,0.59,0.39,0.62,0.5445,0.24600000000000002,0.73,0.1405,7
I,0.17,0.405,0.32,0.98,0.3465,0.1395,0.46,8
M,0.18,0.35,0.125,2.42,0.261,0.62,0.59,6
I,0.8,0.58,0.125,2.53,0.2615,0.1195,0.38,9
I,0.36,0.38,0.115,2.68,0.215,0.66,0.63,8
I,0.11,0.385,0.125,0.44,0.38,0.1265,0.15,8
M,0.52,0.38,0.145,0.59,0.3525,0.1845,0.185,9
I,0.51,0.19,0.135,0.5395,1.34,0.133,0.64,8
I,0.15,0.38,0.125,0.5545,0.6,0.1295,0.16699999999999998,8
F,0.52,0.46,0.15,1.0190000000000001,0.523,0.1985,0.254,7
F,0.525,0.4,0.66,1.04,0.325,0.33,0.49,8
I,0.27,0.4,0.23,2.53,1.28,0.07,0.79,9
M,0.525,0.55,0.12,0.7555,0.3755,0.1555,0.201,9
I,0.62,0.35,1.09,1.38,0.297,0.1395,0.1405,8
I,0.58,0.17,0.125,0.617,0.27899999999999997,0.02,0.22,8
I,0.4,0.39,0.72,0.599,0.2595,0.149,0.18,9
F,0.54,0.42,0.26,0.6665,0.25,0.138,0.48,10
M,0.545,0.5,0.37,0.7835,0.4225,0.65,0.23,7
I,0.545,0.47,0.12,0.09,0.434,0.69,0.19,9
M,0.545,0.415,0.21,0.82,1.48,0.127,0.59,9
F,0.11,0.48,0.135,0.8145,0.42700000000000005,0.04,0.26,8
F,0.55,0.43,1.04,0.84,0.17,0.195,0.223,8
M,0.6,0.425,0.15,0.8315,0.14,0.1765,0.2165,10
M,0.56,0.48,0.145,2.58,0.26,0.1775,0.23399999999999999,9
M,0.11,0.11,0.84,0.09,1.16,0.02,0.47,8
I,0.56,0.44,1.09,1.45,0.91,0.1765,0.18,8
M,0.56,0.37,0.4,2.5,1.16,0.1885,0.15,8
I,0.35,0.455,0.24,0.9595,0.4565,0.08,0.23,9
M,0.59,0.16,0.15,1.55,0.97,0.08,0.20600000000000002,8
F,0.565,0.45,0.175,0.17,0.84,0.29,0.2645,9
M,0.57,0.11,0.18,0.95,1.45,0.07,0.94,9
M,0.57,0.445,0.145,1.48,0.41200000000000003,0.04,0.99,8
I,0.52,0.44,0.15,0.755,0.3425,0.26,0.22399999999999998,8
F,0.575,0.46,0.145,1.77,0.466,0.13,0.96,7
F,0.575,0.18,0.16,1.068,1.41,0.214,0.2575,10
M,0.46,0.435,0.14,0.8455,0.401,0.191,0.89,9
F,0.575,0.47,0.165,1.27,0.435,0.19699999999999998,0.8,9
M,0.575,0.455,0.86,1.4,0.53,0.06,0.26,9
F,0.575,0.435,1.03,0.805,1.0,0.2155,0.48,10
I,0.4,0.42,0.17,1.0225,0.13,0.13,0.68,9
F,0.575,0.445,0.19,0.3,0.415,0.23,0.51,9
M,0.58,0.455,0.15,1.114,0.4765,0.2155,0.265,8
I,0.58,0.455,0.195,1.85,0.945,0.14,0.441,9
I,0.58,0.445,0.27,0.8140000000000001,0.3775,0.69,0.87,9
F,0.58,0.5,0.14,0.9615,1.37,0.1815,0.23,9
M,0.67,0.45,0.145,1.0025,0.547,0.1975,0.2295,8
I,0.58,0.45,0.155,0.93,0.78,0.24600000000000002,0.265,9
M,0.585,0.46,0.16,0.9335,0.478,0.32,0.235,9
M,0.585,0.465,0.16,0.9555,0.4595,0.23600000000000002,0.265,7
F,0.16,0.47,0.4,0.01,0.2,0.57,0.24,8
F,0.37,0.21,0.81,2.7,1.27,0.12,0.2565,9
M,0.6,0.455,0.17,1.1915,0.696,0.34,0.24,8
M,0.6,0.465,0.15,0.62,1.22,0.262,0.25,8
M,0.6,0.465,1.03,1.0165,0.21,0.2465,0.71,10
F,0.24,0.47,0.01,1.1775,0.78,0.2275,0.292,9
M,0.605,0.475,0.14,0.12,1.21,0.257,0.35,9
M,0.605,0.48,0.17,2.79,0.5820000000000001,0.2365,0.317,10
I,0.605,0.475,0.165,2.46,0.433,0.76,0.35700000000000004,9
I,0.61,0.65,0.16,0.85,0.6,0.212,0.04,8
M,0.61,0.32,0.43,0.54,1.25,0.13,0.73,9
F,0.61,0.21,0.57,1.052,0.498,0.242,0.267,9
M,0.615,0.18,0.17,2.25,0.4815,0.45,0.27,10
F,0.615,0.18,1.01,0.9229999999999999,0.4615,0.3,0.13,9
F,0.53,0.475,0.155,0.98,0.447,0.25,0.285,9
F,0.62,0.47,0.25,0.67,0.5315,0.2005,0.78,8
M,0.44,0.16,0.2,0.19,1.1,0.23,0.2405,8
I,0.62,0.08,0.16,0.83,0.5635,0.21,0.89,8
F,0.625,0.485,0.175,1.3745,0.7335,0.01,0.332,9
M,0.625,0.56,0.185,0.52,0.5870000000000001,0.39,0.28600000000000003,8
I,0.63,0.46,0.155,1.74,0.35,0.21100000000000002,0.287,8
F,0.63,0.5,0.11,2.61,1.25,0.51,0.3425,10
M,0.37,0.495,0.015,1.1565,1.31,0.7,0.2885,9
I,0.33,0.45,0.39,2.32,0.632,0.45,0.358,10
M,0.62,0.53,0.195,1.62,0.27,0.15,0.25,10
F,0.33,0.34,0.17,1.1345,0.528,0.254,0.3,10
I,0.65,0.5,0.19,1.464,0.6415,0.33899999999999997,0.4245,9
M,0.79,0.5,0.155,1.93,0.565,0.43,0.06,11
M,0.32,0.515,0.16,1.31,0.59,0.369,0.345,11
F,0.655,0.23,0.175,0.33,0.5885,0.3725,0.364,10
F,0.54,0.44,0.185,0.03,0.546,0.2705,0.47600000000000003,11
F,0.71,0.64,0.12,0.91,0.1,0.31,0.34,8
I,0.665,0.22,0.21,0.42,0.6035,0.09,0.76,9
F,0.67,0.36,0.205,0.24,0.93,0.75,0.353,9
F,0.69,0.54,0.215,1.7025,0.05,0.71,0.4735,14
M,0.685,0.54,0.165,1.5190000000000001,0.6990000000000001,0.3685,0.86,10
F,0.37,0.37,0.04,1.16,0.25,0.3105,0.64,9
M,0.55,0.09,0.21,1.5830000000000002,0.7355,0.405,0.3865,12
F,0.21,0.3,0.17,1.5535,1.02,0.3485,0.3695,9
M,0.695,0.56,0.2,0.0,0.885,0.3715,0.92,10
M,0.77,0.62,0.18,1.751,0.895,0.5,0.16,9
F,0.23,0.42,0.76,0.12,0.5,0.48,0.638,12
F,0.7,0.525,0.19,1.6465,0.8545,0.307,0.68,9
F,0.61,0.55,0.17,1.52,0.6395,0.55,0.61,9
F,0.71,0.56,0.18,1.652,0.735,0.381,0.65,11
I,0.25,0.46,0.24,1.64,1.0465,0.16,0.5075,12
M,0.57,0.535,0.19,1.81,0.99,0.313,0.42,10
F,0.35,0.58,0.195,2.103,1.0265,0.15,0.37,10
F,0.36,0.55,0.2,2.3,0.28,0.469,0.5215,10
F,0.14,0.565,0.145,1.187,0.691,0.1945,0.2685,8
F,0.28,0.505,1.09,1.9780000000000002,1.026,0.4255,0.4505,12
F,0.43,0.575,0.68,1.8795,0.9309999999999999,0.38,0.4825,12
M,0.735,0.585,0.16,2.124,0.93,0.57,0.5,11
F,0.48,0.565,0.215,1.931,0.8959999999999999,0.31,0.4,11
M,0.78,0.25,0.21,2.77,1.109,0.5195,0.545,11
I,0.755,0.625,0.21,2.505,1.1965,0.513,0.6785,11
F,0.51,0.58,0.82,2.0065,0.8295,0.4015,0.76,10
F,0.78,0.63,0.215,1.53,0.64,0.07,0.586,11
I,0.185,0.375,0.12,0.43,0.9,0.56,0.15,6
I,0.35,0.205,0.1,0.0765,0.034,0.25,0.0215,4
I,0.78,0.185,0.53,0.31,0.04,0.013999999999999999,0.0225,5
I,0.25,0.19,0.065,0.03,0.06,0.015,0.61,5
I,0.275,0.62,0.63,2.77,0.85,0.0295,0.0355,6
I,0.305,0.47,0.24,0.1075,0.044000000000000004,0.0205,0.038,5
I,0.17,0.225,0.07,0.1055,0.74,0.015,0.04,5
I,0.8,0.23,0.08,1.93,0.0545,0.63,0.0445,5
I,0.45,0.64,0.07,0.32,1.33,0.01,0.33,5
I,0.67,0.47,0.21,2.28,0.0565,0.032,0.09,6
I,0.33,0.25,0.81,0.2085,0.102,0.68,0.052000000000000005,7
I,0.17,0.12,0.095,2.27,0.077,0.5,0.54,5
I,0.335,0.245,0.46,0.2015,0.096,0.09,0.87,7
I,0.34,0.3,0.09,1.11,0.0775,0.4,0.055,6
F,0.345,0.54,0.095,0.1945,0.0925,0.037000000000000005,0.75,6
I,0.345,0.255,0.97,0.2005,0.66,0.037000000000000005,0.24,5
I,0.64,0.55,0.075,0.215,0.1,0.33,0.78,6
M,0.35,0.26,0.09,1.32,0.0855,0.05,0.32,8
I,0.47,0.27,0.085,0.196,0.0875,0.035,0.22,4
I,0.6,0.27,0.42,1.39,0.081,0.43,0.63,6
I,0.365,0.27,0.085,0.196,0.0825,0.72,0.6,7
I,0.365,0.53,0.89,0.213,0.0945,0.5,0.06,7
I,0.37,0.29,0.77,2.56,0.08900000000000001,0.0655,0.78,7
F,0.17,0.58,0.085,1.98,0.0,0.035,0.062,6
I,0.375,0.29,0.095,0.213,0.88,0.040999999999999995,0.74,5
I,0.375,0.08,0.085,0.2385,1.05,0.045,0.73,7
I,0.79,0.25,0.19,0.218,0.09300000000000001,0.0405,0.0755,6
F,0.375,0.55,0.3,0.2465,0.11,0.46,0.0775,6
I,0.1,0.19,0.24,0.2025,0.0825,0.17,0.065,8
M,0.375,0.27,0.085,0.218,0.03,0.039,0.34,7
I,0.62,0.275,1.11,2.38,0.69,0.0535,0.28,6
M,0.75,0.27,0.08,0.2105,0.0865,0.26,0.07,8
I,0.385,0.41,0.12,0.2615,0.111,0.0595,0.0745,9
M,0.385,0.28,0.085,0.2175,0.99,0.22,0.067,8
F,0.385,0.3,0.3,0.302,0.37,0.08,0.72,7
I,0.385,0.18,1.0,0.37,0.1025,0.042,0.84,5
I,0.39,0.3,0.095,0.3265,0.1665,0.72,0.41,7
I,0.395,0.18,0.105,0.284,0.49,0.68,0.0945,8
M,0.395,0.59,0.68,1.44,0.68,0.0625,0.085,8
I,0.395,0.27,0.1,0.2985,1.03,0.061,0.08199999999999999,5
I,0.4,0.29,0.1,0.24,1.4,0.0605,0.34,5
M,0.405,0.28,0.27,0.2645,0.1265,0.0505,0.28,6
I,0.54,0.335,0.11,0.33,1.4,0.51,0.17,7
I,0.42,0.62,0.09,0.32799999999999996,0.12,0.41,0.08199999999999999,6
I,0.425,0.325,0.11,1.32,0.25,0.43,0.1,7
I,0.425,0.32,0.1,0.3055,0.19,0.23,0.106,7
I,0.53,0.31,0.04,2.68,1.44,0.065,0.08,7
I,0.39,0.34,0.76,0.428,1.45,0.086,0.115,8
F,0.5,0.315,0.095,0.72,0.175,0.62,0.1045,8
I,0.435,0.3,0.13,0.3685,1.48,0.41,0.78,7
I,0.44,0.34,0.97,0.43799999999999994,0.76,0.44,0.12,9
I,0.36,0.33,0.105,0.44799999999999995,1.23,0.08900000000000001,0.12,9
I,0.44,0.15,0.105,0.4005,0.16399999999999998,0.0755,0.126,8
I,0.19,0.59,0.115,0.4305,0.184,0.10800000000000001,0.47,8
I,0.455,0.33,0.1,0.37200000000000005,0.358,0.11,0.11,8
I,0.46,0.37,0.105,0.0,0.2225,0.099,0.52,7
I,0.46,0.35,0.105,0.3705,0.21,0.51,0.42,9
M,0.79,0.36,0.78,0.4785,0.20600000000000002,0.1045,0.36,8
I,0.465,0.34,0.8,1.52,0.1425,0.75,0.51,11
I,0.53,0.27,0.0,0.41100000000000003,0.175,0.0855,0.135,8
I,0.47,0.355,0.21,0.48,0.2055,0.105,0.22,8
F,0.79,0.355,1.09,0.08,0.31,0.47,0.115,8
I,0.475,0.1,1.06,2.59,0.2535,0.33,0.14,8
I,0.475,0.6,1.05,0.441,0.1785,0.0885,0.1505,8
I,0.51,0.23,0.11,0.49200000000000005,0.21100000000000002,0.11,0.48,8
I,0.15,0.37,0.125,0.5435,0.29,0.10099999999999999,0.165,9
I,0.46,0.355,0.42,0.4725,1.45,0.11199999999999999,0.34,8
I,0.48,0.365,0.1,0.461,1.28,0.22,0.135,8
M,0.495,0.355,0.12,0.44,0.214,0.1045,0.1495,8
I,0.495,0.38,0.78,0.29,0.07,0.11599999999999999,0.16,7
I,0.495,0.395,0.31,0.31,0.22399999999999998,0.22,0.16699999999999998,8
F,0.77,0.23,0.135,1.72,0.2945,0.10400000000000001,0.87,9
M,0.5,0.42,0.135,0.63,0.302,0.26,0.05,9
I,0.5,0.375,0.145,0.5795,0.78,0.43,0.82,9
I,0.5,0.41,0.14,0.6615,0.73,0.19,0.196,9
I,0.5,0.375,0.74,0.5695,0.259,0.01,0.157,7
I,0.55,0.25,0.14,0.14,0.66,0.1205,0.65,9
F,0.505,0.405,0.13,0.6015,0.3015,0.11,0.18,8
I,0.505,0.44,0.12,0.2,0.2595,0.1435,0.18,7
F,0.505,0.395,0.105,0.551,0.248,0.10300000000000001,0.74,8
I,0.515,0.38,0.12,0.625,0.64,0.1295,0.48,7
M,0.61,0.45,0.9,0.711,0.337,0.28,0.205,13
F,0.515,0.42,0.71,0.6965,1.03,0.53,0.62,9
I,0.52,0.22,0.13,0.5825,0.233,0.52,0.18,10
I,0.52,0.58,0.125,0.12,1.25,0.43,0.1905,9
F,0.525,0.4,0.71,0.6965,0.369,0.1385,0.16399999999999998,9
M,0.525,0.42,0.155,0.8420000000000001,1.0,0.1415,0.2045,9
I,0.53,0.47,0.03,2.74,0.3905,0.16,0.16699999999999998,9
M,0.53,0.34,0.155,1.82,0.4725,0.29,0.192,10
I,0.09,0.415,0.11,0.5745,1.01,0.36,0.18899999999999997,9
I,0.53,0.18,0.97,0.7675,0.419,0.1205,0.85,9
F,0.24,0.4,0.94,0.6025,0.33,0.121,0.04,9
I,0.535,0.415,0.42,0.5765,0.3595,0.135,0.225,8
M,0.535,0.41,0.31,0.7145,0.335,0.14400000000000002,0.2075,9
M,0.535,0.435,0.32,0.7170000000000001,1.08,0.1445,0.58,9
F,0.54,0.07,1.09,0.48,0.4315,0.49,0.2175,10
I,0.28,0.42,0.14,0.7265,1.11,0.1445,0.91,9
I,0.545,0.18,0.135,0.11,0.37200000000000005,0.15,0.22699999999999998,8
M,0.23,0.445,0.15,1.64,0.3535,0.21,0.207,9
I,0.545,0.47,0.15,0.55,0.302,0.1315,0.2545,10
I,0.545,0.52,0.21,0.5945,0.27,0.12,0.185,8
I,0.49,0.56,0.18,1.0,0.2,0.09,0.223,11
F,0.33,0.405,0.71,0.6509999999999999,1.37,0.13699999999999998,0.2,9
M,0.55,0.43,0.15,0.8745,0.06,0.18,0.248,9
I,0.57,0.43,0.21,0.7535,1.12,0.43,0.2325,10
I,0.28,0.425,0.135,1.22,1.38,0.1545,0.215,9
M,0.17,0.44,0.14,1.52,0.88,0.156,0.255,9
F,0.555,0.39,0.82,0.7395,0.92,0.1435,0.28,10
F,0.39,0.43,0.11,1.39,0.341,0.04,0.23,9
I,0.555,0.425,0.6,2.38,0.87,0.3,0.225,9
I,0.56,0.53,0.135,0.4,0.3715,0.185,0.23600000000000002,9
I,0.56,0.39,0.145,0.688,0.53,0.27,0.2165,9
F,0.56,0.445,0.2,2.62,1.43,0.3225,0.2695,10
F,0.56,0.6,0.145,0.9740000000000001,0.547,0.24,0.235,9
I,0.35,0.44,0.175,1.02,0.414,0.01,0.21,11
F,0.565,0.51,0.08,1.64,0.4215,0.1685,0.225,8
M,0.565,0.445,0.15,0.7959999999999999,0.36,0.35,0.18,8
M,0.23,0.55,0.68,0.47,1.47,0.31,0.23,11
I,0.57,0.07,0.145,1.56,1.42,0.2195,0.2215,10
I,0.57,0.27,0.04,0.794,0.3815,0.69,0.56,8
F,0.21,0.46,0.26,0.83,0.79,0.2525,0.57,9
M,0.31,0.435,0.17,0.873,0.382,0.183,0.31,10
M,0.57,0.55,0.37,0.7665,0.31,0.1785,0.20199999999999999,10
M,0.57,0.53,0.125,0.15,0.38299999999999995,0.62,0.275,9
F,0.38,0.51,0.3,1.86,0.08,0.147,0.2125,10
F,0.575,0.35,0.165,1.51,0.511,0.2095,0.306,9
M,0.575,0.06,0.155,1.2,0.4415,0.17600000000000002,0.22,10
F,0.19,0.65,0.23,1.4395,0.06,0.41,0.66,10
I,0.58,0.56,0.135,0.08,0.405,0.21,0.91,10
F,0.49,0.56,0.87,1.43,0.4,0.156,0.253,8
I,0.3,0.465,0.155,2.43,0.4555,0.11,0.235,9
M,0.585,0.49,0.78,0.45,0.522,0.16,0.335,10
I,0.585,0.475,0.16,1.0505,0.72,0.23399999999999999,0.285,10
F,0.585,0.46,0.165,1.1135,0.5825,0.2345,0.27399999999999997,10
M,0.11,0.47,0.165,1.409,0.34,0.22899999999999998,0.295,10
F,0.08,0.475,0.15,1.67,0.53,0.19899999999999998,0.2885,10
F,0.585,0.33,0.06,0.7,0.336,0.1855,0.237,8
I,0.59,0.445,0.72,0.7715,0.32799999999999996,0.16,0.56,9
M,0.59,0.08,0.16,1.187,0.5985,0.22699999999999998,0.31,9
M,0.32,0.455,0.155,0.8855,0.38799999999999996,0.37,0.275,10
F,0.42,0.26,0.15,2.77,0.58,0.08,0.2255,10
F,0.43,0.58,0.155,1.05,0.13,0.17,0.305,12
M,0.6,0.475,0.45,0.03,0.87,0.76,0.85,10
F,0.6,0.53,0.155,1.014,0.451,0.1885,0.325,11
I,0.23,0.475,0.15,1.12,0.31,0.2465,0.27,10
F,0.6,0.44,0.155,0.38,0.91,0.0,0.28,11
I,0.38,0.2,0.02,0.49,0.88,0.1715,0.9,10
M,0.6,0.6,0.155,0.9595,0.47,0.18899999999999997,0.8,11
M,0.605,0.485,0.66,2.37,0.6315,0.45,0.33,11
M,0.23,0.49,0.64,2.5,0.419,0.09,0.315,10
I,0.31,0.55,0.45,0.9025,0.43200000000000005,0.174,0.26,11
F,0.605,0.3,0.23,1.0759999999999998,0.46299999999999997,0.2195,0.335,9
F,0.605,0.34,0.75,1.0835,0.5405,0.2215,0.83,12
F,0.61,0.45,0.03,0.77,0.40700000000000003,0.1835,0.97,10
M,0.61,0.29,0.165,1.244,0.6345,0.257,0.305,12
F,0.81,0.41,0.71,1.0265,0.435,0.2335,0.3035,10
I,0.61,0.465,1.06,0.9605,0.4495,0.1725,0.29,9
I,0.35,0.31,0.01,1.137,0.4565,0.18,0.34700000000000003,10
M,0.61,0.46,1.13,1.82,0.34,0.19699999999999998,0.275,10
F,0.615,0.475,0.98,1.004,1.34,0.07,0.2895,10
M,0.32,0.47,0.15,0.17,0.4465,0.2195,0.34,10
M,0.615,0.5,0.17,1.054,0.4845,0.228,0.64,10
F,0.45,0.13,0.165,1.023,0.19,0.1955,0.24,12
M,0.615,0.46,0.17,1.129,0.28,0.43,0.3,10
M,0.615,0.6,0.175,2.27,0.09,0.03,0.3,9
F,0.53,0.49,0.25,2.54,0.484,0.2115,0.64,10
M,0.35,0.51,0.98,1.2815,0.5715,0.54,0.39,10
F,0.62,0.17,0.18,1.2555,0.5765,0.27,0.56,12
F,0.79,0.45,0.15,1.56,0.596,0.3135,0.81,10
F,0.62,0.45,0.16,1.1295,0.46299999999999997,0.2685,0.8,10
M,0.6,0.455,0.37,1.082,1.1,0.17,0.315,9
F,0.625,0.505,0.175,1.15,1.2,0.256,0.03,11
F,0.625,0.54,0.16,1.63,1.23,0.326,0.09,9
F,0.2,0.26,0.81,1.2035,0.11,0.239,0.19,12
F,0.63,0.485,0.15,1.3205,0.12,0.345,0.49,9
I,0.63,0.505,0.18,1.272,0.6025,0.21,0.4,11
I,0.68,0.22,0.145,0.72,0.73,0.1785,0.3365,12
I,0.63,0.08,0.73,1.7,0.5165,0.2195,0.28,10
F,0.58,0.495,0.51,1.093,1.32,0.221,0.315,12
M,0.57,0.24,0.27,1.101,1.33,0.1865,0.48,10
F,0.34,0.48,0.165,1.4595,1.42,0.62,0.39,9
F,0.635,0.22,0.175,2.05,0.7070000000000001,0.2725,0.98,9
M,0.74,0.475,0.17,1.1935,0.96,0.2695,0.61,10
M,0.6,0.51,0.155,0.986,0.405,0.04,0.31,10
F,0.64,0.48,0.49,1.71,0.644,0.1,0.81,15
M,0.16,0.525,0.16,0.78,0.4865,0.2995,0.4075,10
M,0.645,0.51,0.16,0.05,0.556,0.2385,0.345,11
